"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2012"	"2012/01"	"< 1 year"	"0"	1869	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"1 year"	"1"	132	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"2 years"	"2"	86	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"3 years"	"3"	63	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"4 years"	"4"	50	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"5 years"	"5"	46	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"6 years"	"6"	27	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"7 years"	"7"	36	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"8 years"	"8"	30	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"9 years"	"9"	30	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"10 years"	"10"	35	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"11 years"	"11"	36	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"12 years"	"12"	37	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"13 years"	"13"	43	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"14 years"	"14"	64	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"15 years"	"15"	87	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"16 years"	"16"	97	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"17 years"	"17"	172	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"18 years"	"18"	201	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"19 years"	"19"	273	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"20 years"	"20"	296	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"21 years"	"21"	320	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"22 years"	"22"	295	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"23 years"	"23"	308	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"24 years"	"24"	297	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"25 years"	"25"	321	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"26 years"	"26"	314	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"27 years"	"27"	331	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"28 years"	"28"	311	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"29 years"	"29"	357	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"30 years"	"30"	353	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"31 years"	"31"	381	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"32 years"	"32"	399	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"33 years"	"33"	364	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"34 years"	"34"	424	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"35 years"	"35"	365	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"36 years"	"36"	431	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"37 years"	"37"	433	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"38 years"	"38"	472	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"39 years"	"39"	515	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"40 years"	"40"	568	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"41 years"	"41"	685	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"42 years"	"42"	690	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"43 years"	"43"	724	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"44 years"	"44"	761	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"45 years"	"45"	915	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"46 years"	"46"	996	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"47 years"	"47"	1148	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"48 years"	"48"	1290	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"49 years"	"49"	1402	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"50 years"	"50"	1657	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"51 years"	"51"	1753	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"52 years"	"52"	1909	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"53 years"	"53"	1941	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"54 years"	"54"	2248	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"55 years"	"55"	2356	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"56 years"	"56"	2453	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"57 years"	"57"	2541	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"58 years"	"58"	2601	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"59 years"	"59"	2663	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"60 years"	"60"	2739	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"61 years"	"61"	2850	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"62 years"	"62"	2963	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"63 years"	"63"	3160	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"64 years"	"64"	3423	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"65 years"	"65"	3261	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"66 years"	"66"	3115	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"67 years"	"67"	3401	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"68 years"	"68"	3690	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"69 years"	"69"	3723	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"70 years"	"70"	3791	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"71 years"	"71"	3661	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"72 years"	"72"	3759	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"73 years"	"73"	3958	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"74 years"	"74"	4201	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"75 years"	"75"	4292	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"76 years"	"76"	4558	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"77 years"	"77"	4741	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"78 years"	"78"	4758	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"79 years"	"79"	5269	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"80 years"	"80"	5517	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"81 years"	"81"	6033	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"82 years"	"82"	6104	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"83 years"	"83"	6436	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"84 years"	"84"	6779	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"85 years"	"85"	6884	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"86 years"	"86"	6786	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"87 years"	"87"	7097	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"88 years"	"88"	6879	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"89 years"	"89"	6513	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"90 years"	"90"	6366	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"91 years"	"91"	5856	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"92 years"	"92"	4771	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"93 years"	"93"	4450	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"94 years"	"94"	3838	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"95 years"	"95"	3024	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"96 years"	"96"	2543	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"97 years"	"97"	1981	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"98 years"	"98"	1484	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"99 years"	"99"	1132	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"100+ years"	"100"	2136	Not Applicable	Not Applicable
	"Jan., 2012"	"2012/01"	"Not Stated"	"NS"	15	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"< 1 year"	"0"	1881	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"1 year"	"1"	134	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"2 years"	"2"	92	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"3 years"	"3"	68	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"4 years"	"4"	60	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"5 years"	"5"	41	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"6 years"	"6"	33	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"7 years"	"7"	40	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"8 years"	"8"	31	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"9 years"	"9"	39	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"10 years"	"10"	29	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"11 years"	"11"	43	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"12 years"	"12"	24	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"13 years"	"13"	51	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"14 years"	"14"	58	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"15 years"	"15"	74	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"16 years"	"16"	118	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"17 years"	"17"	127	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"18 years"	"18"	191	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"19 years"	"19"	190	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"20 years"	"20"	238	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"21 years"	"21"	287	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"22 years"	"22"	286	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"23 years"	"23"	250	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"24 years"	"24"	298	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"25 years"	"25"	260	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"26 years"	"26"	278	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"27 years"	"27"	280	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"28 years"	"28"	330	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"29 years"	"29"	362	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"30 years"	"30"	350	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"31 years"	"31"	360	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"32 years"	"32"	338	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"33 years"	"33"	357	Not Applicable	Not Applicable
	"Feb., 2012"	"2012/02"	"34 years"	"34"	346	Not Applicable	Not Applicable
