"Notes"	"Month"	"Month Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Jan., 2014"	"2014/01"	"< 1 year"	"0"	1935	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"1 year"	"1"	162	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"2 years"	"2"	95	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"3 years"	"3"	57	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"4 years"	"4"	64	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"5 years"	"5"	41	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"6 years"	"6"	50	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"7 years"	"7"	48	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"8 years"	"8"	46	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"9 years"	"9"	44	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"10 years"	"10"	32	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"11 years"	"11"	41	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"12 years"	"12"	51	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"13 years"	"13"	48	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"14 years"	"14"	61	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"15 years"	"15"	97	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"16 years"	"16"	125	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"17 years"	"17"	125	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"18 years"	"18"	198	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"19 years"	"19"	258	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"20 years"	"20"	261	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"21 years"	"21"	301	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"22 years"	"22"	321	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"23 years"	"23"	345	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"24 years"	"24"	331	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"25 years"	"25"	323	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"26 years"	"26"	335	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"27 years"	"27"	360	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"28 years"	"28"	402	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"29 years"	"29"	390	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"30 years"	"30"	387	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"31 years"	"31"	397	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"32 years"	"32"	472	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"33 years"	"33"	432	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"34 years"	"34"	513	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"35 years"	"35"	469	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"36 years"	"36"	528	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"37 years"	"37"	478	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"38 years"	"38"	569	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"39 years"	"39"	601	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"40 years"	"40"	635	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"41 years"	"41"	729	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"42 years"	"42"	805	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"43 years"	"43"	822	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"44 years"	"44"	930	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"45 years"	"45"	1015	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"46 years"	"46"	1102	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"47 years"	"47"	1181	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"48 years"	"48"	1381	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"49 years"	"49"	1624	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"50 years"	"50"	1694	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"51 years"	"51"	1933	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"52 years"	"52"	2125	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"53 years"	"53"	2306	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"54 years"	"54"	2482	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"55 years"	"55"	2701	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"56 years"	"56"	2925	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"57 years"	"57"	3078	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"58 years"	"58"	3157	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"59 years"	"59"	3272	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"60 years"	"60"	3361	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"61 years"	"61"	3608	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"62 years"	"62"	3691	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"63 years"	"63"	3697	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"64 years"	"64"	3821	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"65 years"	"65"	3968	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"66 years"	"66"	4352	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"67 years"	"67"	4330	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"68 years"	"68"	3773	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"69 years"	"69"	4082	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"70 years"	"70"	4570	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"71 years"	"71"	4657	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"72 years"	"72"	4468	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"73 years"	"73"	4418	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"74 years"	"74"	4640	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"75 years"	"75"	5046	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"76 years"	"76"	5120	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"77 years"	"77"	4880	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"78 years"	"78"	5368	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"79 years"	"79"	5723	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"80 years"	"80"	5616	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"81 years"	"81"	6215	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"82 years"	"82"	6429	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"83 years"	"83"	6843	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"84 years"	"84"	6961	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"85 years"	"85"	7101	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"86 years"	"86"	7338	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"87 years"	"87"	7126	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"88 years"	"88"	7134	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"89 years"	"89"	6855	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"90 years"	"90"	6453	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"91 years"	"91"	6055	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"92 years"	"92"	5736	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"93 years"	"93"	4991	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"94 years"	"94"	3903	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"95 years"	"95"	3317	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"96 years"	"96"	2719	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"97 years"	"97"	2091	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"98 years"	"98"	1642	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"99 years"	"99"	1152	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"100+ years"	"100"	2340	Not Applicable	Not Applicable
	"Jan., 2014"	"2014/01"	"Not Stated"	"NS"	18	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"< 1 year"	"0"	1805	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"1 year"	"1"	99	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"2 years"	"2"	91	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"3 years"	"3"	52	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"4 years"	"4"	59	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"5 years"	"5"	35	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"6 years"	"6"	36	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"7 years"	"7"	34	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"8 years"	"8"	26	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"9 years"	"9"	35	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"10 years"	"10"	27	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"11 years"	"11"	31	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"12 years"	"12"	32	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"13 years"	"13"	58	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"14 years"	"14"	79	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"15 years"	"15"	75	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"16 years"	"16"	98	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"17 years"	"17"	125	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"18 years"	"18"	146	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"19 years"	"19"	178	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"20 years"	"20"	227	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"21 years"	"21"	308	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"22 years"	"22"	298	Not Applicable	Not Applicable
	"Feb., 2014"	"2014/02"	"23 years"	"23"	269	Not Applicable	Not Applicable
