"Notes"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"2018 Week 01 ending January 06, 2018"	"2018/01"	53277	Not Applicable	Not Applicable
	"2018 Week 02 ending January 13, 2018"	"2018/02"	62947	Not Applicable	Not Applicable
	"2018 Week 03 ending January 20, 2018"	"2018/03"	60212	Not Applicable	Not Applicable
	"2018 Week 04 ending January 27, 2018"	"2018/04"	58521	Not Applicable	Not Applicable
	"2018 Week 05 ending February 03, 2018"	"2018/05"	56942	Not Applicable	Not Applicable
	"2018 Week 06 ending February 10, 2018"	"2018/06"	57156	Not Applicable	Not Applicable
	"2018 Week 07 ending February 17, 2018"	"2018/07"	55844	Not Applicable	Not Applicable
	"2018 Week 08 ending February 24, 2018"	"2018/08"	53937	Not Applicable	Not Applicable
	"2018 Week 09 ending March 03, 2018"	"2018/09"	53223	Not Applicable	Not Applicable
	"2018 Week 10 ending March 10, 2018"	"2018/10"	53559	Not Applicable	Not Applicable
	"2018 Week 11 ending March 17, 2018"	"2018/11"	52812	Not Applicable	Not Applicable
	"2018 Week 12 ending March 24, 2018"	"2018/12"	52128	Not Applicable	Not Applicable
	"2018 Week 13 ending March 31, 2018"	"2018/13"	51448	Not Applicable	Not Applicable
	"2018 Week 14 ending April 07, 2018"	"2018/14"	51933	Not Applicable	Not Applicable
	"2018 Week 15 ending April 14, 2018"	"2018/15"	51817	Not Applicable	Not Applicable
	"2018 Week 16 ending April 21, 2018"	"2018/16"	50717	Not Applicable	Not Applicable
	"2018 Week 17 ending April 28, 2018"	"2018/17"	50397	Not Applicable	Not Applicable
	"2018 Week 18 ending May 05, 2018"	"2018/18"	50453	Not Applicable	Not Applicable
	"2018 Week 19 ending May 12, 2018"	"2018/19"	49120	Not Applicable	Not Applicable
	"2018 Week 20 ending May 19, 2018"	"2018/20"	47682	Not Applicable	Not Applicable
	"2018 Week 21 ending May 26, 2018"	"2018/21"	47851	Not Applicable	Not Applicable
	"2018 Week 22 ending June 02, 2018"	"2018/22"	48068	Not Applicable	Not Applicable
	"2018 Week 23 ending June 09, 2018"	"2018/23"	48921	Not Applicable	Not Applicable
	"2018 Week 24 ending June 16, 2018"	"2018/24"	48368	Not Applicable	Not Applicable
	"2018 Week 25 ending June 23, 2018"	"2018/25"	48020	Not Applicable	Not Applicable
	"2018 Week 26 ending June 30, 2018"	"2018/26"	47864	Not Applicable	Not Applicable
	"2018 Week 27 ending July 07, 2018"	"2018/27"	48654	Not Applicable	Not Applicable
	"2018 Week 28 ending July 14, 2018"	"2018/28"	48162	Not Applicable	Not Applicable
	"2018 Week 29 ending July 21, 2018"	"2018/29"	47619	Not Applicable	Not Applicable
	"2018 Week 30 ending July 28, 2018"	"2018/30"	47370	Not Applicable	Not Applicable
	"2018 Week 31 ending August 04, 2018"	"2018/31"	47644	Not Applicable	Not Applicable
	"2018 Week 32 ending August 11, 2018"	"2018/32"	48019	Not Applicable	Not Applicable
	"2018 Week 33 ending August 18, 2018"	"2018/33"	47351	Not Applicable	Not Applicable
	"2018 Week 34 ending August 25, 2018"	"2018/34"	47516	Not Applicable	Not Applicable
	"2018 Week 35 ending September 01, 2018"	"2018/35"	47479	Not Applicable	Not Applicable
	"2018 Week 36 ending September 08, 2018"	"2018/36"	47372	Not Applicable	Not Applicable
	"2018 Week 37 ending September 15, 2018"	"2018/37"	48004	Not Applicable	Not Applicable
	"2018 Week 38 ending September 22, 2018"	"2018/38"	48462	Not Applicable	Not Applicable
	"2018 Week 39 ending September 29, 2018"	"2018/39"	47909	Not Applicable	Not Applicable
	"2018 Week 40 ending October 06, 2018"	"2018/40"	49198	Not Applicable	Not Applicable
	"2018 Week 41 ending October 13, 2018"	"2018/41"	48742	Not Applicable	Not Applicable
	"2018 Week 42 ending October 20, 2018"	"2018/42"	49762	Not Applicable	Not Applicable
	"2018 Week 43 ending October 27, 2018"	"2018/43"	50426	Not Applicable	Not Applicable
	"2018 Week 44 ending November 03, 2018"	"2018/44"	50309	Not Applicable	Not Applicable
	"2018 Week 45 ending November 10, 2018"	"2018/45"	50196	Not Applicable	Not Applicable
	"2018 Week 46 ending November 17, 2018"	"2018/46"	51404	Not Applicable	Not Applicable
	"2018 Week 47 ending November 24, 2018"	"2018/47"	51433	Not Applicable	Not Applicable
	"2018 Week 48 ending December 01, 2018"	"2018/48"	51583	Not Applicable	Not Applicable
	"2018 Week 49 ending December 08, 2018"	"2018/49"	52498	Not Applicable	Not Applicable
	"2018 Week 50 ending December 15, 2018"	"2018/50"	52824	Not Applicable	Not Applicable
	"2018 Week 51 ending December 22, 2018"	"2018/51"	53007	Not Applicable	Not Applicable
	"2018 Week 52 ending December 29, 2018"	"2018/52"	52499	Not Applicable	Not Applicable
	"2018 Week Not Available"	"2018/99"	163	Not Applicable	Not Applicable
	"2019 Week 01 ending January 05, 2019"	"2019/01"	54569	Not Applicable	Not Applicable
	"2019 Week 02 ending January 12, 2019"	"2019/02"	54679	Not Applicable	Not Applicable
	"2019 Week 03 ending January 19, 2019"	"2019/03"	54443	Not Applicable	Not Applicable
	"2019 Week 04 ending January 26, 2019"	"2019/04"	54228	Not Applicable	Not Applicable
	"2019 Week 05 ending February 02, 2019"	"2019/05"	54439	Not Applicable	Not Applicable
	"2019 Week 06 ending February 09, 2019"	"2019/06"	54742	Not Applicable	Not Applicable
	"2019 Week 07 ending February 16, 2019"	"2019/07"	54444	Not Applicable	Not Applicable
	"2019 Week 08 ending February 23, 2019"	"2019/08"	54389	Not Applicable	Not Applicable
	"2019 Week 09 ending March 02, 2019"	"2019/09"	54366	Not Applicable	Not Applicable
	"2019 Week 10 ending March 09, 2019"	"2019/10"	54910	Not Applicable	Not Applicable
	"2019 Week 11 ending March 16, 2019"	"2019/11"	54256	Not Applicable	Not Applicable
	"2019 Week 12 ending March 23, 2019"	"2019/12"	53436	Not Applicable	Not Applicable
	"2019 Week 13 ending March 30, 2019"	"2019/13"	53138	Not Applicable	Not Applicable
	"2019 Week 14 ending April 06, 2019"	"2019/14"	53066	Not Applicable	Not Applicable
	"2019 Week 15 ending April 13, 2019"	"2019/15"	52056	Not Applicable	Not Applicable
	"2019 Week 16 ending April 20, 2019"	"2019/16"	51097	Not Applicable	Not Applicable
	"2019 Week 17 ending April 27, 2019"	"2019/17"	50319	Not Applicable	Not Applicable
	"2019 Week 18 ending May 04, 2019"	"2019/18"	50662	Not Applicable	Not Applicable
	"2019 Week 19 ending May 11, 2019"	"2019/19"	50262	Not Applicable	Not Applicable
	"2019 Week 20 ending May 18, 2019"	"2019/20"	50327	Not Applicable	Not Applicable
	"2019 Week 21 ending May 25, 2019"	"2019/21"	50452	Not Applicable	Not Applicable
	"2019 Week 22 ending June 01, 2019"	"2019/22"	49516	Not Applicable	Not Applicable
	"2019 Week 23 ending June 08, 2019"	"2019/23"	49931	Not Applicable	Not Applicable
	"2019 Week 24 ending June 15, 2019"	"2019/24"	49446	Not Applicable	Not Applicable
	"2019 Week 25 ending June 22, 2019"	"2019/25"	49092	Not Applicable	Not Applicable
	"2019 Week 26 ending June 29, 2019"	"2019/26"	49006	Not Applicable	Not Applicable
	"2019 Week 27 ending July 06, 2019"	"2019/27"	49203	Not Applicable	Not Applicable
	"2019 Week 28 ending July 13, 2019"	"2019/28"	48834	Not Applicable	Not Applicable
	"2019 Week 29 ending July 20, 2019"	"2019/29"	48489	Not Applicable	Not Applicable
	"2019 Week 30 ending July 27, 2019"	"2019/30"	48648	Not Applicable	Not Applicable
	"2019 Week 31 ending August 03, 2019"	"2019/31"	48247	Not Applicable	Not Applicable
	"2019 Week 32 ending August 10, 2019"	"2019/32"	48627	Not Applicable	Not Applicable
	"2019 Week 33 ending August 17, 2019"	"2019/33"	47934	Not Applicable	Not Applicable
	"2019 Week 34 ending August 24, 2019"	"2019/34"	47966	Not Applicable	Not Applicable
	"2019 Week 35 ending August 31, 2019"	"2019/35"	48075	Not Applicable	Not Applicable
	"2019 Week 36 ending September 07, 2019"	"2019/36"	48645	Not Applicable	Not Applicable
	"2019 Week 37 ending September 14, 2019"	"2019/37"	48466	Not Applicable	Not Applicable
	"2019 Week 38 ending September 21, 2019"	"2019/38"	48492	Not Applicable	Not Applicable
	"2019 Week 39 ending September 28, 2019"	"2019/39"	49546	Not Applicable	Not Applicable
	"2019 Week 40 ending October 05, 2019"	"2019/40"	49236	Not Applicable	Not Applicable
	"2019 Week 41 ending October 12, 2019"	"2019/41"	49783	Not Applicable	Not Applicable
