"Notes","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"2018 Week 01 ending January 06, 2018","2018/01",56536,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02",66882,Not Applicable,Not Applicable
,"2018 Week 03 ending January 20, 2018","2018/03",64032,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04",62163,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05",60345,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06",60484,Not Applicable,Not Applicable
,"2018 Week 07 ending February 17, 2018","2018/07",59210,Not Applicable,Not Applicable
,"2018 Week 08 ending February 24, 2018","2018/08",57187,Not Applicable,Not Applicable
,"2018 Week 09 ending March 03, 2018","2018/09",56087,Not Applicable,Not Applicable
,"2018 Week 10 ending March 10, 2018","2018/10",56471,Not Applicable,Not Applicable
,"2018 Week 11 ending March 17, 2018","2018/11",55728,Not Applicable,Not Applicable
,"2018 Week 12 ending March 24, 2018","2018/12",55184,Not Applicable,Not Applicable
,"2018 Week 13 ending March 31, 2018","2018/13",54334,Not Applicable,Not Applicable
,"2018 Week 14 ending April 07, 2018","2018/14",54686,Not Applicable,Not Applicable
,"2018 Week 15 ending April 14, 2018","2018/15",54668,Not Applicable,Not Applicable
,"2018 Week 16 ending April 21, 2018","2018/16",53491,Not Applicable,Not Applicable
,"2018 Week 17 ending April 28, 2018","2018/17",53158,Not Applicable,Not Applicable
,"2018 Week 18 ending May 05, 2018","2018/18",53077,Not Applicable,Not Applicable
,"2018 Week 19 ending May 12, 2018","2018/19",51442,Not Applicable,Not Applicable
,"2018 Week 20 ending May 19, 2018","2018/20",50062,Not Applicable,Not Applicable
,"2018 Week 21 ending May 26, 2018","2018/21",50340,Not Applicable,Not Applicable
,"2018 Week 22 ending June 02, 2018","2018/22",50429,Not Applicable,Not Applicable
,"2018 Week 23 ending June 09, 2018","2018/23",51365,Not Applicable,Not Applicable
,"2018 Week 24 ending June 16, 2018","2018/24",50805,Not Applicable,Not Applicable
,"2018 Week 25 ending June 23, 2018","2018/25",50452,Not Applicable,Not Applicable
,"2018 Week 26 ending June 30, 2018","2018/26",50257,Not Applicable,Not Applicable
,"2018 Week 27 ending July 07, 2018","2018/27",51025,Not Applicable,Not Applicable
,"2018 Week 28 ending July 14, 2018","2018/28",50571,Not Applicable,Not Applicable
,"2018 Week 29 ending July 21, 2018","2018/29",50016,Not Applicable,Not Applicable
,"2018 Week 30 ending July 28, 2018","2018/30",49666,Not Applicable,Not Applicable
,"2018 Week 31 ending August 04, 2018","2018/31",49990,Not Applicable,Not Applicable
,"2018 Week 32 ending August 11, 2018","2018/32",50358,Not Applicable,Not Applicable
,"2018 Week 33 ending August 18, 2018","2018/33",49713,Not Applicable,Not Applicable
,"2018 Week 34 ending August 25, 2018","2018/34",49863,Not Applicable,Not Applicable
,"2018 Week 35 ending September 01, 2018","2018/35",49953,Not Applicable,Not Applicable
,"2018 Week 36 ending September 08, 2018","2018/36",49631,Not Applicable,Not Applicable
,"2018 Week 37 ending September 15, 2018","2018/37",50490,Not Applicable,Not Applicable
,"2018 Week 38 ending September 22, 2018","2018/38",50948,Not Applicable,Not Applicable
,"2018 Week 39 ending September 29, 2018","2018/39",50400,Not Applicable,Not Applicable
,"2018 Week 40 ending October 06, 2018","2018/40",51735,Not Applicable,Not Applicable
,"2018 Week 41 ending October 13, 2018","2018/41",51320,Not Applicable,Not Applicable
,"2018 Week 42 ending October 20, 2018","2018/42",52348,Not Applicable,Not Applicable
,"2018 Week 43 ending October 27, 2018","2018/43",53155,Not Applicable,Not Applicable
,"2018 Week 44 ending November 03, 2018","2018/44",53008,Not Applicable,Not Applicable
,"2018 Week 45 ending November 10, 2018","2018/45",53004,Not Applicable,Not Applicable
,"2018 Week 46 ending November 17, 2018","2018/46",54109,Not Applicable,Not Applicable
,"2018 Week 47 ending November 24, 2018","2018/47",54257,Not Applicable,Not Applicable
,"2018 Week 48 ending December 01, 2018","2018/48",54508,Not Applicable,Not Applicable
,"2018 Week 49 ending December 08, 2018","2018/49",55378,Not Applicable,Not Applicable
,"2018 Week 50 ending December 15, 2018","2018/50",55811,Not Applicable,Not Applicable
,"2018 Week 51 ending December 22, 2018","2018/51",55910,Not Applicable,Not Applicable
,"2018 Week 52 ending December 29, 2018","2018/52",55426,Not Applicable,Not Applicable
,"2018 Week Not Available","2018/99",158,Not Applicable,Not Applicable
,"2019 Week 01 ending January 05, 2019","2019/01",57679,Not Applicable,Not Applicable
,"2019 Week 02 ending January 12, 2019","2019/02",57800,Not Applicable,Not Applicable
,"2019 Week 03 ending January 19, 2019","2019/03",57643,Not Applicable,Not Applicable
,"2019 Week 04 ending January 26, 2019","2019/04",57349,Not Applicable,Not Applicable
,"2019 Week 05 ending February 02, 2019","2019/05",57616,Not Applicable,Not Applicable
,"2019 Week 06 ending February 09, 2019","2019/06",57923,Not Applicable,Not Applicable
,"2019 Week 07 ending February 16, 2019","2019/07",57401,Not Applicable,Not Applicable
,"2019 Week 08 ending February 23, 2019","2019/08",57417,Not Applicable,Not Applicable
,"2019 Week 09 ending March 02, 2019","2019/09",57348,Not Applicable,Not Applicable
,"2019 Week 10 ending March 09, 2019","2019/10",57919,Not Applicable,Not Applicable
,"2019 Week 11 ending March 16, 2019","2019/11",57317,Not Applicable,Not Applicable
,"2019 Week 12 ending March 23, 2019","2019/12",56523,Not Applicable,Not Applicable
,"2019 Week 13 ending March 30, 2019","2019/13",56070,Not Applicable,Not Applicable
,"2019 Week 14 ending April 06, 2019","2019/14",55977,Not Applicable,Not Applicable
,"2019 Week 15 ending April 13, 2019","2019/15",54932,Not Applicable,Not Applicable
,"2019 Week 16 ending April 20, 2019","2019/16",53883,Not Applicable,Not Applicable
,"2019 Week 17 ending April 27, 2019","2019/17",53029,Not Applicable,Not Applicable
,"2019 Week 18 ending May 04, 2019","2019/18",53336,Not Applicable,Not Applicable
,"2019 Week 19 ending May 11, 2019","2019/19",52845,Not Applicable,Not Applicable
,"2019 Week 20 ending May 18, 2019","2019/20",53005,Not Applicable,Not Applicable
,"2019 Week 21 ending May 25, 2019","2019/21",53054,Not Applicable,Not Applicable
,"2019 Week 22 ending June 01, 2019","2019/22",52105,Not Applicable,Not Applicable
,"2019 Week 23 ending June 08, 2019","2019/23",52493,Not Applicable,Not Applicable
,"2019 Week 24 ending June 15, 2019","2019/24",52046,Not Applicable,Not Applicable
,"2019 Week 25 ending June 22, 2019","2019/25",51621,Not Applicable,Not Applicable
,"2019 Week 26 ending June 29, 2019","2019/26",51557,Not Applicable,Not Applicable
,"2019 Week 27 ending July 06, 2019","2019/27",51655,Not Applicable,Not Applicable
,"2019 Week 28 ending July 13, 2019","2019/28",51317,Not Applicable,Not Applicable
,"2019 Week 29 ending July 20, 2019","2019/29",51043,Not Applicable,Not Applicable
,"2019 Week 30 ending July 27, 2019","2019/30",50993,Not Applicable,Not Applicable
,"2019 Week 31 ending August 03, 2019","2019/31",50767,Not Applicable,Not Applicable
,"2019 Week 32 ending August 10, 2019","2019/32",51088,Not Applicable,Not Applicable
,"2019 Week 33 ending August 17, 2019","2019/33",50405,Not Applicable,Not Applicable
,"2019 Week 34 ending August 24, 2019","2019/34",50409,Not Applicable,Not Applicable
,"2019 Week 35 ending August 31, 2019","2019/35",50539,Not Applicable,Not Applicable
,"2019 Week 36 ending September 07, 2019","2019/36",51200,Not Applicable,Not Applicable
,"2019 Week 37 ending September 14, 2019","2019/37",51022,Not Applicable,Not Applicable
,"2019 Week 38 ending September 21, 2019","2019/38",51131,Not Applicable,Not Applicable
,"2019 Week 39 ending September 28, 2019","2019/39",52088,Not Applicable,Not Applicable
,"2019 Week 40 ending October 05, 2019","2019/40",51967,Not Applicable,Not Applicable
,"2019 Week 41 ending October 12, 2019","2019/41",52501,Not Applicable,Not Applicable
,"2019 Week 42 ending October 19, 2019","2019/42",53704,Not Applicable,Not Applicable
,"2019 Week 43 ending October 26, 2019","2019/43",53431,Not Applicable,Not Applicable
,"2019 Week 44 ending November 02, 2019","2019/44",53429,Not Applicable,Not Applicable
,"2019 Week 45 ending November 09, 2019","2019/45",55071,Not Applicable,Not Applicable
,"2019 Week 46 ending November 16, 2019","2019/46",55288,Not Applicable,Not Applicable
,"2019 Week 47 ending November 23, 2019","2019/47",55575,Not Applicable,Not Applicable
,"2019 Week 48 ending November 30, 2019","2019/48",54847,Not Applicable,Not Applicable
,"2019 Week 49 ending December 07, 2019","2019/49",56661,Not Applicable,Not Applicable
