"Notes","Year","Year Code","State","State Code",Deaths,Population,Crude Rate
,"1999","1999","Alabama","01",6214,76876,8083.1
,"1999","1999","Alaska","02",266,3527,7541.8
,"1999","1999","Arizona","04",6135,89282,6871.5
,"1999","1999","Arkansas","05",4197,52465,7999.6
,"1999","1999","California","06",34241,492951,6946.1
,"1999","1999","Colorado","08",3882,54621,7107.2
,"1999","1999","Connecticut","09",4936,72454,6812.6
,"1999","1999","Delaware","10",998,13166,7580.1
,"1999","1999","District of Columbia","11",726,9929,7311.9
,"1999","1999","Florida","12",25951,400752,6475.6
,"1999","1999","Georgia","13",8276,103380,8005.4
,"1999","1999","Hawaii","15",1230,21518,5716.1
,"1999","1999","Idaho","16",1518,21095,7196.0
,"1999","1999","Illinois","17",16415,217871,7534.3
,"1999","1999","Indiana","18",8309,105404,7883.0
,"1999","1999","Iowa","19",4741,67138,7061.6
,"1999","1999","Kansas","20",3657,52731,6935.2
,"1999","1999","Kentucky","21",5627,67156,8379.0
,"1999","1999","Louisiana","22",5388,67242,8012.8
,"1999","1999","Maine","23",1934,25428,7605.8
,"1999","1999","Maryland","24",6187,80829,7654.4
,"1999","1999","Massachusetts","25",9401,129117,7281.0
,"1999","1999","Michigan","26",13297,171488,7753.9
,"1999","1999","Minnesota","27",6240,89554,6967.9
,"1999","1999","Mississippi","28",3706,45900,8074.1
,"1999","1999","Missouri","29",8364,105892,7898.6
,"1999","1999","Montana","30",1301,18015,7221.8
,"1999","1999","Nebraska","31",2511,34439,7291.2
,"1999","1999","Nevada","32",2024,24426,8286.3
,"1999","1999","New Hampshire","33",1476,20476,7208.4
,"1999","1999","New Jersey","34",11801,160064,7372.7
,"1999","1999","New Mexico","35",1917,27017,7095.5
,"1999","1999","New York","36",24038,342188,7024.8
,"1999","1999","North Carolina","37",9937,126707,7842.5
,"1999","1999","North Dakota","38",974,14680,6634.9
,"1999","1999","Ohio","39",16866,213209,7910.5
,"1999","1999","Oklahoma","40",4996,61804,8083.6
,"1999","1999","Oregon","41",4757,65433,7270.0
,"1999","1999","Pennsylvania","42",21791,287136,7589.1
,"1999","1999","Rhode Island","44",1615,23522,6865.9
,"1999","1999","South Carolina","45",4786,61867,7735.9
,"1999","1999","South Dakota","46",1083,16143,6708.8
,"1999","1999","Tennessee","47",7507,93467,8031.7
,"1999","1999","Texas","48",19895,266005,7479.2
,"1999","1999","Utah","49",1876,26586,7056.3
,"1999","1999","Vermont","50",770,10743,7167.5
,"1999","1999","Virginia","51",8057,103867,7757.0
,"1999","1999","Washington","53",6872,96607,7113.4
,"1999","1999","West Virginia","54",3257,37793,8618.0
,"1999","1999","Wisconsin","55",7690,104704,7344.5
,"1999","1999","Wyoming","56",608,7649,7948.8
"Total","1999","1999",,,360241,4882313,7378.5
,"2000","2000","Alabama","01",6354,77641,8183.8
,"2000","2000","Alaska","02",311,3695,8416.8
,"2000","2000","Arizona","04",6099,91272,6682.2
,"2000","2000","Arkansas","05",4255,52676,8077.7
,"2000","2000","California","06",34408,502831,6842.9
,"2000","2000","Colorado","08",3901,55625,7013.0
,"2000","2000","Connecticut","09",5020,73249,6853.3
,"2000","2000","Delaware","10",1022,13514,7562.5
,"2000","2000","District of Columbia","11",682,10028,6801.0
,"2000","2000","Florida","12",26138,407441,6415.2
,"2000","2000","Georgia","13",8720,104154,8372.2
,"2000","2000","Hawaii","15",1205,22389,5382.1
,"2000","2000","Idaho","16",1491,21446,6952.3
,"2000","2000","Illinois","17",16229,218799,7417.3
,"2000","2000","Indiana","18",8371,106047,7893.7
,"2000","2000","Iowa","19",4511,67655,6667.7
,"2000","2000","Kansas","20",3823,53418,7156.8
,"2000","2000","Kentucky","21",5561,67829,8198.6
,"2000","2000","Louisiana","22",5421,68505,7913.3
,"2000","2000","Maine","23",1950,25792,7560.5
,"2000","2000","Maryland","24",6332,82629,7663.2
,"2000","2000","Massachusetts","25",9339,130699,7145.4
,"2000","2000","Michigan","26",13109,173534,7554.1
,"2000","2000","Minnesota","27",5906,90163,6550.4
,"2000","2000","Mississippi","28",3820,46364,8239.2
,"2000","2000","Missouri","29",8169,106375,7679.4
,"2000","2000","Montana","30",1301,18390,7074.5
,"2000","2000","Nebraska","31",2369,34552,6856.3
,"2000","2000","Nevada","32",1937,25314,7651.9
,"2000","2000","New Hampshire","33",1555,20819,7469.1
,"2000","2000","New Jersey","34",11984,162337,7382.2
,"2000","2000","New Mexico","35",1886,27445,6871.9
,"2000","2000","New York","36",23972,346686,6914.6
,"2000","2000","North Carolina","37",10305,128366,8027.8
,"2000","2000","North Dakota","38",1026,14766,6948.4
,"2000","2000","Ohio","39",17088,215241,7939.0
,"2000","2000","Oklahoma","40",5022,62208,8072.9
,"2000","2000","Oregon","41",4816,66345,7259.0
,"2000","2000","Pennsylvania","42",22060,290015,7606.5
,"2000","2000","Rhode Island","44",1677,23745,7062.5
,"2000","2000","South Carolina","45",5176,63571,8142.1
,"2000","2000","South Dakota","46",1086,16396,6623.6
,"2000","2000","Tennessee","47",7772,94146,8255.3
,"2000","2000","Texas","48",20433,267950,7625.7
,"2000","2000","Utah","49",1988,27178,7314.7
,"2000","2000","Vermont","50",806,10901,7393.8
,"2000","2000","Virginia","51",8250,106433,7751.4
,"2000","2000","Washington","53",6916,98189,7043.6
,"2000","2000","West Virginia","54",3174,37851,8385.5
,"2000","2000","Wisconsin","55",7400,104946,7051.2
,"2000","2000","Wyoming","56",599,7807,7672.6
"Total","2000","2000",,,362745,4945367,7335.0
,"2001","2001","Alabama","01",6385,79883,7992.9
,"2001","2001","Alaska","02",312,4026,7749.6
,"2001","2001","Arizona","04",6204,96357,6438.6
,"2001","2001","Arkansas","05",4085,53545,7629.1
,"2001","2001","California","06",35580,531112,6699.2
,"2001","2001","Colorado","08",4144,59001,7023.6
,"2001","2001","Connecticut","09",5024,75652,6640.9
,"2001","2001","Delaware","10",1116,14285,7812.4
,"2001","2001","District of Columbia","11",732,10254,7138.7
,"2001","2001","Florida","12",26945,423584,6361.2
,"2001","2001","Georgia","13",8676,108659,7984.6
,"2001","2001","Hawaii","15",1233,23555,5234.6
,"2001","2001","Idaho","16",1547,22427,6897.9
,"2001","2001","Illinois","17",15991,224395,7126.3
,"2001","2001","Indiana","18",8496,109414,7765.0
,"2001","2001","Iowa","19",4578,69129,6622.4
,"2001","2001","Kansas","20",3882,54986,7060.0
