"Notes","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"2018 Week 01 ending January 06, 2018","2018/01",57069,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02",67434,Not Applicable,Not Applicable
,"2018 Week 03 ending January 20, 2018","2018/03",64587,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04",62728,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05",60932,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06",61064,Not Applicable,Not Applicable
,"2018 Week 07 ending February 17, 2018","2018/07",59729,Not Applicable,Not Applicable
,"2018 Week 08 ending February 24, 2018","2018/08",57737,Not Applicable,Not Applicable
,"2018 Week 09 ending March 03, 2018","2018/09",56642,Not Applicable,Not Applicable
,"2018 Week 10 ending March 10, 2018","2018/10",57038,Not Applicable,Not Applicable
,"2018 Week 11 ending March 17, 2018","2018/11",56288,Not Applicable,Not Applicable
,"2018 Week 12 ending March 24, 2018","2018/12",55711,Not Applicable,Not Applicable
,"2018 Week 13 ending March 31, 2018","2018/13",54869,Not Applicable,Not Applicable
,"2018 Week 14 ending April 07, 2018","2018/14",55244,Not Applicable,Not Applicable
,"2018 Week 15 ending April 14, 2018","2018/15",55180,Not Applicable,Not Applicable
,"2018 Week 16 ending April 21, 2018","2018/16",53996,Not Applicable,Not Applicable
,"2018 Week 17 ending April 28, 2018","2018/17",53676,Not Applicable,Not Applicable
,"2018 Week 18 ending May 05, 2018","2018/18",53702,Not Applicable,Not Applicable
,"2018 Week 19 ending May 12, 2018","2018/19",52052,Not Applicable,Not Applicable
,"2018 Week 20 ending May 19, 2018","2018/20",50568,Not Applicable,Not Applicable
,"2018 Week 21 ending May 26, 2018","2018/21",50892,Not Applicable,Not Applicable
,"2018 Week 22 ending June 02, 2018","2018/22",50992,Not Applicable,Not Applicable
,"2018 Week 23 ending June 09, 2018","2018/23",51943,Not Applicable,Not Applicable
,"2018 Week 24 ending June 16, 2018","2018/24",51336,Not Applicable,Not Applicable
,"2018 Week 25 ending June 23, 2018","2018/25",51008,Not Applicable,Not Applicable
,"2018 Week 26 ending June 30, 2018","2018/26",50808,Not Applicable,Not Applicable
,"2018 Week 27 ending July 07, 2018","2018/27",51626,Not Applicable,Not Applicable
,"2018 Week 28 ending July 14, 2018","2018/28",51142,Not Applicable,Not Applicable
,"2018 Week 29 ending July 21, 2018","2018/29",50559,Not Applicable,Not Applicable
,"2018 Week 30 ending July 28, 2018","2018/30",50222,Not Applicable,Not Applicable
,"2018 Week 31 ending August 04, 2018","2018/31",50593,Not Applicable,Not Applicable
,"2018 Week 32 ending August 11, 2018","2018/32",50912,Not Applicable,Not Applicable
,"2018 Week 33 ending August 18, 2018","2018/33",50260,Not Applicable,Not Applicable
,"2018 Week 34 ending August 25, 2018","2018/34",50425,Not Applicable,Not Applicable
,"2018 Week 35 ending September 01, 2018","2018/35",50564,Not Applicable,Not Applicable
,"2018 Week 36 ending September 08, 2018","2018/36",50254,Not Applicable,Not Applicable
,"2018 Week 37 ending September 15, 2018","2018/37",51041,Not Applicable,Not Applicable
,"2018 Week 38 ending September 22, 2018","2018/38",51537,Not Applicable,Not Applicable
,"2018 Week 39 ending September 29, 2018","2018/39",50917,Not Applicable,Not Applicable
,"2018 Week 40 ending October 06, 2018","2018/40",52314,Not Applicable,Not Applicable
,"2018 Week 41 ending October 13, 2018","2018/41",51804,Not Applicable,Not Applicable
,"2018 Week 42 ending October 20, 2018","2018/42",52926,Not Applicable,Not Applicable
,"2018 Week 43 ending October 27, 2018","2018/43",53725,Not Applicable,Not Applicable
,"2018 Week 44 ending November 03, 2018","2018/44",53592,Not Applicable,Not Applicable
,"2018 Week 45 ending November 10, 2018","2018/45",53520,Not Applicable,Not Applicable
,"2018 Week 46 ending November 17, 2018","2018/46",54650,Not Applicable,Not Applicable
,"2018 Week 47 ending November 24, 2018","2018/47",54806,Not Applicable,Not Applicable
,"2018 Week 48 ending December 01, 2018","2018/48",55020,Not Applicable,Not Applicable
,"2018 Week 49 ending December 08, 2018","2018/49",55921,Not Applicable,Not Applicable
,"2018 Week 50 ending December 15, 2018","2018/50",56334,Not Applicable,Not Applicable
,"2018 Week 51 ending December 22, 2018","2018/51",56486,Not Applicable,Not Applicable
,"2018 Week 52 ending December 29, 2018","2018/52",55986,Not Applicable,Not Applicable
,"2018 Week Not Available","2018/99",163,Not Applicable,Not Applicable
,"2019 Week 01 ending January 05, 2019","2019/01",58237,Not Applicable,Not Applicable
