"Notes","Year","Year Code","State","State Code",Deaths,Population,Crude Rate
,"1999","1999","Alabama","01",1249,1255858,99.5
,"1999","1999","Alaska","02",146,208728,69.9
,"1999","1999","Arizona","04",1060,1480412,71.6
,"1999","1999","Arkansas","05",639,762405,83.8
,"1999","1999","California","06",5533,10162042,54.4
,"1999","1999","Colorado","08",826,1204900,68.6
,"1999","1999","Connecticut","09",466,917417,50.8
,"1999","1999","Delaware","10",136,215727,63.0
,"1999","1999","District of Columbia","11",198,134756,146.9
,"1999","1999","Florida","12",2853,4003280,71.3
,"1999","1999","Georgia","13",1978,2373429,83.3
,"1999","1999","Hawaii","15",186,331050,56.2
,"1999","1999","Idaho","16",316,411481,76.8
,"1999","1999","Illinois","17",2779,3599110,77.2
,"1999","1999","Indiana","18",1357,1755550,77.3
,"1999","1999","Iowa","19",486,827847,58.7
,"1999","1999","Kansas","20",573,798028,71.8
,"1999","1999","Kentucky","21",824,1116377,73.8
,"1999","1999","Louisiana","22",1269,1376341,92.2
,"1999","1999","Maine","23",176,336396,52.3
,"1999","1999","Maryland","24",1107,1482861,74.7
,"1999","1999","Massachusetts","25",758,1666586,45.5
,"1999","1999","Michigan","26",1986,2881173,68.9
,"1999","1999","Minnesota","27",832,1429505,58.2
,"1999","1999","Mississippi","28",908,874318,103.9
,"1999","1999","Missouri","29",1213,1594203,76.1
,"1999","1999","Montana","30",190,258681,73.4
,"1999","1999","Nebraska","31",352,505276,69.7
,"1999","1999","Nevada","32",383,541544,70.7
,"1999","1999","New Hampshire","33",158,342122,46.2
,"1999","1999","New Jersey","34",1274,2263704,56.3
,"1999","1999","New Mexico","35",444,567386,78.3
,"1999","1999","New York","36",3000,5187922,57.8
,"1999","1999","North Carolina","37",1824,2158582,84.5
,"1999","1999","North Dakota","38",119,185754,64.1
,"1999","1999","Ohio","39",2233,3222127,69.3
,"1999","1999","Oklahoma","40",863,1004768,85.9
,"1999","1999","Oregon","41",539,940829,57.3
,"1999","1999","Pennsylvania","42",2080,3275657,63.5
,"1999","1999","Rhode Island","44",138,280486,49.2
,"1999","1999","South Carolina","45",1030,1132367,91.0
,"1999","1999","South Dakota","46",196,228668,85.7
,"1999","1999","Tennessee","47",1283,1548896,82.8
,"1999","1999","Texas","48",4468,6488388,68.9
,"1999","1999","Utah","49",457,808255,56.5
,"1999","1999","Vermont","50",85,166248,51.1
,"1999","1999","Virginia","51",1261,1918957,65.7
,"1999","1999","Washington","53",892,1674996,53.3
,"1999","1999","West Virginia","54",344,460839,74.6
,"1999","1999","Wisconsin","55",971,1530291,63.5
,"1999","1999","Wyoming","56",121,147463,82.1
"Total","1999","1999",,,54559,80039986,68.2
,"2000","2000","Alabama","01",1130,1256169,90.0
,"2000","2000","Alaska","02",187,208117,89.9
,"2000","2000","Arizona","04",1138,1518188,75.0
,"2000","2000","Arkansas","05",679,760509,89.3
,"2000","2000","California","06",5622,10234571,54.9
,"2000","2000","Colorado","08",776,1224668,63.4
,"2000","2000","Connecticut","09",486,925702,52.5
,"2000","2000","Delaware","10",184,218250,84.3
,"2000","2000","District of Columbia","11",161,135806,118.6
,"2000","2000","Florida","12",2841,4048632,70.2
,"2000","2000","Georgia","13",2010,2414770,83.2
,"2000","2000","Hawaii","15",209,327251,63.9
,"2000","2000","Idaho","16",286,413865,69.1
,"2000","2000","Illinois","17",2685,3605506,74.5
,"2000","2000","Indiana","18",1341,1763386,76.0
,"2000","2000","Iowa","19",544,827983,65.7
,"2000","2000","Kansas","20",570,798418,71.4
,"2000","2000","Kentucky","21",819,1113644,73.5
,"2000","2000","Louisiana","22",1215,1368029,88.8
,"2000","2000","Maine","23",171,335485,51.0
,"2000","2000","Maryland","24",1035,1492965,69.3
,"2000","2000","Massachusetts","25",724,1675113,43.2
,"2000","2000","Michigan","26",2019,2884065,70.0
,"2000","2000","Minnesota","27",754,1434845,52.5
,"2000","2000","Mississippi","28",930,873214,106.5
,"2000","2000","Missouri","29",1215,1594172,76.2
,"2000","2000","Montana","30",195,257440,75.7
,"2000","2000","Nebraska","31",354,504336,70.2
,"2000","2000","Nevada","32",389,561501,69.3
,"2000","2000","New Hampshire","33",166,344165,48.2
,"2000","2000","New Jersey","34",1235,2284107,54.1
,"2000","2000","New Mexico","35",405,564859,71.7
,"2000","2000","New York","36",2877,5211251,55.2
,"2000","2000","North Carolina","37",1791,2193360,81.7
,"2000","2000","North Dakota","38",113,183464,61.6
,"2000","2000","Ohio","39",2184,3215955,67.9
,"2000","2000","Oklahoma","40",802,1002280,80.0
,"2000","2000","Oregon","41",554,944004,58.7
,"2000","2000","Pennsylvania","42",2000,3270584,61.2
,"2000","2000","Rhode Island","44",151,282616,53.4
,"2000","2000","South Carolina","45",943,1135778,83.0
,"2000","2000","South Dakota","46",160,227481,70.3
,"2000","2000","Tennessee","47",1381,1561032,88.5
,"2000","2000","Texas","48",4413,6546236,67.4
,"2000","2000","Utah","49",485,810977,59.8
,"2000","2000","Vermont","50",84,166257,50.5
,"2000","2000","Virginia","51",1274,1937086,65.8
,"2000","2000","Washington","53",896,1683019,53.2
,"2000","2000","West Virginia","54",363,454715,79.8
,"2000","2000","Wisconsin","55",942,1532093,61.5
,"2000","2000","Wyoming","56",102,145346,70.2
"Total","2000","2000",,,53990,80473265,67.1
,"2001","2001","Alabama","01",1123,1249631,89.9
,"2001","2001","Alaska","02",184,207943,88.5
,"2001","2001","Arizona","04",1244,1546638,80.4
,"2001","2001","Arkansas","05",647,756879,85.5
,"2001","2001","California","06",5607,10313880,54.4
,"2001","2001","Colorado","08",802,1256827,63.8
,"2001","2001","Connecticut","09",474,934730,50.7
,"2001","2001","Delaware","10",185,219794,84.2
,"2001","2001","District of Columbia","11",155,135330,114.5
,"2001","2001","Florida","12",2877,4121474,69.8
,"2001","2001","Georgia","13",2077,2460269,84.4
,"2001","2001","Hawaii","15",184,326708,56.3
,"2001","2001","Idaho","16",298,418950,71.1
,"2001","2001","Illinois","17",2566,3603190,71.2
,"2001","2001","Indiana","18",1251,1767384,70.8
,"2001","2001","Iowa","19",467,824756,56.6
,"2001","2001","Kansas","20",585,798625,73.3
,"2001","2001","Kentucky","21",737,1109841,66.4
,"2001","2001","Louisiana","22",1295,1349122,96.0
,"2001","2001","Maine","23",177,335588,52.7
,"2001","2001","Maryland","24",1099,1506076,73.0
,"2001","2001","Massachusetts","25",750,1683014,44.6
,"2001","2001","Michigan","26",1948,2880673,67.6
,"2001","2001","Minnesota","27",720,1443735,49.9
,"2001","2001","Mississippi","28",852,863810,98.6
,"2001","2001","Missouri","29",1196,1593065,75.1
