"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01",2916,Not Applicable,Not Applicable
,"Feb., 2022 (provisional)","2022/02",2478,Not Applicable,Not Applicable
,"Mar., 2022 (provisional)","2022/03",2670,Not Applicable,Not Applicable
,"Apr., 2022 (provisional)","2022/04",2500,Not Applicable,Not Applicable
,"May, 2022 (provisional)","2022/05",2619,Not Applicable,Not Applicable
,"Jun., 2022 (provisional)","2022/06",2574,Not Applicable,Not Applicable
,"Jul., 2022 (provisional)","2022/07",2715,Not Applicable,Not Applicable
,"Aug., 2022 (provisional)","2022/08",2717,Not Applicable,Not Applicable
,"Sep., 2022 (provisional)","2022/09",2498,Not Applicable,Not Applicable
,"Oct., 2022 (provisional)","2022/10",2531,Not Applicable,Not Applicable
,"Nov., 2022 (provisional)","2022/11",2458,Not Applicable,Not Applicable
,"Dec., 2022 (provisional)","2022/12",2617,Not Applicable,Not Applicable
,"Jan., 2023 (provisional)","2023/01",2485,Not Applicable,Not Applicable
,"Feb., 2023 (provisional)","2023/02",2139,Not Applicable,Not Applicable
,"Mar., 2023 (provisional)","2023/03",2347,Not Applicable,Not Applicable
,"Apr., 2023 (provisional)","2023/04",2350,Not Applicable,Not Applicable
,"May, 2023 (provisional)","2023/05",2503,Not Applicable,Not Applicable
,"Jun., 2023 (provisional)","2023/06",2297,Not Applicable,Not Applicable
,"Jul., 2023 (provisional)","2023/07",2437,Not Applicable,Not Applicable
,"Aug., 2023 (provisional)","2023/08",2290,Not Applicable,Not Applicable
,"Sep., 2023 (provisional)","2023/09",1917,Not Applicable,Not Applicable
,"Oct., 2023 (provisional and partial)","2023/10",735,Not Applicable,Not Applicable
"Total",,,52793,Not Applicable,Not Applicable
