"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",227299,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",207854,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",226449,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",196260,Not Applicable,Not Applicable
,"May, 1999","1999/05",191664,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",179795,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",186485,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",182136,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",180023,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",195350,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",191806,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",222448,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",247494,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",203026,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",201552,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",190121,Not Applicable,Not Applicable
,"May, 2000","2000/05",192793,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",182845,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",188225,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",188365,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",186679,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",199533,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",199037,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",220072,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",226323,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",198415,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",215218,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",202432,Not Applicable,Not Applicable
,"May, 2001","2001/05",200312,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",190901,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",190929,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",190658,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",188585,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",202199,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",196886,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",210052,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",225688,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",209128,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",226187,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",199513,Not Applicable,Not Applicable
,"May, 2002","2002/05",199607,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",187389,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",192919,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",190727,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",187334,Not Applicable,Not Applicable
,"Oct., 2002","2002/10",199724,Not Applicable,Not Applicable
,"Nov., 2002","2002/11",202061,Not Applicable,Not Applicable
,"Dec., 2002","2002/12",219735,Not Applicable,Not Applicable
,"Jan., 2003","2003/01",223848,Not Applicable,Not Applicable
,"Feb., 2003","2003/02",200258,Not Applicable,Not Applicable
,"Mar., 2003","2003/03",213251,Not Applicable,Not Applicable
,"Apr., 2003","2003/04",199123,Not Applicable,Not Applicable
,"May, 2003","2003/05",198879,Not Applicable,Not Applicable
,"Jun., 2003","2003/06",191250,Not Applicable,Not Applicable
,"Jul., 2003","2003/07",193339,Not Applicable,Not Applicable
,"Aug., 2003","2003/08",192218,Not Applicable,Not Applicable
,"Sep., 2003","2003/09",188269,Not Applicable,Not Applicable
,"Oct., 2003","2003/10",202555,Not Applicable,Not Applicable
,"Nov., 2003","2003/11",200835,Not Applicable,Not Applicable
,"Dec., 2003","2003/12",241223,Not Applicable,Not Applicable
,"Jan., 2004","2004/01",237459,Not Applicable,Not Applicable
,"Feb., 2004","2004/02",203942,Not Applicable,Not Applicable
,"Mar., 2004","2004/03",209720,Not Applicable,Not Applicable
,"Apr., 2004","2004/04",196091,Not Applicable,Not Applicable
,"May, 2004","2004/05",194203,Not Applicable,Not Applicable
,"Jun., 2004","2004/06",185994,Not Applicable,Not Applicable
,"Jul., 2004","2004/07",190417,Not Applicable,Not Applicable
,"Aug., 2004","2004/08",189106,Not Applicable,Not Applicable
,"Sep., 2004","2004/09",184181,Not Applicable,Not Applicable
,"Oct., 2004","2004/10",197954,Not Applicable,Not Applicable
,"Nov., 2004","2004/11",193572,Not Applicable,Not Applicable
,"Dec., 2004","2004/12",211742,Not Applicable,Not Applicable
,"Jan., 2005","2005/01",226162,Not Applicable,Not Applicable
,"Feb., 2005","2005/02",213115,Not Applicable,Not Applicable
,"Mar., 2005","2005/03",230825,Not Applicable,Not Applicable
,"Apr., 2005","2005/04",204596,Not Applicable,Not Applicable
,"May, 2005","2005/05",200578,Not Applicable,Not Applicable
,"Jun., 2005","2005/06",187096,Not Applicable,Not Applicable
,"Jul., 2005","2005/07",191067,Not Applicable,Not Applicable
,"Aug., 2005","2005/08",190510,Not Applicable,Not Applicable
,"Sep., 2005","2005/09",185264,Not Applicable,Not Applicable
,"Oct., 2005","2005/10",197779,Not Applicable,Not Applicable
,"Nov., 2005","2005/11",198353,Not Applicable,Not Applicable
,"Dec., 2005","2005/12",219580,Not Applicable,Not Applicable
,"Jan., 2006","2006/01",219848,Not Applicable,Not Applicable
,"Feb., 2006","2006/02",200795,Not Applicable,Not Applicable
,"Mar., 2006","2006/03",221928,Not Applicable,Not Applicable
,"Apr., 2006","2006/04",201796,Not Applicable,Not Applicable
,"May, 2006","2006/05",200378,Not Applicable,Not Applicable
,"Jun., 2006","2006/06",188124,Not Applicable,Not Applicable
,"Jul., 2006","2006/07",194281,Not Applicable,Not Applicable
,"Aug., 2006","2006/08",190727,Not Applicable,Not Applicable
,"Sep., 2006","2006/09",187966,Not Applicable,Not Applicable
,"Oct., 2006","2006/10",202006,Not Applicable,Not Applicable
,"Nov., 2006","2006/11",200241,Not Applicable,Not Applicable
,"Dec., 2006","2006/12",215219,Not Applicable,Not Applicable
,"Jan., 2007","2007/01",221884,Not Applicable,Not Applicable
,"Feb., 2007","2007/02",204455,Not Applicable,Not Applicable
,"Mar., 2007","2007/03",217851,Not Applicable,Not Applicable
,"Apr., 2007","2007/04",202672,Not Applicable,Not Applicable
,"May, 2007","2007/05",199453,Not Applicable,Not Applicable
,"Jun., 2007","2007/06",187954,Not Applicable,Not Applicable
,"Jul., 2007","2007/07",192054,Not Applicable,Not Applicable
,"Aug., 2007","2007/08",191520,Not Applicable,Not Applicable
,"Sep., 2007","2007/09",188257,Not Applicable,Not Applicable
,"Oct., 2007","2007/10",198437,Not Applicable,Not Applicable
,"Nov., 2007","2007/11",199905,Not Applicable,Not Applicable
,"Dec., 2007","2007/12",216358,Not Applicable,Not Applicable
,"Jan., 2008","2008/01",223685,Not Applicable,Not Applicable
,"Feb., 2008","2008/02",223173,Not Applicable,Not Applicable
,"Mar., 2008","2008/03",232479,Not Applicable,Not Applicable
,"Apr., 2008","2008/04",206576,Not Applicable,Not Applicable
,"May, 2008","2008/05",202184,Not Applicable,Not Applicable
,"Jun., 2008","2008/06",190358,Not Applicable,Not Applicable
,"Jul., 2008","2008/07",191742,Not Applicable,Not Applicable
,"Aug., 2008","2008/08",191725,Not Applicable,Not Applicable
,"Sep., 2008","2008/09",187594,Not Applicable,Not Applicable
,"Oct., 2008","2008/10",200348,Not Applicable,Not Applicable
,"Nov., 2008","2008/11",201374,Not Applicable,Not Applicable
,"Dec., 2008","2008/12",218097,Not Applicable,Not Applicable
,"Jan., 2009","2009/01",222714,Not Applicable,Not Applicable
,"Feb., 2009","2009/02",200221,Not Applicable,Not Applicable
,"Mar., 2009","2009/03",215911,Not Applicable,Not Applicable
,"Apr., 2009","2009/04",202725,Not Applicable,Not Applicable
,"May, 2009","2009/05",200248,Not Applicable,Not Applicable
,"Jun., 2009","2009/06",190700,Not Applicable,Not Applicable
,"Jul., 2009","2009/07",194321,Not Applicable,Not Applicable
,"Aug., 2009","2009/08",192277,Not Applicable,Not Applicable
,"Sep., 2009","2009/09",189480,Not Applicable,Not Applicable
,"Oct., 2009","2009/10",207071,Not Applicable,Not Applicable
,"Nov., 2009","2009/11",201116,Not Applicable,Not Applicable
,"Dec., 2009","2009/12",217601,Not Applicable,Not Applicable
,"Jan., 2010","2010/01",222576,Not Applicable,Not Applicable
,"Feb., 2010","2010/02",200048,Not Applicable,Not Applicable
,"Mar., 2010","2010/03",218730,Not Applicable,Not Applicable
,"Apr., 2010","2010/04",202085,Not Applicable,Not Applicable
,"May, 2010","2010/05",203685,Not Applicable,Not Applicable
,"Jun., 2010","2010/06",192248,Not Applicable,Not Applicable
,"Jul., 2010","2010/07",198737,Not Applicable,Not Applicable
,"Aug., 2010","2010/08",196676,Not Applicable,Not Applicable
,"Sep., 2010","2010/09",192947,Not Applicable,Not Applicable
