"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",292532,13405423,2182.2
,"2019","2019",301147,14028432,2146.7
,"2020","2020",368119,14675731,2508.4
,"2021","2021",393282,15271802,2575.2
"Total",,,1355080,57381388,2361.5
