"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	35108	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	32518	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	35158	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	30017	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	28653	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	26200	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	27391	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	26690	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	26644	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	28956	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	28799	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	34107	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	38314	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	31130	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	30721	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	28606	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	28734	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	26910	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	27517	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	28132	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	27912	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	30222	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	30548	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	33999	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	35095	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	30716	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	33033	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	31090	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	30609	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	28959	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	28597	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	28675	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	27932	Not Applicable	Not Applicable
