"Notes","Year","Year Code","State","State Code",Deaths,Population,Crude Rate
,"1999","1999","Alabama","01",1392,309892,449.2
,"1999","1999","Alaska","02",148,52540,281.7
,"1999","1999","Arizona","04",1218,322567,377.6
,"1999","1999","Arkansas","05",761,178341,426.7
,"1999","1999","California","06",7421,2269009,327.1
,"1999","1999","Colorado","08",905,327225,276.6
,"1999","1999","Connecticut","09",723,246896,292.8
,"1999","1999","Delaware","10",186,53351,348.6
,"1999","1999","District of Columbia","11",302,38726,779.8
,"1999","1999","Florida","12",4083,1049792,388.9
,"1999","1999","Georgia","13",2245,559425,401.3
,"1999","1999","Hawaii","15",264,89327,295.5
,"1999","1999","Idaho","16",233,90083,258.7
,"1999","1999","Illinois","17",3139,857556,366.0
,"1999","1999","Indiana","18",1452,429304,338.2
,"1999","1999","Iowa","19",518,209662,247.1
,"1999","1999","Kansas","20",596,188648,315.9
,"1999","1999","Kentucky","21",1081,288496,374.7
,"1999","1999","Louisiana","22",1418,309679,457.9
,"1999","1999","Maine","23",258,99910,258.2
,"1999","1999","Maryland","24",1440,391066,368.2
,"1999","1999","Massachusetts","25",1244,452495,274.9
,"1999","1999","Michigan","26",2684,721311,372.1
,"1999","1999","Minnesota","27",899,355713,252.7
,"1999","1999","Mississippi","28",910,187919,484.3
,"1999","1999","Missouri","29",1382,386754,357.3
,"1999","1999","Montana","30",195,72177,270.2
,"1999","1999","Nebraska","31",304,120758,251.7
,"1999","1999","Nevada","32",554,134314,412.5
,"1999","1999","New Hampshire","33",227,95212,238.4
,"1999","1999","New Jersey","34",1986,598842,331.6
,"1999","1999","New Mexico","35",500,128839,388.1
,"1999","1999","New York","36",4510,1320845,341.4
,"1999","1999","North Carolina","37",2135,558808,382.1
,"1999","1999","North Dakota","38",113,46436,243.3
,"1999","1999","Ohio","39",2753,821792,335.0
,"1999","1999","Oklahoma","40",964,235774,408.9
,"1999","1999","Oregon","41",813,268975,302.3
,"1999","1999","Pennsylvania","42",2994,891134,336.0
,"1999","1999","Rhode Island","44",198,73294,270.1
,"1999","1999","South Carolina","45",1327,281896,470.7
,"1999","1999","South Dakota","46",160,52413,305.3
,"1999","1999","Tennessee","47",1705,405455,420.5
,"1999","1999","Texas","48",4792,1374078,348.7
,"1999","1999","Utah","49",389,128072,303.7
,"1999","1999","Vermont","50",114,49200,231.7
,"1999","1999","Virginia","51",1636,514775,317.8
,"1999","1999","Washington","53",1202,445731,269.7
,"1999","1999","West Virginia","54",486,140462,346.0
,"1999","1999","Wisconsin","55",1040,389465,267.0
,"1999","1999","Wyoming","56",121,39777,304.2
"Total","1999","1999",,,68120,19654211,346.6
,"2000","2000","Alabama","01",1451,315173,460.4
,"2000","2000","Alaska","02",174,53515,325.1
,"2000","2000","Arizona","04",1266,331903,381.4
,"2000","2000","Arkansas","05",756,181913,415.6
,"2000","2000","California","06",7314,2331792,313.7
,"2000","2000","Colorado","08",947,334855,282.8
,"2000","2000","Connecticut","09",751,252754,297.1
,"2000","2000","Delaware","10",195,54775,356.0
,"2000","2000","District of Columbia","11",304,39397,771.6
,"2000","2000","Florida","12",4600,1085400,423.8
,"2000","2000","Georgia","13",2463,573017,429.8
,"2000","2000","Hawaii","15",270,90404,298.7
,"2000","2000","Idaho","16",250,92172,271.2
,"2000","2000","Illinois","17",3128,873812,358.0
,"2000","2000","Indiana","18",1537,437122,351.6
,"2000","2000","Iowa","19",569,212663,267.6
,"2000","2000","Kansas","20",566,192679,293.8
,"2000","2000","Kentucky","21",1139,293976,387.4
,"2000","2000","Louisiana","22",1498,315768,474.4
,"2000","2000","Maine","23",292,101921,286.5
,"2000","2000","Maryland","24",1507,399390,377.3
,"2000","2000","Massachusetts","25",1329,461945,287.7
,"2000","2000","Michigan","26",2677,734905,364.3
,"2000","2000","Minnesota","27",910,364247,249.8
,"2000","2000","Mississippi","28",962,192111,500.8
,"2000","2000","Missouri","29",1443,395616,364.7
,"2000","2000","Montana","30",188,73398,256.1
,"2000","2000","Nebraska","31",323,122714,263.2
,"2000","2000","Nevada","32",593,140214,422.9
,"2000","2000","New Hampshire","33",276,98117,281.3
,"2000","2000","New Jersey","34",2038,611357,333.4
,"2000","2000","New Mexico","35",469,131000,358.0
,"2000","2000","New York","36",4565,1341138,340.4
,"2000","2000","North Carolina","37",2213,570411,388.0
,"2000","2000","North Dakota","38",122,47436,257.2
,"2000","2000","Ohio","39",2925,834831,350.4
,"2000","2000","Oklahoma","40",1007,240805,418.2
,"2000","2000","Oregon","41",791,271315,291.5
,"2000","2000","Pennsylvania","42",3077,908650,338.6
,"2000","2000","Rhode Island","44",220,75429,291.7
,"2000","2000","South Carolina","45",1356,287778,471.2
,"2000","2000","South Dakota","46",164,53865,304.5
,"2000","2000","Tennessee","47",1758,412704,426.0
,"2000","2000","Texas","48",5165,1416178,364.7
,"2000","2000","Utah","49",353,131665,268.1
,"2000","2000","Vermont","50",139,50107,277.4
,"2000","2000","Virginia","51",1740,526221,330.7
,"2000","2000","Washington","53",1306,454223,287.5
,"2000","2000","West Virginia","54",525,141229,371.7
,"2000","2000","Wisconsin","55",1105,397693,277.9
,"2000","2000","Wyoming","56",116,40701,285.0
"Total","2000","2000",,,70832,20092404,352.5
,"2001","2001","Alabama","01",1484,323347,458.9
,"2001","2001","Alaska","02",176,55123,319.3
,"2001","2001","Arizona","04",1301,346161,375.8
,"2001","2001","Arkansas","05",769,186969,411.3
,"2001","2001","California","06",7648,2411423,317.2
,"2001","2001","Colorado","08",986,346844,284.3
,"2001","2001","Connecticut","09",774,262459,294.9
,"2001","2001","Delaware","10",212,56935,372.4
,"2001","2001","District of Columbia","11",318,39238,810.4
,"2001","2001","Florida","12",4673,1134584,411.9
,"2001","2001","Georgia","13",2439,594742,410.1
,"2001","2001","Hawaii","15",323,92368,349.7
,"2001","2001","Idaho","16",252,95053,265.1
,"2001","2001","Illinois","17",3126,894624,349.4
,"2001","2001","Indiana","18",1615,448933,359.7
,"2001","2001","Iowa","19",551,216605,254.4
,"2001","2001","Kansas","20",623,198465,313.9
,"2001","2001","Kentucky","21",1235,300584,410.9
,"2001","2001","Louisiana","22",1471,323567,454.6
,"2001","2001","Maine","23",296,104393,283.5
,"2001","2001","Maryland","24",1567,411187,381.1
,"2001","2001","Massachusetts","25",1414,473772,298.5
,"2001","2001","Michigan","26",2779,752117,369.5
,"2001","2001","Minnesota","27",911,375881,242.4
,"2001","2001","Mississippi","28",967,197610,489.3
,"2001","2001","Missouri","29",1495,407954,366.5
,"2001","2001","Montana","30",221,74840,295.3
,"2001","2001","Nebraska","31",344,125961,273.1
,"2001","2001","Nevada","32",622,148483,418.9
,"2001","2001","New Hampshire","33",248,101818,243.6
,"2001","2001","New Jersey","34",2227,630489,353.2
,"2001","2001","New Mexico","35",544,133427,407.7
,"2001","2001","New York","36",4879,1366906,356.9
,"2001","2001","North Carolina","37",2328,591262,393.7
,"2001","2001","North Dakota","38",130,48781,266.5
,"2001","2001","Ohio","39",2956,853822,346.2
,"2001","2001","Oklahoma","40",1042,246890,422.1
,"2001","2001","Oregon","41",832,274888,302.7
,"2001","2001","Pennsylvania","42",3256,930848,349.8
,"2001","2001","Rhode Island","44",257,78184,328.7
,"2001","2001","South Carolina","45",1379,295222,467.1
,"2001","2001","South Dakota","46",163,55681,292.7
,"2001","2001","Tennessee","47",1866,423770,440.3
,"2001","2001","Texas","48",5330,1474710,361.4
,"2001","2001","Utah","49",430,137241,313.3
,"2001","2001","Vermont","50",131,50895,257.4
,"2001","2001","Virginia","51",1851,544287,340.1
,"2001","2001","Washington","53",1357,467161,290.5
,"2001","2001","West Virginia","54",582,141578,411.1
,"2001","2001","Wisconsin","55",1168,409232,285.4
,"2001","2001","Wyoming","56",136,41669,326.4
"Total","2001","2001",,,73684,20698983,356.0
