"Notes","MMWR Week","MMWR Week Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018 Week 04 ending January 27, 2018","2018/04","Kentucky","21",231,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Louisiana","22",226,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Maine","23",56,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Maryland","24",206,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Massachusetts","25",194,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Michigan","26",436,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Minnesota","27",140,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Mississippi","28",153,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Missouri","29",266,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Montana","30",46,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Nebraska","31",52,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Nevada","32",106,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","New Hampshire","33",51,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","New Jersey","34",279,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","New Mexico","35",81,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","New York","36",564,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","North Carolina","37",394,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","North Dakota","38",26,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Ohio","39",508,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Oklahoma","40",184,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Oregon","41",135,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04","Pennsylvania","42",498,Not Applicable,Not Applicable
