"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	"Alabama"	"01"	3581	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Alaska"	"02"	202	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arizona"	"04"	3282	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arkansas"	"05"	2296	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"California"	"06"	18333	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Colorado"	"08"	2031	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Connecticut"	"09"	2466	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Delaware"	"10"	516	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"District of Columbia"	"11"	505	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Florida"	"12"	12825	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Georgia"	"13"	5129	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Hawaii"	"15"	646	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Idaho"	"16"	658	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Illinois"	"17"	8923	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Indiana"	"18"	4537	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Iowa"	"19"	2210	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kansas"	"20"	1890	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kentucky"	"21"	3149	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Louisiana"	"22"	3294	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maine"	"23"	982	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maryland"	"24"	3331	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Massachusetts"	"25"	4446	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Michigan"	"26"	6892	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Minnesota"	"27"	3077	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Mississippi"	"28"	2153	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Missouri"	"29"	4219	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Montana"	"30"	588	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Nebraska"	"31"	1188	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Nevada"	"32"	1243	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New Hampshire"	"33"	772	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New Jersey"	"34"	6582	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New Mexico"	"35"	1108	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New York"	"36"	14112	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"North Carolina"	"37"	5377	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"North Dakota"	"38"	484	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Ohio"	"39"	8585	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Oklahoma"	"40"	2803	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Oregon"	"41"	2212	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Pennsylvania"	"42"	10702	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Rhode Island"	"44"	800	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"South Carolina"	"45"	2955	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"South Dakota"	"46"	549	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Tennessee"	"47"	4234	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Texas"	"48"	11927	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Utah"	"49"	941	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Vermont"	"50"	393	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Virginia"	"51"	4394	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Washington"	"53"	3297	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"West Virginia"	"54"	1618	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Wisconsin"	"55"	3704	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Wyoming"	"56"	324	Not Applicable	Not Applicable
"Total"	"Jan., 1999"	"1999/01"			192465	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Alabama"	"01"	3095	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Alaska"	"02"	194	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Arizona"	"04"	3188	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Arkansas"	"05"	1922	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"California"	"06"	16712	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	"Colorado"	"08"	2074	Not Applicable	Not Applicable
