"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",353460,6127308,5768.6
,"2019","2019",358534,6317207,5675.5
,"2020","2020",423893,6464714,6557.0
,"2021","2021",420786,6301306,6677.8
"Total",,,1556673,25210535,6174.7
