"Notes","Year","Year Code","State","State Code",Deaths,Population,Crude Rate
,"1999","1999","Alabama","01",11269,266463,4229.1
,"1999","1999","Alaska","02",605,16037,3772.5
,"1999","1999","Arizona","04",10357,316282,3274.6
,"1999","1999","Arkansas","05",7025,169508,4144.3
,"1999","1999","California","06",57184,1669087,3426.1
,"1999","1999","Colorado","08",6427,188860,3403.0
,"1999","1999","Connecticut","09",7231,215716,3352.1
,"1999","1999","Delaware","10",1857,47388,3918.7
,"1999","1999","District of Columbia","11",1403,32582,4306.1
,"1999","1999","Florida","12",42342,1342259,3154.5
,"1999","1999","Georgia","13",14833,355281,4175.0
,"1999","1999","Hawaii","15",2142,77008,2781.5
,"1999","1999","Idaho","16",2260,65701,3439.8
,"1999","1999","Illinois","17",26951,692964,3889.2
,"1999","1999","Indiana","18",14359,350776,4093.5
,"1999","1999","Iowa","19",6769,197114,3434.1
,"1999","1999","Kansas","20",5911,161783,3653.7
,"1999","1999","Kentucky","21",10193,233138,4372.1
,"1999","1999","Louisiana","22",10409,241062,4318.0
,"1999","1999","Maine","23",3198,83463,3831.6
,"1999","1999","Maryland","24",10808,280271,3856.3
,"1999","1999","Massachusetts","25",13875,396713,3497.5
,"1999","1999","Michigan","26",22459,573406,3916.8
,"1999","1999","Minnesota","27",8817,265210,3324.5
,"1999","1999","Mississippi","28",6930,156237,4435.6
,"1999","1999","Missouri","29",13840,345055,4011.0
,"1999","1999","Montana","30",2010,54562,3683.9
,"1999","1999","Nebraska","31",3663,104507,3505.0
,"1999","1999","Nevada","32",4182,103075,4057.2
,"1999","1999","New Hampshire","33",2393,67332,3554.0
,"1999","1999","New Jersey","34",19098,520996,3665.7
,"1999","1999","New Mexico","35",3299,96430,3421.1
,"1999","1999","New York","36",39776,1124726,3536.5
,"1999","1999","North Carolina","37",17964,450061,3991.5
,"1999","1999","North Dakota","38",1398,41891,3337.2
,"1999","1999","Ohio","39",29272,713520,4102.5
,"1999","1999","Oklahoma","40",8621,206922,4166.3
,"1999","1999","Oregon","41",7465,202144,3692.9
,"1999","1999","Pennsylvania","42",34940,914247,3821.7
,"1999","1999","Rhode Island","44",2503,72171,3468.2
,"1999","1999","South Carolina","45",9329,224298,4159.2
,"1999","1999","South Dakota","46",1551,48605,3191.0
,"1999","1999","Tennessee","47",13406,321352,4171.7
,"1999","1999","Texas","48",36283,945827,3836.1
,"1999","1999","Utah","49",2740,86603,3163.9
,"1999","1999","Vermont","50",1285,35067,3664.4
,"1999","1999","Virginia","51",14500,366407,3957.3
,"1999","1999","Washington","53",10968,302901,3621.0
,"1999","1999","West Virginia","54",5804,131211,4423.4
,"1999","1999","Wisconsin","55",11394,319634,3564.7
,"1999","1999","Wyoming","56",956,26173,3652.6
"Total","1999","1999",,,604254,16220026,3725.4
,"2000","2000","Alabama","01",11234,266888,4209.3
,"2000","2000","Alaska","02",656,16744,3917.8
,"2000","2000","Arizona","04",10382,319035,3254.2
,"2000","2000","Arkansas","05",6951,169676,4096.6
,"2000","2000","California","06",56143,1682635,3336.6
,"2000","2000","Colorado","08",6319,191010,3308.2
