"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01",32613,Not Applicable,Not Applicable
,"Feb., 2022 (provisional)","2022/02",24932,Not Applicable,Not Applicable
,"Mar., 2022 (provisional)","2022/03",23085,Not Applicable,Not Applicable
,"Apr., 2022 (provisional)","2022/04",21130,Not Applicable,Not Applicable
,"May, 2022 (provisional)","2022/05",21926,Not Applicable,Not Applicable
,"Jun., 2022 (provisional)","2022/06",21391,Not Applicable,Not Applicable
,"Jul., 2022 (provisional)","2022/07",22360,Not Applicable,Not Applicable
,"Aug., 2022 (provisional)","2022/08",21702,Not Applicable,Not Applicable
,"Sep., 2022 (provisional)","2022/09",21375,Not Applicable,Not Applicable
,"Oct., 2022 (provisional)","2022/10",21807,Not Applicable,Not Applicable
,"Nov., 2022 (provisional)","2022/11",21999,Not Applicable,Not Applicable
,"Dec., 2022 (provisional)","2022/12",24112,Not Applicable,Not Applicable
,"Jan., 2023 (provisional)","2023/01",22822,Not Applicable,Not Applicable
,"Feb., 2023 (provisional)","2023/02",19894,Not Applicable,Not Applicable
,"Mar., 2023 (provisional)","2023/03",21572,Not Applicable,Not Applicable
,"Apr., 2023 (provisional)","2023/04",20842,Not Applicable,Not Applicable
,"May, 2023 (provisional)","2023/05",20636,Not Applicable,Not Applicable
,"Jun., 2023 (provisional)","2023/06",19733,Not Applicable,Not Applicable
,"Jul., 2023 (provisional)","2023/07",20504,Not Applicable,Not Applicable
,"Aug., 2023 (provisional)","2023/08",19746,Not Applicable,Not Applicable
,"Sep., 2023 (provisional)","2023/09",18131,Not Applicable,Not Applicable
,"Oct., 2023 (provisional and partial)","2023/10",9231,Not Applicable,Not Applicable
"Total",,,471543,Not Applicable,Not Applicable
