"Notes","Year","Year Code","State","State Code",Deaths,Population,Crude Rate
,"1999","1999","Alabama","01",17939,623640,2876.5
,"1999","1999","Alaska","02",1039,45216,2297.9
,"1999","1999","Arizona","04",15961,702967,2270.5
,"1999","1999","Arkansas","05",10936,390022,2803.9
,"1999","1999","California","06",86973,3781837,2299.8
,"1999","1999","Colorado","08",9943,451108,2204.1
,"1999","1999","Connecticut","09",10541,464968,2267.0
,"1999","1999","Delaware","10",2835,108956,2602.0
,"1999","1999","District of Columbia","11",2244,73164,3067.1
,"1999","1999","Florida","12",63130,2794764,2258.9
,"1999","1999","Georgia","13",24370,869490,2802.8
,"1999","1999","Hawaii","15",3243,165726,1956.8
,"1999","1999","Idaho","16",3474,152066,2284.5
,"1999","1999","Illinois","17",41132,1555322,2644.6
,"1999","1999","Indiana","18",22036,789737,2790.3
,"1999","1999","Iowa","19",10027,423906,2365.4
,"1999","1999","Kansas","20",8805,351282,2506.5
,"1999","1999","Kentucky","21",16127,543935,2964.9
,"1999","1999","Louisiana","22",16469,558543,2948.6
,"1999","1999","Maine","23",4849,187458,2586.7
,"1999","1999","Maryland","24",16735,647060,2586.3
,"1999","1999","Massachusetts","25",20352,849645,2395.4
,"1999","1999","Michigan","26",34221,1278438,2676.8
,"1999","1999","Minnesota","27",13071,593287,2203.1
,"1999","1999","Mississippi","28",11146,367034,3036.8
,"1999","1999","Missouri","29",21444,777073,2759.6
,"1999","1999","Montana","30",3063,124334,2463.5
,"1999","1999","Nebraska","31",5538,228659,2421.9
,"1999","1999","Nevada","32",6893,255015,2703.0
,"1999","1999","New Hampshire","33",3672,154190,2381.5
,"1999","1999","New Jersey","34",28595,1144746,2497.9
,"1999","1999","New Mexico","35",5161,229615,2247.7
,"1999","1999","New York","36",60806,2534877,2398.8
,"1999","1999","North Carolina","37",28317,1053086,2689.0
,"1999","1999","North Dakota","38",2071,89993,2301.3
,"1999","1999","Ohio","39",44059,1574798,2797.8
,"1999","1999","Oklahoma","40",13441,477774,2813.3
,"1999","1999","Oregon","41",11011,443704,2481.6
,"1999","1999","Pennsylvania","42",51132,1913415,2672.3
,"1999","1999","Rhode Island","44",3600,147476,2441.1
,"1999","1999","South Carolina","45",15109,532783,2835.9
,"1999","1999","South Dakota","46",2320,104584,2218.3
,"1999","1999","Tennessee","47",21436,761440,2815.2
,"1999","1999","Texas","48",57023,2243894,2541.3
,"1999","1999","Utah","49",4198,201807,2080.2
,"1999","1999","Vermont","50",1958,79857,2451.9
,"1999","1999","Virginia","51",22655,864296,2621.2
,"1999","1999","Washington","53",16539,686252,2410.0
,"1999","1999","West Virginia","54",8886,293385,3028.8
,"1999","1999","Wisconsin","55",17005,706290,2407.7
,"1999","1999","Wyoming","56",1514,61823,2448.9
"Total","1999","1999",,,925044,36454737,2537.5
,"2000","2000","Alabama","01",17948,624938,2872.0
,"2000","2000","Alaska","02",1086,46697,2325.6
,"2000","2000","Arizona","04",15884,711739,2231.7
,"2000","2000","Arkansas","05",10929,392241,2786.3
,"2000","2000","California","06",85103,3814011,2231.3
,"2000","2000","Colorado","08",9837,456817,2153.4
,"2000","2000","Connecticut","09",10554,464313,2273.0
,"2000","2000","Delaware","10",2725,109862,2480.4
,"2000","2000","District of Columbia","11",2182,72875,2994.2
,"2000","2000","Florida","12",62336,2806365,2221.2
,"2000","2000","Georgia","13",24662,879069,2805.5
,"2000","2000","Hawaii","15",3199,167048,1915.0
