"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",368563,83286985,442.5
,"2019","2019",363194,82673916,439.3
,"2020","2020",430779,82277120,523.6
,"2021","2021",482181,83360286,578.4
"Total",,,1644717,331598307,496.0
