"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	194824	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	178227	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	193751	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	169392	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	166142	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	156227	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	162232	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	158239	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	156143	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	168593	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	165239	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	191131	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	210560	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	173943	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	173610	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	164154	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	167080	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	158589	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	162953	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	163097	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	161223	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	172183	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	171172	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	188618	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	193732	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	170327	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	184656	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	173866	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	172336	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	164702	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	164947	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	164755	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	162817	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	173782	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	169670	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	180638	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	193080	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	178631	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	193284	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	171568	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	172104	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	161858	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	166836	Not Applicable	Not Applicable
	"Aug., 2002"	"2002/08"	165080	Not Applicable	Not Applicable
	"Sep., 2002"	"2002/09"	161654	Not Applicable	Not Applicable
	"Oct., 2002"	"2002/10"	171915	Not Applicable	Not Applicable
	"Nov., 2002"	"2002/11"	173406	Not Applicable	Not Applicable
	"Dec., 2002"	"2002/12"	188229	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	191445	Not Applicable	Not Applicable
	"Feb., 2003"	"2003/02"	171327	Not Applicable	Not Applicable
	"Mar., 2003"	"2003/03"	183209	Not Applicable	Not Applicable
	"Apr., 2003"	"2003/04"	171346	Not Applicable	Not Applicable
	"May, 2003"	"2003/05"	171513	Not Applicable	Not Applicable
	"Jun., 2003"	"2003/06"	164991	Not Applicable	Not Applicable
	"Jul., 2003"	"2003/07"	166967	Not Applicable	Not Applicable
	"Aug., 2003"	"2003/08"	166162	Not Applicable	Not Applicable
	"Sep., 2003"	"2003/09"	162419	Not Applicable	Not Applicable
	"Oct., 2003"	"2003/10"	174061	Not Applicable	Not Applicable
	"Nov., 2003"	"2003/11"	172451	Not Applicable	Not Applicable
	"Dec., 2003"	"2003/12"	205208	Not Applicable	Not Applicable
	"Jan., 2004"	"2004/01"	201830	Not Applicable	Not Applicable
	"Feb., 2004"	"2004/02"	174612	Not Applicable	Not Applicable
	"Mar., 2004"	"2004/03"	179855	Not Applicable	Not Applicable
	"Apr., 2004"	"2004/04"	168494	Not Applicable	Not Applicable
	"May, 2004"	"2004/05"	167744	Not Applicable	Not Applicable
	"Jun., 2004"	"2004/06"	160586	Not Applicable	Not Applicable
	"Jul., 2004"	"2004/07"	165049	Not Applicable	Not Applicable
	"Aug., 2004"	"2004/08"	163369	Not Applicable	Not Applicable
	"Sep., 2004"	"2004/09"	159074	Not Applicable	Not Applicable
	"Oct., 2004"	"2004/10"	170415	Not Applicable	Not Applicable
	"Nov., 2004"	"2004/11"	166591	Not Applicable	Not Applicable
	"Dec., 2004"	"2004/12"	181510	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	193031	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	181212	Not Applicable	Not Applicable
	"Mar., 2005"	"2005/03"	196616	Not Applicable	Not Applicable
	"Apr., 2005"	"2005/04"	175163	Not Applicable	Not Applicable
	"May, 2005"	"2005/05"	172717	Not Applicable	Not Applicable
	"Jun., 2005"	"2005/06"	161309	Not Applicable	Not Applicable
	"Jul., 2005"	"2005/07"	165256	Not Applicable	Not Applicable
	"Aug., 2005"	"2005/08"	164494	Not Applicable	Not Applicable
	"Sep., 2005"	"2005/09"	159541	Not Applicable	Not Applicable
	"Oct., 2005"	"2005/10"	169859	Not Applicable	Not Applicable
	"Nov., 2005"	"2005/11"	169726	Not Applicable	Not Applicable
	"Dec., 2005"	"2005/12"	187440	Not Applicable	Not Applicable
	"Jan., 2006"	"2006/01"	187432	Not Applicable	Not Applicable
	"Feb., 2006"	"2006/02"	171422	Not Applicable	Not Applicable
	"Mar., 2006"	"2006/03"	188976	Not Applicable	Not Applicable
	"Apr., 2006"	"2006/04"	172572	Not Applicable	Not Applicable
	"May, 2006"	"2006/05"	172077	Not Applicable	Not Applicable
	"Jun., 2006"	"2006/06"	161721	Not Applicable	Not Applicable
	"Jul., 2006"	"2006/07"	167345	Not Applicable	Not Applicable
