"Notes","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"2018 Week 01 ending January 06, 2018","2018/01",13563,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02",15992,Not Applicable,Not Applicable
,"2018 Week 03 ending January 20, 2018","2018/03",15513,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04",15032,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05",14502,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06",14780,Not Applicable,Not Applicable
,"2018 Week 07 ending February 17, 2018","2018/07",14275,Not Applicable,Not Applicable
,"2018 Week 08 ending February 24, 2018","2018/08",13732,Not Applicable,Not Applicable
,"2018 Week 09 ending March 03, 2018","2018/09",13542,Not Applicable,Not Applicable
,"2018 Week 10 ending March 10, 2018","2018/10",13550,Not Applicable,Not Applicable
,"2018 Week 11 ending March 17, 2018","2018/11",13435,Not Applicable,Not Applicable
,"2018 Week 12 ending March 24, 2018","2018/12",13228,Not Applicable,Not Applicable
,"2018 Week 13 ending March 31, 2018","2018/13",13069,Not Applicable,Not Applicable
,"2018 Week 14 ending April 07, 2018","2018/14",13063,Not Applicable,Not Applicable
,"2018 Week 15 ending April 14, 2018","2018/15",13217,Not Applicable,Not Applicable
,"2018 Week 16 ending April 21, 2018","2018/16",12742,Not Applicable,Not Applicable
,"2018 Week 17 ending April 28, 2018","2018/17",12901,Not Applicable,Not Applicable
,"2018 Week 18 ending May 05, 2018","2018/18",12699,Not Applicable,Not Applicable
,"2018 Week 19 ending May 12, 2018","2018/19",12217,Not Applicable,Not Applicable
,"2018 Week 20 ending May 19, 2018","2018/20",12057,Not Applicable,Not Applicable
,"2018 Week 21 ending May 26, 2018","2018/21",12061,Not Applicable,Not Applicable
,"2018 Week 22 ending June 02, 2018","2018/22",12060,Not Applicable,Not Applicable
,"2018 Week 23 ending June 09, 2018","2018/23",12085,Not Applicable,Not Applicable
,"2018 Week 24 ending June 16, 2018","2018/24",11932,Not Applicable,Not Applicable
,"2018 Week 25 ending June 23, 2018","2018/25",11974,Not Applicable,Not Applicable
,"2018 Week 26 ending June 30, 2018","2018/26",11882,Not Applicable,Not Applicable
,"2018 Week 27 ending July 07, 2018","2018/27",12167,Not Applicable,Not Applicable
,"2018 Week 28 ending July 14, 2018","2018/28",12053,Not Applicable,Not Applicable
,"2018 Week 29 ending July 21, 2018","2018/29",11830,Not Applicable,Not Applicable
,"2018 Week 30 ending July 28, 2018","2018/30",11787,Not Applicable,Not Applicable
,"2018 Week 31 ending August 04, 2018","2018/31",11994,Not Applicable,Not Applicable
,"2018 Week 32 ending August 11, 2018","2018/32",11970,Not Applicable,Not Applicable
,"2018 Week 33 ending August 18, 2018","2018/33",11845,Not Applicable,Not Applicable
,"2018 Week 34 ending August 25, 2018","2018/34",12064,Not Applicable,Not Applicable
,"2018 Week 35 ending September 01, 2018","2018/35",11869,Not Applicable,Not Applicable
,"2018 Week 36 ending September 08, 2018","2018/36",11887,Not Applicable,Not Applicable
,"2018 Week 37 ending September 15, 2018","2018/37",11998,Not Applicable,Not Applicable
,"2018 Week 38 ending September 22, 2018","2018/38",12289,Not Applicable,Not Applicable
,"2018 Week 39 ending September 29, 2018","2018/39",12185,Not Applicable,Not Applicable
,"2018 Week 40 ending October 06, 2018","2018/40",12553,Not Applicable,Not Applicable
,"2018 Week 41 ending October 13, 2018","2018/41",12179,Not Applicable,Not Applicable
,"2018 Week 42 ending October 20, 2018","2018/42",12781,Not Applicable,Not Applicable
,"2018 Week 43 ending October 27, 2018","2018/43",13024,Not Applicable,Not Applicable
,"2018 Week 44 ending November 03, 2018","2018/44",12716,Not Applicable,Not Applicable
,"2018 Week 45 ending November 10, 2018","2018/45",12935,Not Applicable,Not Applicable
,"2018 Week 46 ending November 17, 2018","2018/46",13150,Not Applicable,Not Applicable
,"2018 Week 47 ending November 24, 2018","2018/47",13107,Not Applicable,Not Applicable
,"2018 Week 48 ending December 01, 2018","2018/48",13336,Not Applicable,Not Applicable
,"2018 Week 49 ending December 08, 2018","2018/49",13474,Not Applicable,Not Applicable
,"2018 Week 50 ending December 15, 2018","2018/50",13492,Not Applicable,Not Applicable
,"2018 Week 51 ending December 22, 2018","2018/51",13721,Not Applicable,Not Applicable
,"2018 Week 52 ending December 29, 2018","2018/52",13807,Not Applicable,Not Applicable
,"2018 Week Not Available","2018/99",19,Not Applicable,Not Applicable
,"2019 Week 01 ending January 05, 2019","2019/01",13923,Not Applicable,Not Applicable
,"2019 Week 02 ending January 12, 2019","2019/02",14171,Not Applicable,Not Applicable
,"2019 Week 03 ending January 19, 2019","2019/03",14100,Not Applicable,Not Applicable
,"2019 Week 04 ending January 26, 2019","2019/04",14158,Not Applicable,Not Applicable
,"2019 Week 05 ending February 02, 2019","2019/05",14173,Not Applicable,Not Applicable
,"2019 Week 06 ending February 09, 2019","2019/06",14203,Not Applicable,Not Applicable
,"2019 Week 07 ending February 16, 2019","2019/07",14135,Not Applicable,Not Applicable
,"2019 Week 08 ending February 23, 2019","2019/08",14086,Not Applicable,Not Applicable
,"2019 Week 09 ending March 02, 2019","2019/09",13971,Not Applicable,Not Applicable
,"2019 Week 10 ending March 09, 2019","2019/10",14018,Not Applicable,Not Applicable
,"2019 Week 11 ending March 16, 2019","2019/11",13947,Not Applicable,Not Applicable
,"2019 Week 12 ending March 23, 2019","2019/12",13732,Not Applicable,Not Applicable
,"2019 Week 13 ending March 30, 2019","2019/13",13798,Not Applicable,Not Applicable
,"2019 Week 14 ending April 06, 2019","2019/14",13904,Not Applicable,Not Applicable
,"2019 Week 15 ending April 13, 2019","2019/15",13533,Not Applicable,Not Applicable
