"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",225560,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",206293,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",224777,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",194568,Not Applicable,Not Applicable
,"May, 1999","1999/05",189945,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",178196,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",184795,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",180505,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",178322,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",193617,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",190270,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",220832,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",245767,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",201508,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",199918,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",188558,Not Applicable,Not Applicable
,"May, 2000","2000/05",191087,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",181251,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",186544,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",186630,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",185112,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",197903,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",197519,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",218428,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",224649,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",196892,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",213556,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",200840,Not Applicable,Not Applicable
,"May, 2001","2001/05",198601,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",189338,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",189258,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",188851,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",186469,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",200482,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",195227,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",208368,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",223945,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",207629,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",224485,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",197858,Not Applicable,Not Applicable
,"May, 2002","2002/05",197891,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",185684,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",191136,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",188936,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",185599,Not Applicable,Not Applicable
,"Oct., 2002","2002/10",198065,Not Applicable,Not Applicable
,"Nov., 2002","2002/11",200437,Not Applicable,Not Applicable
,"Dec., 2002","2002/12",217969,Not Applicable,Not Applicable
,"Jan., 2003","2003/01",222140,Not Applicable,Not Applicable
,"Feb., 2003","2003/02",198757,Not Applicable,Not Applicable
,"Mar., 2003","2003/03",211497,Not Applicable,Not Applicable
,"Apr., 2003","2003/04",197452,Not Applicable,Not Applicable
,"May, 2003","2003/05",197255,Not Applicable,Not Applicable
,"Jun., 2003","2003/06",189613,Not Applicable,Not Applicable
,"Jul., 2003","2003/07",191537,Not Applicable,Not Applicable
,"Aug., 2003","2003/08",190505,Not Applicable,Not Applicable
,"Sep., 2003","2003/09",186633,Not Applicable,Not Applicable
,"Oct., 2003","2003/10",200817,Not Applicable,Not Applicable
,"Nov., 2003","2003/11",199214,Not Applicable,Not Applicable
,"Dec., 2003","2003/12",239476,Not Applicable,Not Applicable
,"Jan., 2004","2004/01",235775,Not Applicable,Not Applicable
,"Feb., 2004","2004/02",202410,Not Applicable,Not Applicable
,"Mar., 2004","2004/03",208061,Not Applicable,Not Applicable
,"Apr., 2004","2004/04",194509,Not Applicable,Not Applicable
,"May, 2004","2004/05",192612,Not Applicable,Not Applicable
,"Jun., 2004","2004/06",184478,Not Applicable,Not Applicable
,"Jul., 2004","2004/07",188803,Not Applicable,Not Applicable
,"Aug., 2004","2004/08",187456,Not Applicable,Not Applicable
,"Sep., 2004","2004/09",182579,Not Applicable,Not Applicable
,"Oct., 2004","2004/10",196300,Not Applicable,Not Applicable
,"Nov., 2004","2004/11",192018,Not Applicable,Not Applicable
,"Dec., 2004","2004/12",210171,Not Applicable,Not Applicable
,"Jan., 2005","2005/01",224561,Not Applicable,Not Applicable
,"Feb., 2005","2005/02",211567,Not Applicable,Not Applicable
,"Mar., 2005","2005/03",229197,Not Applicable,Not Applicable
,"Apr., 2005","2005/04",202927,Not Applicable,Not Applicable
,"May, 2005","2005/05",198932,Not Applicable,Not Applicable
,"Jun., 2005","2005/06",185514,Not Applicable,Not Applicable
,"Jul., 2005","2005/07",189339,Not Applicable,Not Applicable
,"Aug., 2005","2005/08",188887,Not Applicable,Not Applicable
,"Sep., 2005","2005/09",183657,Not Applicable,Not Applicable
,"Oct., 2005","2005/10",196096,Not Applicable,Not Applicable
,"Nov., 2005","2005/11",196797,Not Applicable,Not Applicable
,"Dec., 2005","2005/12",217931,Not Applicable,Not Applicable
,"Jan., 2006","2006/01",218218,Not Applicable,Not Applicable
,"Feb., 2006","2006/02",199336,Not Applicable,Not Applicable
,"Mar., 2006","2006/03",220395,Not Applicable,Not Applicable
,"Apr., 2006","2006/04",200270,Not Applicable,Not Applicable
,"May, 2006","2006/05",198761,Not Applicable,Not Applicable
,"Jun., 2006","2006/06",186484,Not Applicable,Not Applicable
,"Jul., 2006","2006/07",192509,Not Applicable,Not Applicable
,"Aug., 2006","2006/08",189029,Not Applicable,Not Applicable
,"Sep., 2006","2006/09",186367,Not Applicable,Not Applicable
,"Oct., 2006","2006/10",200387,Not Applicable,Not Applicable
,"Nov., 2006","2006/11",198697,Not Applicable,Not Applicable
,"Dec., 2006","2006/12",213536,Not Applicable,Not Applicable
,"Jan., 2007","2007/01",220293,Not Applicable,Not Applicable
,"Feb., 2007","2007/02",202995,Not Applicable,Not Applicable
,"Mar., 2007","2007/03",216291,Not Applicable,Not Applicable
,"Apr., 2007","2007/04",201160,Not Applicable,Not Applicable
,"May, 2007","2007/05",197820,Not Applicable,Not Applicable
,"Jun., 2007","2007/06",186369,Not Applicable,Not Applicable
,"Jul., 2007","2007/07",190395,Not Applicable,Not Applicable
,"Aug., 2007","2007/08",189855,Not Applicable,Not Applicable
,"Sep., 2007","2007/09",186650,Not Applicable,Not Applicable
,"Oct., 2007","2007/10",196845,Not Applicable,Not Applicable
,"Nov., 2007","2007/11",198380,Not Applicable,Not Applicable
,"Dec., 2007","2007/12",214817,Not Applicable,Not Applicable
,"Jan., 2008","2008/01",222083,Not Applicable,Not Applicable
