"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022","Virginia","51",10236,2228005,459.4
,"2022 (provisional)","2022","Washington","53",8176,1924920,424.7
,"2022 (provisional)","2022","West Virginia","54",3935,457129,860.8
,"2022 (provisional)","2022","Wisconsin","55",6473,1478115,437.9
,"2022 (provisional)","2022","Wyoming","56",673,136612,492.6
"Total","2022 (provisional)","2022",,,412693,83360286,495.1
,"2023 (provisional and partial)","2023","Alabama","01",6280,1267768,495.4
,"2023 (provisional and partial)","2023","Alaska","02",682,174780,390.2
,"2023 (provisional and partial)","2023","Arizona","04",6448,1729124,372.9
,"2023 (provisional and partial)","2023","Arkansas","05",3696,738855,500.2
,"2023 (provisional and partial)","2023","California","06",27535,9972937,276.1
,"2023 (provisional and partial)","2023","Colorado","08",4328,1456276,297.2
,"2023 (provisional and partial)","2023","Connecticut","09",2617,946594,276.5
,"2023 (provisional and partial)","2023","Delaware","10",985,245650,401.0
,"2023 (provisional and partial)","2023","District of Columbia","11",593,152352,389.2
,"2023 (provisional and partial)","2023","Florida","12",19711,5534062,356.2
,"2023 (provisional and partial)","2023","Georgia","13",10420,2804538,371.5
,"2023 (provisional and partial)","2023","Hawaii","15",1096,351489,311.8
,"2023 (provisional and partial)","2023","Idaho","16",1393,450336,309.3
,"2023 (provisional and partial)","2023","Illinois","17",10430,3234982,322.4
,"2023 (provisional and partial)","2023","Indiana","18",6668,1681453,396.6
,"2023 (provisional and partial)","2023","Iowa","19",2360,762049,309.7
,"2023 (provisional and partial)","2023","Kansas","20",2407,689936,348.9
,"2023 (provisional and partial)","2023","Kentucky","21",5830,1142295,510.4
,"2023 (provisional and partial)","2023","Louisiana","22",5139,1124784,456.9
,"2023 (provisional and partial)","2023","Maine","23",1365,355274,384.2
,"2023 (provisional and partial)","2023","Maryland","24",5242,1617348,324.1
,"2023 (provisional and partial)","2023","Massachusetts","25",5033,1795963,280.2
,"2023 (provisional and partial)","2023","Michigan","26",9174,2512551,365.1
,"2023 (provisional and partial)","2023","Minnesota","27",3718,1409094,263.9
,"2023 (provisional and partial)","2023","Mississippi","28",3832,729856,525.0
,"2023 (provisional and partial)","2023","Missouri","29",5971,1509084,395.7
,"2023 (provisional and partial)","2023","Montana","30",898,258734,347.1
,"2023 (provisional and partial)","2023","Nebraska","31",1364,459636,296.8
,"2023 (provisional and partial)","2023","Nevada","32",2687,804601,334.0
,"2023 (provisional and partial)","2023","New Hampshire","33",1123,366220,306.6
,"2023 (provisional and partial)","2023","New Jersey","34",6720,2477574,271.2
,"2023 (provisional and partial)","2023","New Mexico","35",2428,494477,491.0
,"2023 (provisional and partial)","2023","New York","36",14729,5053564,291.5
,"2023 (provisional and partial)","2023","North Carolina","37",10918,2705315,403.6
,"2023 (provisional and partial)","2023","North Dakota","38",587,169094,347.1
,"2023 (provisional and partial)","2023","Ohio","39",11803,2920916,404.1
,"2023 (provisional and partial)","2023","Oklahoma","40",4596,945528,486.1
,"2023 (provisional and partial)","2023","Oregon","41",3588,1065473,336.8
,"2023 (provisional and partial)","2023","Pennsylvania","42",11276,3240953,347.9
,"2023 (provisional and partial)","2023","Rhode Island","44",798,276720,288.4
,"2023 (provisional and partial)","2023","South Carolina","45",6056,1294968,467.7
,"2023 (provisional and partial)","2023","South Dakota","46",706,203706,346.6
,"2023 (provisional and partial)","2023","Tennessee","47",8918,1770897,503.6
,"2023 (provisional and partial)","2023","Texas","48",24128,7329462,329.2
,"2023 (provisional and partial)","2023","Utah","49",1980,746075,265.4
,"2023 (provisional and partial)","2023","Vermont","50",555,162162,342.3
,"2023 (provisional and partial)","2023","Virginia","51",7179,2228005,322.2
,"2023 (provisional and partial)","2023","Washington","53",6191,1924920,321.6
,"2023 (provisional and partial)","2023","West Virginia","54",2721,457129,595.2
,"2023 (provisional and partial)","2023","Wisconsin","55",4715,1478115,319.0
,"2023 (provisional and partial)","2023","Wyoming","56",498,136612,364.5
"Total","2023 (provisional and partial)","2023",,,290115,83360286,348.0
"Total",,,,,702808,166720572,421.5
