"Notes","Year","Year Code","State","State Code",Deaths,Population,Crude Rate
,"1999","1999","Alabama","01",2543,653892,388.9
,"1999","1999","Alaska","02",271,111702,242.6
,"1999","1999","Arizona","04",2179,690722,315.5
,"1999","1999","Arkansas","05",1336,373327,357.9
,"1999","1999","California","06",12857,4900824,262.3
,"1999","1999","Colorado","08",1637,694331,235.8
,"1999","1999","Connecticut","09",1227,533340,230.1
,"1999","1999","Delaware","10",362,115323,313.9
,"1999","1999","District of Columbia","11",541,80375,673.1
,"1999","1999","Florida","12",7402,2245979,329.6
,"1999","1999","Georgia","13",4029,1201540,335.3
,"1999","1999","Hawaii","15",455,185050,245.9
,"1999","1999","Idaho","16",396,187621,211.1
,"1999","1999","Illinois","17",5463,1834977,297.7
,"1999","1999","Indiana","18",2484,908737,273.3
,"1999","1999","Iowa","19",911,436349,208.8
,"1999","1999","Kansas","20",998,400884,248.9
,"1999","1999","Kentucky","21",1900,606511,313.3
,"1999","1999","Louisiana","22",2542,657572,386.6
,"1999","1999","Maine","23",442,208006,212.5
,"1999","1999","Maryland","24",2627,835140,314.6
,"1999","1999","Massachusetts","25",2258,967595,233.4
,"1999","1999","Michigan","26",4705,1529152,307.7
,"1999","1999","Minnesota","27",1548,760096,203.7
,"1999","1999","Mississippi","28",1686,399087,422.5
,"1999","1999","Missouri","29",2483,824559,301.1
,"1999","1999","Montana","30",364,147796,246.3
,"1999","1999","Nebraska","31",549,253765,216.3
,"1999","1999","Nevada","32",954,285651,334.0
,"1999","1999","New Hampshire","33",408,204914,199.1
,"1999","1999","New Jersey","34",3603,1296771,277.8
,"1999","1999","New Mexico","35",880,269229,326.9
,"1999","1999","New York","36",7922,2813234,281.6
,"1999","1999","North Carolina","37",3753,1182495,317.4
,"1999","1999","North Dakota","38",209,97787,213.7
,"1999","1999","Ohio","39",4896,1741396,281.2
,"1999","1999","Oklahoma","40",1715,498303,344.2
,"1999","1999","Oregon","41",1360,542128,250.9
,"1999","1999","Pennsylvania","42",5267,1884356,279.5
,"1999","1999","Rhode Island","44",361,157207,229.6
,"1999","1999","South Carolina","45",2299,589496,390.0
