"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	202358	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	184894	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	201512	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	174445	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	170271	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	159920	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	165902	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	162317	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	160153	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	173865	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	170842	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	198659	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	221300	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	181301	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	179516	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	169503	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	171885	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	163089	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	168126	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	168385	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	166795	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	178312	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	177992	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	197321	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	202989	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	177656	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	193006	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	181317	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	179404	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	170881	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	171052	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	170827	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	169552	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	181344	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	176781	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	188466	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	203023	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	188243	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	203530	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	179298	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	179200	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	168665	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	173584	Not Applicable	Not Applicable
	"Aug., 2002"	"2002/08"	171561	Not Applicable	Not Applicable
	"Sep., 2002"	"2002/09"	168699	Not Applicable	Not Applicable
	"Oct., 2002"	"2002/10"	179752	Not Applicable	Not Applicable
	"Nov., 2002"	"2002/11"	181973	Not Applicable	Not Applicable
	"Dec., 2002"	"2002/12"	198103	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	202218	Not Applicable	Not Applicable
	"Feb., 2003"	"2003/02"	180848	Not Applicable	Not Applicable
	"Mar., 2003"	"2003/03"	192529	Not Applicable	Not Applicable
	"Apr., 2003"	"2003/04"	179612	Not Applicable	Not Applicable
	"May, 2003"	"2003/05"	179542	Not Applicable	Not Applicable
	"Jun., 2003"	"2003/06"	172568	Not Applicable	Not Applicable
	"Jul., 2003"	"2003/07"	174715	Not Applicable	Not Applicable
	"Aug., 2003"	"2003/08"	173599	Not Applicable	Not Applicable
	"Sep., 2003"	"2003/09"	170057	Not Applicable	Not Applicable
	"Oct., 2003"	"2003/10"	183332	Not Applicable	Not Applicable
	"Nov., 2003"	"2003/11"	181687	Not Applicable	Not Applicable
	"Dec., 2003"	"2003/12"	218559	Not Applicable	Not Applicable
	"Jan., 2004"	"2004/01"	215302	Not Applicable	Not Applicable
	"Feb., 2004"	"2004/02"	184663	Not Applicable	Not Applicable
	"Mar., 2004"	"2004/03"	189706	Not Applicable	Not Applicable
	"Apr., 2004"	"2004/04"	177373	Not Applicable	Not Applicable
	"May, 2004"	"2004/05"	175788	Not Applicable	Not Applicable
	"Jun., 2004"	"2004/06"	168376	Not Applicable	Not Applicable
	"Jul., 2004"	"2004/07"	172637	Not Applicable	Not Applicable
	"Aug., 2004"	"2004/08"	171486	Not Applicable	Not Applicable
	"Sep., 2004"	"2004/09"	166889	Not Applicable	Not Applicable
	"Oct., 2004"	"2004/10"	179336	Not Applicable	Not Applicable
	"Nov., 2004"	"2004/11"	175703	Not Applicable	Not Applicable
	"Dec., 2004"	"2004/12"	192328	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	205676	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	193466	Not Applicable	Not Applicable
	"Mar., 2005"	"2005/03"	209851	Not Applicable	Not Applicable
	"Apr., 2005"	"2005/04"	185666	Not Applicable	Not Applicable
	"May, 2005"	"2005/05"	181862	Not Applicable	Not Applicable
	"Jun., 2005"	"2005/06"	169735	Not Applicable	Not Applicable
	"Jul., 2005"	"2005/07"	173760	Not Applicable	Not Applicable
	"Aug., 2005"	"2005/08"	173216	Not Applicable	Not Applicable
	"Sep., 2005"	"2005/09"	168349	Not Applicable	Not Applicable
