"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",224399,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",205226,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",223685,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",193603,Not Applicable,Not Applicable
,"May, 1999","1999/05",188813,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",177028,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",183591,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",179279,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",177350,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",192610,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",189122,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",219533,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",244535,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",200292,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",198821,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",187462,Not Applicable,Not Applicable
,"May, 2000","2000/05",190048,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",180132,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",185461,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",185601,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",184038,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",196798,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",196389,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",217278,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",223474,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",195766,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",212365,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",199710,Not Applicable,Not Applicable
,"May, 2001","2001/05",197520,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",188200,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",188231,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",187798,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",185315,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",199298,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",194178,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",207253,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",222870,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",206618,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",223380,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",196946,Not Applicable,Not Applicable
,"May, 2002","2002/05",196811,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",184670,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",190268,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",187904,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",184718,Not Applicable,Not Applicable
,"Oct., 2002","2002/10",197050,Not Applicable,Not Applicable
,"Nov., 2002","2002/11",199430,Not Applicable,Not Applicable
,"Dec., 2002","2002/12",217018,Not Applicable,Not Applicable
,"Jan., 2003","2003/01",221144,Not Applicable,Not Applicable
,"Feb., 2003","2003/02",197867,Not Applicable,Not Applicable
,"Mar., 2003","2003/03",210686,Not Applicable,Not Applicable
,"Apr., 2003","2003/04",196643,Not Applicable,Not Applicable
,"May, 2003","2003/05",196236,Not Applicable,Not Applicable
,"Jun., 2003","2003/06",188678,Not Applicable,Not Applicable
,"Jul., 2003","2003/07",190727,Not Applicable,Not Applicable
,"Aug., 2003","2003/08",189576,Not Applicable,Not Applicable
,"Sep., 2003","2003/09",185694,Not Applicable,Not Applicable
,"Oct., 2003","2003/10",199932,Not Applicable,Not Applicable
,"Nov., 2003","2003/11",198139,Not Applicable,Not Applicable
,"Dec., 2003","2003/12",238569,Not Applicable,Not Applicable
,"Jan., 2004","2004/01",234907,Not Applicable,Not Applicable
,"Feb., 2004","2004/02",201494,Not Applicable,Not Applicable
,"Mar., 2004","2004/03",207246,Not Applicable,Not Applicable
,"Apr., 2004","2004/04",193734,Not Applicable,Not Applicable
,"May, 2004","2004/05",191843,Not Applicable,Not Applicable
,"Jun., 2004","2004/06",183613,Not Applicable,Not Applicable
,"Jul., 2004","2004/07",187936,Not Applicable,Not Applicable
,"Aug., 2004","2004/08",186637,Not Applicable,Not Applicable
,"Sep., 2004","2004/09",181826,Not Applicable,Not Applicable
,"Oct., 2004","2004/10",195474,Not Applicable,Not Applicable
,"Nov., 2004","2004/11",191277,Not Applicable,Not Applicable
,"Dec., 2004","2004/12",209338,Not Applicable,Not Applicable
,"Jan., 2005","2005/01",223725,Not Applicable,Not Applicable
,"Feb., 2005","2005/02",210810,Not Applicable,Not Applicable
,"Mar., 2005","2005/03",228358,Not Applicable,Not Applicable
,"Apr., 2005","2005/04",202220,Not Applicable,Not Applicable
,"May, 2005","2005/05",198200,Not Applicable,Not Applicable
,"Jun., 2005","2005/06",184812,Not Applicable,Not Applicable
,"Jul., 2005","2005/07",188657,Not Applicable,Not Applicable
,"Aug., 2005","2005/08",188074,Not Applicable,Not Applicable
,"Sep., 2005","2005/09",182941,Not Applicable,Not Applicable
,"Oct., 2005","2005/10",195325,Not Applicable,Not Applicable
,"Nov., 2005","2005/11",196085,Not Applicable,Not Applicable
,"Dec., 2005","2005/12",217135,Not Applicable,Not Applicable
,"Jan., 2006","2006/01",217356,Not Applicable,Not Applicable
,"Feb., 2006","2006/02",198640,Not Applicable,Not Applicable
,"Mar., 2006","2006/03",219448,Not Applicable,Not Applicable
,"Apr., 2006","2006/04",199457,Not Applicable,Not Applicable
,"May, 2006","2006/05",197999,Not Applicable,Not Applicable
,"Jun., 2006","2006/06",185827,Not Applicable,Not Applicable
,"Jul., 2006","2006/07",191739,Not Applicable,Not Applicable
,"Aug., 2006","2006/08",188220,Not Applicable,Not Applicable
,"Sep., 2006","2006/09",185633,Not Applicable,Not Applicable
,"Oct., 2006","2006/10",199570,Not Applicable,Not Applicable
,"Nov., 2006","2006/11",197883,Not Applicable,Not Applicable
,"Dec., 2006","2006/12",212773,Not Applicable,Not Applicable
,"Jan., 2007","2007/01",219460,Not Applicable,Not Applicable
,"Feb., 2007","2007/02",202276,Not Applicable,Not Applicable
,"Mar., 2007","2007/03",215368,Not Applicable,Not Applicable
,"Apr., 2007","2007/04",200422,Not Applicable,Not Applicable
,"May, 2007","2007/05",197081,Not Applicable,Not Applicable
,"Jun., 2007","2007/06",185665,Not Applicable,Not Applicable
,"Jul., 2007","2007/07",189638,Not Applicable,Not Applicable
,"Aug., 2007","2007/08",188996,Not Applicable,Not Applicable
,"Sep., 2007","2007/09",185895,Not Applicable,Not Applicable
,"Oct., 2007","2007/10",196093,Not Applicable,Not Applicable
,"Nov., 2007","2007/11",197703,Not Applicable,Not Applicable
,"Dec., 2007","2007/12",214033,Not Applicable,Not Applicable
,"Jan., 2008","2008/01",221308,Not Applicable,Not Applicable
,"Feb., 2008","2008/02",220841,Not Applicable,Not Applicable
,"Mar., 2008","2008/03",230106,Not Applicable,Not Applicable
,"Apr., 2008","2008/04",204348,Not Applicable,Not Applicable
,"May, 2008","2008/05",199919,Not Applicable,Not Applicable
,"Jun., 2008","2008/06",188112,Not Applicable,Not Applicable
,"Jul., 2008","2008/07",189461,Not Applicable,Not Applicable
,"Aug., 2008","2008/08",189394,Not Applicable,Not Applicable
,"Sep., 2008","2008/09",185383,Not Applicable,Not Applicable
,"Oct., 2008","2008/10",198113,Not Applicable,Not Applicable
,"Nov., 2008","2008/11",199180,Not Applicable,Not Applicable
,"Dec., 2008","2008/12",215808,Not Applicable,Not Applicable
,"Jan., 2009","2009/01",220395,Not Applicable,Not Applicable
,"Feb., 2009","2009/02",198034,Not Applicable,Not Applicable
,"Mar., 2009","2009/03",213648,Not Applicable,Not Applicable
,"Apr., 2009","2009/04",200533,Not Applicable,Not Applicable
,"May, 2009","2009/05",198022,Not Applicable,Not Applicable
,"Jun., 2009","2009/06",188438,Not Applicable,Not Applicable
,"Jul., 2009","2009/07",192046,Not Applicable,Not Applicable
,"Aug., 2009","2009/08",190039,Not Applicable,Not Applicable
,"Sep., 2009","2009/09",187298,Not Applicable,Not Applicable
