"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",13500,41976748,32.2
,"2019","2019",13422,41852838,32.1
,"2020","2020",15691,41715352,37.6
,"2021","2021",16976,43012450,39.5
"Total",,,59589,168557388,35.4
