"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",2330,20195642,11.5
,"2019","2019",2333,20195895,11.6
,"2020","2020",2210,20237711,10.9
,"2021","2021",2406,20291548,11.9
"Total",,,9279,80920796,11.5
