"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	17423	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	16097	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	17292	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	15443	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	15111	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	14332	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	14913	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	14551	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	14066	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	15250	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	14882	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	17335	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	18311	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	15288	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	15401	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	14795	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	15125	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	14208	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	14350	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	14515	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	14121	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	14876	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	14787	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	15962	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	16554	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	14438	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	15781	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	14945	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	14904	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	14245	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	14233	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	14327	Not Applicable	Not Applicable
