"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",321745,9267066,3471.9
,"2019","2019",329493,9652665,3413.5
,"2020","2020",398191,9986833,3987.2
,"2021","2021",408867,9904769,4128.0
"Total",,,1458296,38811333,3757.4
