"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",47235,45435335,104.0
,"2019","2019",46482,45141956,103.0
,"2020","2020",56234,44825998,125.4
,"2021","2021",60095,43916474,136.8
"Total",,,210046,179319763,117.1
