"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	324	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	326	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	331	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	335	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	346	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	381	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	383	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	400	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	342	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	330	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	323	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	300	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	353	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	259	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	349	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	344	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	354	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	367	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	433	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	375	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	331	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	326	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	320	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	349	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	328	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	323	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	318	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	330	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	314	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	350	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	380	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	344	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	304	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	334	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	342	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	335	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	353	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	309	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	356	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	280	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	352	Not Applicable	Not Applicable
