"Notes","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"2018 Week 01 ending January 06, 2018","2018/01",53893,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02",63778,Not Applicable,Not Applicable
,"2018 Week 03 ending January 20, 2018","2018/03",61137,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04",59429,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05",57647,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06",57653,Not Applicable,Not Applicable
,"2018 Week 07 ending February 17, 2018","2018/07",56569,Not Applicable,Not Applicable
,"2018 Week 08 ending February 24, 2018","2018/08",54478,Not Applicable,Not Applicable
,"2018 Week 09 ending March 03, 2018","2018/09",53505,Not Applicable,Not Applicable
,"2018 Week 10 ending March 10, 2018","2018/10",53891,Not Applicable,Not Applicable
,"2018 Week 11 ending March 17, 2018","2018/11",53133,Not Applicable,Not Applicable
,"2018 Week 12 ending March 24, 2018","2018/12",52694,Not Applicable,Not Applicable
,"2018 Week 13 ending March 31, 2018","2018/13",51874,Not Applicable,Not Applicable
,"2018 Week 14 ending April 07, 2018","2018/14",52201,Not Applicable,Not Applicable
,"2018 Week 15 ending April 14, 2018","2018/15",52109,Not Applicable,Not Applicable
,"2018 Week 16 ending April 21, 2018","2018/16",50961,Not Applicable,Not Applicable
,"2018 Week 17 ending April 28, 2018","2018/17",50783,Not Applicable,Not Applicable
,"2018 Week 18 ending May 05, 2018","2018/18",50602,Not Applicable,Not Applicable
,"2018 Week 19 ending May 12, 2018","2018/19",49134,Not Applicable,Not Applicable
,"2018 Week 20 ending May 19, 2018","2018/20",47748,Not Applicable,Not Applicable
,"2018 Week 21 ending May 26, 2018","2018/21",48028,Not Applicable,Not Applicable
,"2018 Week 22 ending June 02, 2018","2018/22",48133,Not Applicable,Not Applicable
,"2018 Week 23 ending June 09, 2018","2018/23",48899,Not Applicable,Not Applicable
,"2018 Week 24 ending June 16, 2018","2018/24",48324,Not Applicable,Not Applicable
,"2018 Week 25 ending June 23, 2018","2018/25",48008,Not Applicable,Not Applicable
,"2018 Week 26 ending June 30, 2018","2018/26",47935,Not Applicable,Not Applicable
,"2018 Week 27 ending July 07, 2018","2018/27",48643,Not Applicable,Not Applicable
,"2018 Week 28 ending July 14, 2018","2018/28",48188,Not Applicable,Not Applicable
,"2018 Week 29 ending July 21, 2018","2018/29",47711,Not Applicable,Not Applicable
,"2018 Week 30 ending July 28, 2018","2018/30",47317,Not Applicable,Not Applicable
,"2018 Week 31 ending August 04, 2018","2018/31",47543,Not Applicable,Not Applicable
,"2018 Week 32 ending August 11, 2018","2018/32",47887,Not Applicable,Not Applicable
,"2018 Week 33 ending August 18, 2018","2018/33",47421,Not Applicable,Not Applicable
,"2018 Week 34 ending August 25, 2018","2018/34",47573,Not Applicable,Not Applicable
,"2018 Week 35 ending September 01, 2018","2018/35",47657,Not Applicable,Not Applicable
,"2018 Week 36 ending September 08, 2018","2018/36",47343,Not Applicable,Not Applicable
,"2018 Week 37 ending September 15, 2018","2018/37",48046,Not Applicable,Not Applicable
,"2018 Week 38 ending September 22, 2018","2018/38",48640,Not Applicable,Not Applicable
,"2018 Week 39 ending September 29, 2018","2018/39",48099,Not Applicable,Not Applicable
,"2018 Week 40 ending October 06, 2018","2018/40",49382,Not Applicable,Not Applicable
,"2018 Week 41 ending October 13, 2018","2018/41",48830,Not Applicable,Not Applicable
,"2018 Week 42 ending October 20, 2018","2018/42",49935,Not Applicable,Not Applicable
,"2018 Week 43 ending October 27, 2018","2018/43",50821,Not Applicable,Not Applicable
,"2018 Week 44 ending November 03, 2018","2018/44",50726,Not Applicable,Not Applicable
,"2018 Week 45 ending November 10, 2018","2018/45",50537,Not Applicable,Not Applicable
,"2018 Week 46 ending November 17, 2018","2018/46",51590,Not Applicable,Not Applicable
,"2018 Week 47 ending November 24, 2018","2018/47",51757,Not Applicable,Not Applicable
,"2018 Week 48 ending December 01, 2018","2018/48",52052,Not Applicable,Not Applicable
,"2018 Week 49 ending December 08, 2018","2018/49",52871,Not Applicable,Not Applicable
,"2018 Week 50 ending December 15, 2018","2018/50",53213,Not Applicable,Not Applicable
,"2018 Week 51 ending December 22, 2018","2018/51",53410,Not Applicable,Not Applicable
,"2018 Week 52 ending December 29, 2018","2018/52",52900,Not Applicable,Not Applicable
,"2018 Week Not Available","2018/99",137,Not Applicable,Not Applicable
,"2019 Week 01 ending January 05, 2019","2019/01",55028,Not Applicable,Not Applicable
,"2019 Week 02 ending January 12, 2019","2019/02",55043,Not Applicable,Not Applicable
,"2019 Week 03 ending January 19, 2019","2019/03",55024,Not Applicable,Not Applicable
,"2019 Week 04 ending January 26, 2019","2019/04",54676,Not Applicable,Not Applicable
,"2019 Week 05 ending February 02, 2019","2019/05",54994,Not Applicable,Not Applicable
,"2019 Week 06 ending February 09, 2019","2019/06",55472,Not Applicable,Not Applicable
,"2019 Week 07 ending February 16, 2019","2019/07",54733,Not Applicable,Not Applicable
,"2019 Week 08 ending February 23, 2019","2019/08",54774,Not Applicable,Not Applicable
,"2019 Week 09 ending March 02, 2019","2019/09",54785,Not Applicable,Not Applicable
,"2019 Week 10 ending March 09, 2019","2019/10",55217,Not Applicable,Not Applicable
,"2019 Week 11 ending March 16, 2019","2019/11",54715,Not Applicable,Not Applicable
,"2019 Week 12 ending March 23, 2019","2019/12",53948,Not Applicable,Not Applicable
,"2019 Week 13 ending March 30, 2019","2019/13",53650,Not Applicable,Not Applicable
,"2019 Week 14 ending April 06, 2019","2019/14",53479,Not Applicable,Not Applicable
,"2019 Week 15 ending April 13, 2019","2019/15",52500,Not Applicable,Not Applicable
,"2019 Week 16 ending April 20, 2019","2019/16",51430,Not Applicable,Not Applicable
,"2019 Week 17 ending April 27, 2019","2019/17",50657,Not Applicable,Not Applicable
,"2019 Week 18 ending May 04, 2019","2019/18",51030,Not Applicable,Not Applicable
,"2019 Week 19 ending May 11, 2019","2019/19",50433,Not Applicable,Not Applicable
,"2019 Week 20 ending May 18, 2019","2019/20",50618,Not Applicable,Not Applicable
,"2019 Week 21 ending May 25, 2019","2019/21",50721,Not Applicable,Not Applicable
,"2019 Week 22 ending June 01, 2019","2019/22",49834,Not Applicable,Not Applicable
,"2019 Week 23 ending June 08, 2019","2019/23",50144,Not Applicable,Not Applicable
,"2019 Week 24 ending June 15, 2019","2019/24",49660,Not Applicable,Not Applicable
,"2019 Week 25 ending June 22, 2019","2019/25",49371,Not Applicable,Not Applicable
,"2019 Week 26 ending June 29, 2019","2019/26",49214,Not Applicable,Not Applicable
,"2019 Week 27 ending July 06, 2019","2019/27",49271,Not Applicable,Not Applicable
,"2019 Week 28 ending July 13, 2019","2019/28",48914,Not Applicable,Not Applicable
,"2019 Week 29 ending July 20, 2019","2019/29",48689,Not Applicable,Not Applicable
,"2019 Week 30 ending July 27, 2019","2019/30",48705,Not Applicable,Not Applicable
,"2019 Week 31 ending August 03, 2019","2019/31",48532,Not Applicable,Not Applicable
,"2019 Week 32 ending August 10, 2019","2019/32",48769,Not Applicable,Not Applicable
,"2019 Week 33 ending August 17, 2019","2019/33",48255,Not Applicable,Not Applicable
,"2019 Week 34 ending August 24, 2019","2019/34",48166,Not Applicable,Not Applicable
