"Notes"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"2018 Week 01 ending January 06, 2018"	"2018/01"	51403	Not Applicable	Not Applicable
	"2018 Week 02 ending January 13, 2018"	"2018/02"	60657	Not Applicable	Not Applicable
	"2018 Week 03 ending January 20, 2018"	"2018/03"	58108	Not Applicable	Not Applicable
	"2018 Week 04 ending January 27, 2018"	"2018/04"	56648	Not Applicable	Not Applicable
	"2018 Week 05 ending February 03, 2018"	"2018/05"	54691	Not Applicable	Not Applicable
	"2018 Week 06 ending February 10, 2018"	"2018/06"	54995	Not Applicable	Not Applicable
	"2018 Week 07 ending February 17, 2018"	"2018/07"	53661	Not Applicable	Not Applicable
	"2018 Week 08 ending February 24, 2018"	"2018/08"	51828	Not Applicable	Not Applicable
	"2018 Week 09 ending March 03, 2018"	"2018/09"	50931	Not Applicable	Not Applicable
	"2018 Week 10 ending March 10, 2018"	"2018/10"	51231	Not Applicable	Not Applicable
	"2018 Week 11 ending March 17, 2018"	"2018/11"	50579	Not Applicable	Not Applicable
	"2018 Week 12 ending March 24, 2018"	"2018/12"	50191	Not Applicable	Not Applicable
	"2018 Week 13 ending March 31, 2018"	"2018/13"	49389	Not Applicable	Not Applicable
	"2018 Week 14 ending April 07, 2018"	"2018/14"	49627	Not Applicable	Not Applicable
	"2018 Week 15 ending April 14, 2018"	"2018/15"	49586	Not Applicable	Not Applicable
	"2018 Week 16 ending April 21, 2018"	"2018/16"	48390	Not Applicable	Not Applicable
	"2018 Week 17 ending April 28, 2018"	"2018/17"	48128	Not Applicable	Not Applicable
	"2018 Week 18 ending May 05, 2018"	"2018/18"	48353	Not Applicable	Not Applicable
	"2018 Week 19 ending May 12, 2018"	"2018/19"	46766	Not Applicable	Not Applicable
	"2018 Week 20 ending May 19, 2018"	"2018/20"	45327	Not Applicable	Not Applicable
	"2018 Week 21 ending May 26, 2018"	"2018/21"	45681	Not Applicable	Not Applicable
	"2018 Week 22 ending June 02, 2018"	"2018/22"	45696	Not Applicable	Not Applicable
	"2018 Week 23 ending June 09, 2018"	"2018/23"	46689	Not Applicable	Not Applicable
	"2018 Week 24 ending June 16, 2018"	"2018/24"	45953	Not Applicable	Not Applicable
	"2018 Week 25 ending June 23, 2018"	"2018/25"	45776	Not Applicable	Not Applicable
	"2018 Week 26 ending June 30, 2018"	"2018/26"	45515	Not Applicable	Not Applicable
	"2018 Week 27 ending July 07, 2018"	"2018/27"	46341	Not Applicable	Not Applicable
	"2018 Week 28 ending July 14, 2018"	"2018/28"	45918	Not Applicable	Not Applicable
	"2018 Week 29 ending July 21, 2018"	"2018/29"	45460	Not Applicable	Not Applicable
	"2018 Week 30 ending July 28, 2018"	"2018/30"	44995	Not Applicable	Not Applicable
	"2018 Week 31 ending August 04, 2018"	"2018/31"	45361	Not Applicable	Not Applicable
	"2018 Week 32 ending August 11, 2018"	"2018/32"	45798	Not Applicable	Not Applicable
	"2018 Week 33 ending August 18, 2018"	"2018/33"	45076	Not Applicable	Not Applicable
	"2018 Week 34 ending August 25, 2018"	"2018/34"	45071	Not Applicable	Not Applicable
	"2018 Week 35 ending September 01, 2018"	"2018/35"	45237	Not Applicable	Not Applicable
	"2018 Week 36 ending September 08, 2018"	"2018/36"	45194	Not Applicable	Not Applicable
	"2018 Week 37 ending September 15, 2018"	"2018/37"	45726	Not Applicable	Not Applicable
	"2018 Week 38 ending September 22, 2018"	"2018/38"	46240	Not Applicable	Not Applicable
	"2018 Week 39 ending September 29, 2018"	"2018/39"	45637	Not Applicable	Not Applicable
	"2018 Week 40 ending October 06, 2018"	"2018/40"	46916	Not Applicable	Not Applicable
	"2018 Week 41 ending October 13, 2018"	"2018/41"	46486	Not Applicable	Not Applicable
	"2018 Week 42 ending October 20, 2018"	"2018/42"	47383	Not Applicable	Not Applicable
	"2018 Week 43 ending October 27, 2018"	"2018/43"	48093	Not Applicable	Not Applicable
	"2018 Week 44 ending November 03, 2018"	"2018/44"	48169	Not Applicable	Not Applicable
	"2018 Week 45 ending November 10, 2018"	"2018/45"	48058	Not Applicable	Not Applicable
	"2018 Week 46 ending November 17, 2018"	"2018/46"	49028	Not Applicable	Not Applicable
	"2018 Week 47 ending November 24, 2018"	"2018/47"	49087	Not Applicable	Not Applicable
	"2018 Week 48 ending December 01, 2018"	"2018/48"	49240	Not Applicable	Not Applicable
	"2018 Week 49 ending December 08, 2018"	"2018/49"	50160	Not Applicable	Not Applicable
	"2018 Week 50 ending December 15, 2018"	"2018/50"	50580	Not Applicable	Not Applicable
	"2018 Week 51 ending December 22, 2018"	"2018/51"	50662	Not Applicable	Not Applicable
	"2018 Week 52 ending December 29, 2018"	"2018/52"	50150	Not Applicable	Not Applicable
	"2018 Week Not Available"	"2018/99"	140	Not Applicable	Not Applicable
	"2019 Week 01 ending January 05, 2019"	"2019/01"	52212	Not Applicable	Not Applicable
	"2019 Week 02 ending January 12, 2019"	"2019/02"	52256	Not Applicable	Not Applicable
	"2019 Week 03 ending January 19, 2019"	"2019/03"	52156	Not Applicable	Not Applicable
	"2019 Week 04 ending January 26, 2019"	"2019/04"	51912	Not Applicable	Not Applicable
	"2019 Week 05 ending February 02, 2019"	"2019/05"	52037	Not Applicable	Not Applicable
