"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2020","2020","Arizona","04",18201,641387,2837.8
,"2020","2020","Arkansas","05",9299,242585,3833.3
,"2020","2020","California","06",67330,2603700,2585.9
,"2020","2020","Colorado","08",10176,389473,2612.8
,"2020","2020","Connecticut","09",7631,279497,2730.3
,"2020","2020","Delaware","10",2656,90831,2924.1
,"2020","2020","District of Columbia","11",1265,38509,3284.9
,"2020","2020","Florida","12",55032,2116066,2600.7
,"2020","2020","Georgia","13",24734,720583,3432.5
,"2020","2020","Hawaii","15",2574,119929,2146.3
,"2020","2020","Idaho","16",4005,139347,2874.1
,"2020","2020","Illinois","17",29239,903233,3237.1
,"2020","2020","Indiana","18",17927,488561,3669.3
,"2020","2020","Iowa","19",7695,238374,3228.1
,"2020","2020","Kansas","20",7082,207748,3408.9
,"2020","2020","Kentucky","21",13372,345732,3867.7
,"2020","2020","Louisiana","22",13171,337706,3900.1
,"2020","2020","Maine","23",3690,131508,2805.9
,"2020","2020","Maryland","24",13192,435672,3028.0
,"2020","2020","Massachusetts","25",14541,521680,2787.3
,"2020","2020","Michigan","26",26867,797551,3368.7
,"2020","2020","Minnesota","27",10997,404196,2720.7
,"2020","2020","Mississippi","28",9525,223770,4256.6
,"2020","2020","Missouri","29",16975,478861,3544.9
,"2020","2020","Montana","30",2829,94746,2985.9
,"2020","2020","Nebraska","31",4326,135615,3189.9
,"2020","2020","Nevada","32",8074,244675,3299.9
,"2020","2020","New Hampshire","33",3043,116701,2607.5
,"2020","2020","New Jersey","34",20620,655639,3145.0
,"2020","2020","New Mexico","35",5276,177503,2972.3
,"2020","2020","New York","36",44249,1455152,3040.9
,"2020","2020","North Carolina","37",26162,826332,3166.0
,"2020","2020","North Dakota","38",1574,50038,3145.6
,"2020","2020","Ohio","39",32504,914614,3553.8
,"2020","2020","Oklahoma","40",11762,290258,4052.3
,"2020","2020","Oregon","41",9388,358374,2619.6
,"2020","2020","Pennsylvania","42",33920,1054987,3215.2
,"2020","2020","Rhode Island","44",2444,82536,2961.1
,"2020","2020","South Carolina","45",15152,457129,3314.6
,"2020","2020","South Dakota","46",2037,65142,3127.0
,"2020","2020","Tennessee","47",20164,537563,3751.0
,"2020","2020","Texas","48",57744,1722595,3352.2
,"2020","2020","Utah","49",4594,169565,2709.3
,"2020","2020","Vermont","50",1468,57635,2547.1
,"2020","2020","Virginia","51",18680,633043,2950.8
,"2020","2020","Washington","53",14455,559577,2583.2
,"2020","2020","West Virginia","54",6444,169705,3797.2
,"2020","2020","Wisconsin","55",13708,452680,3028.2
,"2020","2020","Wyoming","56",1453,45556,3189.5
"Total","2020","2020",,,766310,24662564,3107.2
,"2021","2021","Alabama","01",17087,407928,4188.7
,"2021","2021","Alaska","02",1421,44042,3226.5
,"2021","2021","Arizona","04",20031,629943,3179.8
,"2021","2021","Arkansas","05",9917,241831,4100.8
,"2021","2021","California","06",71425,2642817,2702.6
,"2021","2021","Colorado","08",10698,399765,2676.1
,"2021","2021","Connecticut","09",7201,285568,2521.6
,"2021","2021","Delaware","10",2782,93762,2967.1
,"2021","2021","District of Columbia","11",1208,37627,3210.5
,"2021","2021","Florida","12",61237,2126878,2879.2
,"2021","2021","Georgia","13",27125,732808,3701.5
,"2021","2021","Hawaii","15",2700,126329,2137.3
,"2021","2021","Idaho","16",4475,146004,3065.0
,"2021","2021","Illinois","17",28448,926203,3071.5
,"2021","2021","Indiana","18",18547,497068,3731.3
,"2021","2021","Iowa","19",7723,244909,3153.4
,"2021","2021","Kansas","20",7277,213634,3406.3
,"2021","2021","Kentucky","21",14936,351335,4251.2
,"2021","2021","Louisiana","22",13295,342528,3881.4
,"2021","2021","Maine","23",4103,136110,3014.5
,"2021","2021","Maryland","24",13087,449798,2909.5
,"2021","2021","Massachusetts","25",13884,540700,2567.8
,"2021","2021","Michigan","26",27788,818318,3395.7
,"2021","2021","Minnesota","27",11312,416997,2712.7
,"2021","2021","Mississippi","28",9840,224597,4381.2
,"2021","2021","Missouri","29",17322,483689,3581.2
,"2021","2021","Montana","30",3020,98095,3078.6
,"2021","2021","Nebraska","31",4224,140775,3000.5
,"2021","2021","Nevada","32",8572,246453,3478.1
,"2021","2021","New Hampshire","33",3401,120598,2820.1
,"2021","2021","New Jersey","34",18268,690855,2644.3
,"2021","2021","New Mexico","35",5605,181777,3083.4
,"2021","2021","New York","36",40283,1530584,2631.9
,"2021","2021","North Carolina","37",28341,829523,3416.5
,"2021","2021","North Dakota","38",1583,52197,3032.7
,"2021","2021","Ohio","39",34451,934119,3688.1
,"2021","2021","Oklahoma","40",12506,290557,4304.1
,"2021","2021","Oregon","41",10898,366935,2970.0
,"2021","2021","Pennsylvania","42",35309,1085662,3252.3
,"2021","2021","Rhode Island","44",2437,86994,2801.3
,"2021","2021","South Carolina","45",16230,458613,3538.9
,"2021","2021","South Dakota","46",1988,67051,2964.9
,"2021","2021","Tennessee","47",22055,546530,4035.5
,"2021","2021","Texas","48",62316,1746733,3567.6
,"2021","2021","Utah","49",4914,175865,2794.2
,"2021","2021","Vermont","50",1561,61050,2556.9
,"2021","2021","Virginia","51",20408,644055,3168.7
,"2021","2021","Washington","53",16231,574114,2827.1
,"2021","2021","West Virginia","54",7395,171626,4308.8
,"2021","2021","Wisconsin","55",13691,468213,2924.1
,"2021","2021","Wyoming","56",1593,46409,3432.5
"Total","2021","2021",,,802149,25176571,3186.1
"Total",,,,,2813376,96192721,2924.7
