"Notes","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"2018 Week 01 ending January 06, 2018","2018/01",18716,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02",22615,Not Applicable,Not Applicable
,"2018 Week 03 ending January 20, 2018","2018/03",21662,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04",21011,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05",19928,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06",19718,Not Applicable,Not Applicable
,"2018 Week 07 ending February 17, 2018","2018/07",19390,Not Applicable,Not Applicable
,"2018 Week 08 ending February 24, 2018","2018/08",18682,Not Applicable,Not Applicable
,"2018 Week 09 ending March 03, 2018","2018/09",17818,Not Applicable,Not Applicable
,"2018 Week 10 ending March 10, 2018","2018/10",17979,Not Applicable,Not Applicable
,"2018 Week 11 ending March 17, 2018","2018/11",17780,Not Applicable,Not Applicable
,"2018 Week 12 ending March 24, 2018","2018/12",17981,Not Applicable,Not Applicable
,"2018 Week 13 ending March 31, 2018","2018/13",17574,Not Applicable,Not Applicable
,"2018 Week 14 ending April 07, 2018","2018/14",17267,Not Applicable,Not Applicable
,"2018 Week 15 ending April 14, 2018","2018/15",17351,Not Applicable,Not Applicable
,"2018 Week 16 ending April 21, 2018","2018/16",16930,Not Applicable,Not Applicable
,"2018 Week 17 ending April 28, 2018","2018/17",16894,Not Applicable,Not Applicable
,"2018 Week 18 ending May 05, 2018","2018/18",16607,Not Applicable,Not Applicable
,"2018 Week 19 ending May 12, 2018","2018/19",15777,Not Applicable,Not Applicable
,"2018 Week 20 ending May 19, 2018","2018/20",15343,Not Applicable,Not Applicable
,"2018 Week 21 ending May 26, 2018","2018/21",15527,Not Applicable,Not Applicable
,"2018 Week 22 ending June 02, 2018","2018/22",15187,Not Applicable,Not Applicable
,"2018 Week 23 ending June 09, 2018","2018/23",15613,Not Applicable,Not Applicable
,"2018 Week 24 ending June 16, 2018","2018/24",15515,Not Applicable,Not Applicable
,"2018 Week 25 ending June 23, 2018","2018/25",15384,Not Applicable,Not Applicable
,"2018 Week 26 ending June 30, 2018","2018/26",15161,Not Applicable,Not Applicable
,"2018 Week 27 ending July 07, 2018","2018/27",15195,Not Applicable,Not Applicable
,"2018 Week 28 ending July 14, 2018","2018/28",15235,Not Applicable,Not Applicable
,"2018 Week 29 ending July 21, 2018","2018/29",15268,Not Applicable,Not Applicable
,"2018 Week 30 ending July 28, 2018","2018/30",14930,Not Applicable,Not Applicable
,"2018 Week 31 ending August 04, 2018","2018/31",14869,Not Applicable,Not Applicable
,"2018 Week 32 ending August 11, 2018","2018/32",15023,Not Applicable,Not Applicable
,"2018 Week 33 ending August 18, 2018","2018/33",15057,Not Applicable,Not Applicable
,"2018 Week 34 ending August 25, 2018","2018/34",14913,Not Applicable,Not Applicable
,"2018 Week 35 ending September 01, 2018","2018/35",15270,Not Applicable,Not Applicable
,"2018 Week 36 ending September 08, 2018","2018/36",14873,Not Applicable,Not Applicable
,"2018 Week 37 ending September 15, 2018","2018/37",15337,Not Applicable,Not Applicable
,"2018 Week 38 ending September 22, 2018","2018/38",15446,Not Applicable,Not Applicable
,"2018 Week 39 ending September 29, 2018","2018/39",15417,Not Applicable,Not Applicable
,"2018 Week 40 ending October 06, 2018","2018/40",15754,Not Applicable,Not Applicable
,"2018 Week 41 ending October 13, 2018","2018/41",15816,Not Applicable,Not Applicable
,"2018 Week 42 ending October 20, 2018","2018/42",16169,Not Applicable,Not Applicable
,"2018 Week 43 ending October 27, 2018","2018/43",16489,Not Applicable,Not Applicable
,"2018 Week 44 ending November 03, 2018","2018/44",16799,Not Applicable,Not Applicable
,"2018 Week 45 ending November 10, 2018","2018/45",16451,Not Applicable,Not Applicable
,"2018 Week 46 ending November 17, 2018","2018/46",16857,Not Applicable,Not Applicable
,"2018 Week 47 ending November 24, 2018","2018/47",17179,Not Applicable,Not Applicable
,"2018 Week 48 ending December 01, 2018","2018/48",17228,Not Applicable,Not Applicable
,"2018 Week 49 ending December 08, 2018","2018/49",17466,Not Applicable,Not Applicable
,"2018 Week 50 ending December 15, 2018","2018/50",17856,Not Applicable,Not Applicable
,"2018 Week 51 ending December 22, 2018","2018/51",17761,Not Applicable,Not Applicable
,"2018 Week 52 ending December 29, 2018","2018/52",17122,Not Applicable,Not Applicable
,"2018 Week Not Available","2018/99",Suppressed,Not Applicable,Not Applicable
,"2019 Week 01 ending January 05, 2019","2019/01",18198,Not Applicable,Not Applicable
,"2019 Week 02 ending January 12, 2019","2019/02",18160,Not Applicable,Not Applicable
,"2019 Week 03 ending January 19, 2019","2019/03",18508,Not Applicable,Not Applicable
,"2019 Week 04 ending January 26, 2019","2019/04",18104,Not Applicable,Not Applicable
