"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2023 (provisional and partial)","2023","New Jersey","34",335,519195,64.5
,"2023 (provisional and partial)","2023","New Mexico","35",100,115008,87.0
,"2023 (provisional and partial)","2023","New York","36",793,1099062,72.2
,"2023 (provisional and partial)","2023","North Carolina","37",697,589463,118.2
,"2023 (provisional and partial)","2023","North Dakota","38",45,51390,87.6
,"2023 (provisional and partial)","2023","Ohio","39",794,673707,117.9
,"2023 (provisional and partial)","2023","Oklahoma","40",291,246369,118.1
,"2023 (provisional and partial)","2023","Oregon","41",152,212784,71.4
,"2023 (provisional and partial)","2023","Pennsylvania","42",622,681354,91.3
,"2023 (provisional and partial)","2023","Rhode Island","44",44,53550,82.2
,"2023 (provisional and partial)","2023","South Carolina","45",376,282964,132.9
,"2023 (provisional and partial)","2023","South Dakota","46",68,58668,115.9
,"2023 (provisional and partial)","2023","Tennessee","47",523,402350,130.0
,"2023 (provisional and partial)","2023","Texas","48",2010,1905442,105.5
,"2023 (provisional and partial)","2023","Utah","49",210,237234,88.5
,"2023 (provisional and partial)","2023","Vermont","50",16,28249,Unreliable
,"2023 (provisional and partial)","2023","Virginia","51",466,490808,94.9
,"2023 (provisional and partial)","2023","Washington","53",370,434017,85.3
,"2023 (provisional and partial)","2023","West Virginia","54",85,89407,95.1
,"2023 (provisional and partial)","2023","Wisconsin","55",300,320245,93.7
,"2023 (provisional and partial)","2023","Wyoming","56",22,32291,68.1
"Total","2023 (provisional and partial)","2023",,,17713,18827338,94.1
"Total",,,,,42384,37654676,112.6
