"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01",59105,Not Applicable,Not Applicable
,"Feb., 2022 (provisional)","2022/02",45669,Not Applicable,Not Applicable
,"Mar., 2022 (provisional)","2022/03",41880,Not Applicable,Not Applicable
,"Apr., 2022 (provisional)","2022/04",39140,Not Applicable,Not Applicable
,"May, 2022 (provisional)","2022/05",40570,Not Applicable,Not Applicable
,"Jun., 2022 (provisional)","2022/06",39316,Not Applicable,Not Applicable
,"Jul., 2022 (provisional)","2022/07",41229,Not Applicable,Not Applicable
,"Aug., 2022 (provisional)","2022/08",41050,Not Applicable,Not Applicable
,"Sep., 2022 (provisional)","2022/09",40089,Not Applicable,Not Applicable
,"Oct., 2022 (provisional)","2022/10",43250,Not Applicable,Not Applicable
,"Nov., 2022 (provisional)","2022/11",43466,Not Applicable,Not Applicable
,"Dec., 2022 (provisional)","2022/12",50063,Not Applicable,Not Applicable
,"Jan., 2023 (provisional)","2023/01",48590,Not Applicable,Not Applicable
,"Feb., 2023 (provisional)","2023/02",41142,Not Applicable,Not Applicable
,"Mar., 2023 (provisional)","2023/03",44080,Not Applicable,Not Applicable
,"Apr., 2023 (provisional)","2023/04",40124,Not Applicable,Not Applicable
,"May, 2023 (provisional)","2023/05",39609,Not Applicable,Not Applicable
,"Jun., 2023 (provisional)","2023/06",37239,Not Applicable,Not Applicable
,"Jul., 2023 (provisional)","2023/07",37474,Not Applicable,Not Applicable
,"Aug., 2023 (provisional)","2023/08",38286,Not Applicable,Not Applicable
,"Sep., 2023 (provisional)","2023/09",37989,Not Applicable,Not Applicable
,"Oct., 2023 (provisional and partial)","2023/10",23235,Not Applicable,Not Applicable
"Total",,,912595,Not Applicable,Not Applicable
