"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018","2018","Alabama","01",2137,314492,679.5
,"2018","2018","Alaska","02",251,44559,563.3
,"2018","2018","Arizona","04",2058,418625,491.6
,"2018","2018","Arkansas","05",1248,184495,676.4
,"2018","2018","California","06",9367,2503891,374.1
,"2018","2018","Colorado","08",1347,342590,393.2
,"2018","2018","Connecticut","09",983,259975,378.1
,"2018","2018","Delaware","10",366,64059,571.3
,"2018","2018","District of Columbia","11",236,36666,643.6
,"2018","2018","Florida","12",6720,1394517,481.9
,"2018","2018","Georgia","13",3606,693019,520.3
,"2018","2018","Hawaii","15",355,85119,417.1
,"2018","2018","Idaho","16",453,98253,461.1
,"2018","2018","Illinois","17",3681,821957,447.8
,"2018","2018","Indiana","18",2360,420738,560.9
,"2018","2018","Iowa","19",851,189064,450.1
,"2018","2018","Kansas","20",810,168948,479.4
,"2018","2018","Kentucky","21",2021,291182,694.1
,"2018","2018","Louisiana","22",1849,287860,642.3
,"2018","2018","Maine","23",469,94463,496.5
,"2018","2018","Maryland","24",2028,421586,481.0
,"2018","2018","Massachusetts","25",1762,477738,368.8
,"2018","2018","Michigan","26",3432,660148,519.9
,"2018","2018","Minnesota","27",1316,354569,371.2
,"2018","2018","Mississippi","28",1367,184460,741.1
,"2018","2018","Missouri","29",2220,381749,581.5
,"2018","2018","Montana","30",290,61392,472.4
,"2018","2018","Nebraska","31",498,110281,451.6
,"2018","2018","Nevada","32",991,193714,511.6
,"2018","2018","New Hampshire","33",446,100374,444.3
,"2018","2018","New Jersey","34",2572,633534,406.0
,"2018","2018","New Mexico","35",741,121582,609.5
,"2018","2018","New York","36",5115,1315115,388.9
,"2018","2018","North Carolina","37",3528,680546,518.4
,"2018","2018","North Dakota","38",185,40793,453.5
,"2018","2018","Ohio","39",4208,752351,559.3
,"2018","2018","Oklahoma","40",1582,227992,693.9
,"2018","2018","Oregon","41",1074,248366,432.4
,"2018","2018","Pennsylvania","42",4084,855188,477.6
,"2018","2018","Rhode Island","44",260,73227,355.1
,"2018","2018","South Carolina","45",1924,326336,589.6
,"2018","2018","South Dakota","46",230,49840,461.5
,"2018","2018","Tennessee","47",2999,439985,681.6
,"2018","2018","Texas","48",8055,1705590,472.3
,"2018","2018","Utah","49",575,149505,384.6
,"2018","2018","Vermont","50",180,42187,426.7
,"2018","2018","Virginia","51",2621,567303,462.0
,"2018","2018","Washington","53",1834,459123,399.5
,"2018","2018","West Virginia","54",953,117965,807.9
,"2018","2018","Wisconsin","55",1546,385213,401.3
,"2018","2018","Wyoming","56",180,32340,556.6
"Total","2018","2018",,,99964,20884564,478.7
,"2019","2019","Alabama","01",2028,307665,659.2
,"2019","2019","Alaska","02",204,42827,476.3
,"2019","2019","Arizona","04",2015,418747,481.2
,"2019","2019","Arkansas","05",1192,179318,664.7
,"2019","2019","California","06",9113,2464326,369.8
,"2019","2019","Colorado","08",1323,340915,388.1
,"2019","2019","Connecticut","09",966,251411,384.2
,"2019","2019","Delaware","10",305,62196,490.4
,"2019","2019","District of Columbia","11",245,35824,683.9
,"2019","2019","Florida","12",6557,1368978,479.0
,"2019","2019","Georgia","13",3598,686956,523.8
,"2019","2019","Hawaii","15",373,83612,446.1
,"2019","2019","Idaho","16",392,98974,396.1
,"2019","2019","Illinois","17",3552,799861,444.1
,"2019","2019","Indiana","18",2268,410140,553.0
,"2019","2019","Iowa","19",836,184293,453.6
,"2019","2019","Kansas","20",770,163897,469.8
,"2019","2019","Kentucky","21",2040,282974,720.9
,"2019","2019","Louisiana","22",1835,278851,658.1
,"2019","2019","Maine","23",434,91422,474.7
,"2019","2019","Maryland","24",1905,409693,465.0
,"2019","2019","Massachusetts","25",1795,464577,386.4
,"2019","2019","Michigan","26",3162,642148,492.4
,"2019","2019","Minnesota","27",1234,344518,358.2
,"2019","2019","Mississippi","28",1254,180207,695.9
,"2019","2019","Missouri","29",2127,369479,575.7
,"2019","2019","Montana","30",307,59411,516.7
,"2019","2019","Nebraska","31",502,107106,468.7
,"2019","2019","Nevada","32",943,194067,485.9
,"2019","2019","New Hampshire","33",398,97050,410.1
,"2019","2019","New Jersey","34",2433,615939,395.0
,"2019","2019","New Mexico","35",750,118274,634.1
,"2019","2019","New York","36",4994,1275053,391.7
,"2019","2019","North Carolina","37",3391,675468,502.0
,"2019","2019","North Dakota","38",165,39507,417.6
,"2019","2019","Ohio","39",4043,733862,550.9
,"2019","2019","Oklahoma","40",1497,223142,670.9
,"2019","2019","Oregon","41",1055,248249,425.0
,"2019","2019","Pennsylvania","42",4036,830501,486.0
,"2019","2019","Rhode Island","44",310,71186,435.5
,"2019","2019","South Carolina","45",1887,322412,585.3
,"2019","2019","South Dakota","46",214,48224,443.8
,"2019","2019","Tennessee","47",2869,433284,662.2
,"2019","2019","Texas","48",7789,1700691,458.0
,"2019","2019","Utah","49",610,151496,402.7
,"2019","2019","Vermont","50",179,40716,439.6
,"2019","2019","Virginia","51",2331,552768,421.7
,"2019","2019","Washington","53",1840,456224,403.3
,"2019","2019","West Virginia","54",848,115086,736.8
,"2019","2019","Wisconsin","55",1578,372225,423.9
,"2019","2019","Wyoming","56",162,31401,515.9
"Total","2019","2019",,,96654,20477151,472.0
,"2020","2020","Alabama","01",2485,305693,812.9
,"2020","2020","Alaska","02",229,42291,541.5
,"2020","2020","Arizona","04",2554,426594,598.7
,"2020","2020","Arkansas","05",1302,178352,730.0
,"2020","2020","California","06",11360,2457952,462.2
,"2020","2020","Colorado","08",1632,344624,473.6
,"2020","2020","Connecticut","09",1157,245442,471.4
,"2020","2020","Delaware","10",366,61541,594.7
,"2020","2020","District of Columbia","11",265,35610,744.2
,"2020","2020","Florida","12",7453,1369217,544.3
,"2020","2020","Georgia","13",4150,692250,599.5
,"2020","2020","Hawaii","15",379,83325,454.8
,"2020","2020","Idaho","16",447,101277,441.4
,"2020","2020","Illinois","17",4294,788673,544.5
,"2020","2020","Indiana","18",2595,407516,636.8
,"2020","2020","Iowa","19",991,182403,543.3
,"2020","2020","Kansas","20",919,162031,567.2
,"2020","2020","Kentucky","21",2206,279414,789.5
,"2020","2020","Louisiana","22",2143,273592,783.3
,"2020","2020","Maine","23",463,90055,514.1
,"2020","2020","Maryland","24",2174,403262,539.1
,"2020","2020","Massachusetts","25",1954,456369,428.2
,"2020","2020","Michigan","26",3799,634675,598.6
,"2020","2020","Minnesota","27",1467,339589,432.0
,"2020","2020","Mississippi","28",1612,178610,902.5
,"2020","2020","Missouri","29",2349,364782,643.9
,"2020","2020","Montana","30",355,59026,601.4
,"2020","2020","Nebraska","31",511,105976,482.2
,"2020","2020","Nevada","32",1204,197934,608.3
,"2020","2020","New Hampshire","33",386,95106,405.9
,"2020","2020","New Jersey","34",3132,606560,516.4
,"2020","2020","New Mexico","35",906,116926,774.8
,"2020","2020","New York","36",6570,1250590,525.4
,"2020","2020","North Carolina","37",3951,682348,579.0
,"2020","2020","North Dakota","38",202,38775,521.0
,"2020","2020","Ohio","39",4581,727518,629.7
,"2020","2020","Oklahoma","40",1691,222945,758.5
,"2020","2020","Oregon","41",1219,252733,482.3
,"2020","2020","Pennsylvania","42",4445,815481,545.1
,"2020","2020","Rhode Island","44",311,69430,447.9
,"2020","2020","South Carolina","45",2301,324378,709.4
,"2020","2020","South Dakota","46",246,47567,517.2
,"2020","2020","Tennessee","47",3273,434689,753.0
,"2020","2020","Texas","48",9920,1726449,574.6
,"2020","2020","Utah","49",662,156123,424.0
,"2020","2020","Vermont","50",190,39961,475.5
,"2020","2020","Virginia","51",2817,548618,513.5
,"2020","2020","Washington","53",2127,461427,461.0
,"2020","2020","West Virginia","54",983,113789,863.9
,"2020","2020","Wisconsin","55",1802,364455,494.4
,"2020","2020","Wyoming","56",181,31584,573.1
"Total","2020","2020",,,114711,20395527,562.4
,"2021","2021","Alabama","01",2951,320799,919.9
,"2021","2021","Alaska","02",327,42538,768.7
,"2021","2021","Arizona","04",3091,429161,720.2
,"2021","2021","Arkansas","05",1638,182164,899.2
,"2021","2021","California","06",12829,2497533,513.7
,"2021","2021","Colorado","08",1810,354748,510.2
,"2021","2021","Connecticut","09",1111,247603,448.7
,"2021","2021","Delaware","10",401,62582,640.8
,"2021","2021","District of Columbia","11",254,34616,733.8
,"2021","2021","Florida","12",9047,1397438,647.4
,"2021","2021","Georgia","13",5055,712735,709.2
,"2021","2021","Hawaii","15",452,86900,520.1
,"2021","2021","Idaho","16",593,107832,549.9
,"2021","2021","Illinois","17",4469,809035,552.4
,"2021","2021","Indiana","18",2921,419439,696.4
,"2021","2021","Iowa","19",988,186888,528.7
,"2021","2021","Kansas","20",1022,166172,615.0
,"2021","2021","Kentucky","21",2694,286712,939.6
,"2021","2021","Louisiana","22",2465,274969,896.5
,"2021","2021","Maine","23",554,91904,602.8
,"2021","2021","Maryland","24",2227,411958,540.6
,"2021","2021","Massachusetts","25",1967,464384,423.6
,"2021","2021","Michigan","26",4194,648901,646.3
,"2021","2021","Minnesota","27",1493,345557,432.1
,"2021","2021","Mississippi","28",1823,181934,1002.0
,"2021","2021","Missouri","29",2634,372440,707.2
,"2021","2021","Montana","30",386,61516,627.5
,"2021","2021","Nebraska","31",573,109454,523.5
,"2021","2021","Nevada","32",1401,203128,689.7
,"2021","2021","New Hampshire","33",434,96648,449.1
,"2021","2021","New Jersey","34",3037,635259,478.1
,"2021","2021","New Mexico","35",1051,119417,880.1
,"2021","2021","New York","36",6199,1295209,478.6
,"2021","2021","North Carolina","37",4659,696034,669.4
,"2021","2021","North Dakota","38",220,39713,554.0
,"2021","2021","Ohio","39",5345,746126,716.4
,"2021","2021","Oklahoma","40",2107,228433,922.4
,"2021","2021","Oregon","41",1453,261060,556.6
,"2021","2021","Pennsylvania","42",5061,834564,606.4
,"2021","2021","Rhode Island","44",347,71867,482.8
,"2021","2021","South Carolina","45",2692,328232,820.2
,"2021","2021","South Dakota","46",328,48279,679.4
,"2021","2021","Tennessee","47",4117,449921,915.0
,"2021","2021","Texas","48",11763,1784120,659.3
,"2021","2021","Utah","49",778,166975,465.9
,"2021","2021","Vermont","50",204,41641,489.9
,"2021","2021","Virginia","51",2984,559073,533.7
,"2021","2021","Washington","53",2381,475233,501.0
,"2021","2021","West Virginia","54",1244,116503,1067.8
,"2021","2021","Wisconsin","55",1920,369340,519.8
,"2021","2021","Wyoming","56",199,32239,617.3
"Total","2021","2021",,,129893,20906926,621.3
"Total",,,,,441222,82664168,533.8
