"Notes","Year","Year Code","State","State Code",Deaths,Population,Crude Rate
,"1999","1999","Alabama","01",414,306182,135.2
,"1999","1999","Alaska","02",42,39451,106.5
,"1999","1999","Arizona","04",371,350911,105.7
,"1999","1999","Arkansas","05",219,179622,121.9
,"1999","1999","California","06",1782,2303169,77.4
,"1999","1999","Colorado","08",228,294419,77.4
,"1999","1999","Connecticut","09",159,185894,85.5
,"1999","1999","Delaware","10",35,50086,69.9
,"1999","1999","District of Columbia","11",66,48523,136.0
,"1999","1999","Florida","12",909,907463,100.2
,"1999","1999","Georgia","13",537,574511,93.5
,"1999","1999","Hawaii","15",46,82715,55.6
,"1999","1999","Idaho","16",80,92437,86.5
,"1999","1999","Illinois","17",821,833766,98.5
,"1999","1999","Indiana","18",369,420595,87.7
,"1999","1999","Iowa","19",155,199745,77.6
,"1999","1999","Kansas","20",181,185908,97.4
,"1999","1999","Kentucky","21",226,280619,80.5
,"1999","1999","Louisiana","22",422,321955,131.1
,"1999","1999","Maine","23",56,69702,80.3
,"1999","1999","Maryland","24",347,307768,112.7
,"1999","1999","Massachusetts","25",237,396060,59.8
,"1999","1999","Michigan","26",628,638082,98.4
,"1999","1999","Minnesota","27",201,313553,64.1
,"1999","1999","Mississippi","28",290,211246,137.3
,"1999","1999","Missouri","29",347,362424,95.7
,"1999","1999","Montana","30",63,57847,108.9
,"1999","1999","Nebraska","31",91,118151,77.0
,"1999","1999","Nevada","32",121,123045,98.3
,"1999","1999","New Hampshire","33",56,67321,83.2
,"1999","1999","New Jersey","34",345,477874,72.2
,"1999","1999","New Mexico","35",149,120174,124.0
,"1999","1999","New York","36",873,1230168,71.0
,"1999","1999","North Carolina","37",612,565355,108.3
,"1999","1999","North Dakota","38",46,49765,92.4
,"1999","1999","Ohio","39",594,724016,82.0
,"1999","1999","Oklahoma","40",267,244428,109.2
,"1999","1999","Oregon","41",158,225328,70.1
,"1999","1999","Pennsylvania","42",747,740343,100.9
,"1999","1999","Rhode Island","44",40,69602,57.5
,"1999","1999","South Carolina","45",312,278087,112.2
,"1999","1999","South Dakota","46",53,51767,102.4
,"1999","1999","Tennessee","47",427,381011,112.1
,"1999","1999","Texas","48",1397,1498912,93.2
,"1999","1999","Utah","49",173,217614,79.5
,"1999","1999","Vermont","50",27,37141,72.7
,"1999","1999","Virginia","51",375,470224,79.7
,"1999","1999","Washington","53",308,380775,80.9
,"1999","1999","West Virginia","54",124,121695,101.9
,"1999","1999","Wisconsin","55",313,350798,89.2
,"1999","1999","Wyoming","56",39,33185,117.5
"Total","1999","1999",,,16878,18591432,90.8
,"2000","2000","Alabama","01",409,306865,133.3
,"2000","2000","Alaska","02",59,39892,147.9
,"2000","2000","Arizona","04",384,362860,105.8
,"2000","2000","Arkansas","05",223,181598,122.8
,"2000","2000","California","06",1802,2381288,75.7
,"2000","2000","Colorado","08",268,306238,87.5
,"2000","2000","Connecticut","09",142,187571,75.7
,"2000","2000","Delaware","10",44,51665,85.2
,"2000","2000","District of Columbia","11",74,51823,142.8
