"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	"Alabama"	"01"	4037	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Alaska"	"02"	219	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arizona"	"04"	3789	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arkansas"	"05"	2669	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"California"	"06"	21103	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Colorado"	"08"	2311	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Connecticut"	"09"	2930	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Delaware"	"10"	615	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"District of Columbia"	"11"	543	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Florida"	"12"	14919	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Georgia"	"13"	5778	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Hawaii"	"15"	759	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Idaho"	"16"	775	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Illinois"	"17"	10316	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Indiana"	"18"	5272	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Iowa"	"19"	2635	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kansas"	"20"	2206	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kentucky"	"21"	3575	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Louisiana"	"22"	3713	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maine"	"23"	1137	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maryland"	"24"	3802	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Massachusetts"	"25"	5344	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Michigan"	"26"	7979	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Minnesota"	"27"	3602	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Mississippi"	"28"	2431	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Missouri"	"29"	4915	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Montana"	"30"	694	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Nebraska"	"31"	1426	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Nevada"	"32"	1423	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New Hampshire"	"33"	904	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New Jersey"	"34"	7745	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New Mexico"	"35"	1257	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"New York"	"36"	16455	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"North Carolina"	"37"	6188	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"North Dakota"	"38"	562	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Ohio"	"39"	10102	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Oklahoma"	"40"	3206	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Oregon"	"41"	2583	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Pennsylvania"	"42"	12759	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Rhode Island"	"44"	954	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"South Carolina"	"45"	3350	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"South Dakota"	"46"	633	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Tennessee"	"47"	4821	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Texas"	"48"	13447	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Utah"	"49"	1084	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Vermont"	"50"	459	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Virginia"	"51"	5041	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Washington"	"53"	3861	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"West Virginia"	"54"	1907	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Wisconsin"	"55"	4401	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Wyoming"	"56"	365	Not Applicable	Not Applicable
"Total"	"Jan., 1999"	"1999/01"			223001	Not Applicable	Not Applicable
