"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",219990,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",201332,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",219334,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",189708,Not Applicable,Not Applicable
,"May, 1999","1999/05",184981,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",173397,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",179691,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",175742,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",173428,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",188435,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",185222,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",214929,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",239449,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",195975,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",194483,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",183452,Not Applicable,Not Applicable
,"May, 2000","2000/05",185896,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",175987,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",181208,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",181205,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",179666,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",192312,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",191692,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",212161,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",218259,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",191093,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",207458,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",194934,Not Applicable,Not Applicable
,"May, 2001","2001/05",192734,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",183645,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",183500,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",183179,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",180825,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",194351,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",189513,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",202131,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",217360,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",201717,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",218117,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",191988,Not Applicable,Not Applicable
,"May, 2002","2002/05",191945,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",179993,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",185109,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",183123,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",179813,Not Applicable,Not Applicable
,"Oct., 2002","2002/10",191860,Not Applicable,Not Applicable
,"Nov., 2002","2002/11",194179,Not Applicable,Not Applicable
,"Dec., 2002","2002/12",211506,Not Applicable,Not Applicable
,"Jan., 2003","2003/01",215390,Not Applicable,Not Applicable
,"Feb., 2003","2003/02",192724,Not Applicable,Not Applicable
,"Mar., 2003","2003/03",205166,Not Applicable,Not Applicable
,"Apr., 2003","2003/04",191285,Not Applicable,Not Applicable
,"May, 2003","2003/05",190947,Not Applicable,Not Applicable
,"Jun., 2003","2003/06",183770,Not Applicable,Not Applicable
,"Jul., 2003","2003/07",185451,Not Applicable,Not Applicable
,"Aug., 2003","2003/08",184266,Not Applicable,Not Applicable
,"Sep., 2003","2003/09",180496,Not Applicable,Not Applicable
,"Oct., 2003","2003/10",194555,Not Applicable,Not Applicable
,"Nov., 2003","2003/11",192944,Not Applicable,Not Applicable
,"Dec., 2003","2003/12",232344,Not Applicable,Not Applicable
,"Jan., 2004","2004/01",228750,Not Applicable,Not Applicable
,"Feb., 2004","2004/02",196018,Not Applicable,Not Applicable
,"Mar., 2004","2004/03",201554,Not Applicable,Not Applicable
,"Apr., 2004","2004/04",188290,Not Applicable,Not Applicable
,"May, 2004","2004/05",186162,Not Applicable,Not Applicable
,"Jun., 2004","2004/06",178374,Not Applicable,Not Applicable
,"Jul., 2004","2004/07",182232,Not Applicable,Not Applicable
,"Aug., 2004","2004/08",181167,Not Applicable,Not Applicable
,"Sep., 2004","2004/09",176639,Not Applicable,Not Applicable
,"Oct., 2004","2004/10",189656,Not Applicable,Not Applicable
,"Nov., 2004","2004/11",185580,Not Applicable,Not Applicable
,"Dec., 2004","2004/12",203077,Not Applicable,Not Applicable
,"Jan., 2005","2005/01",217296,Not Applicable,Not Applicable
,"Feb., 2005","2005/02",204937,Not Applicable,Not Applicable
,"Mar., 2005","2005/03",222013,Not Applicable,Not Applicable
,"Apr., 2005","2005/04",196354,Not Applicable,Not Applicable
,"May, 2005","2005/05",192249,Not Applicable,Not Applicable
,"Jun., 2005","2005/06",179142,Not Applicable,Not Applicable
