"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",223001,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",204000,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",222141,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",192195,Not Applicable,Not Applicable
,"May, 1999","1999/05",187553,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",175885,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",182299,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",178127,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",176127,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",191267,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",187867,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",218129,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",242913,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",199019,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",197406,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",186026,Not Applicable,Not Applicable
,"May, 2000","2000/05",188576,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",178772,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",184089,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",184192,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",182575,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",195379,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",194808,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",215582,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",221886,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",194378,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",210877,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",198327,Not Applicable,Not Applicable
,"May, 2001","2001/05",195940,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",186700,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",186760,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",186344,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",183878,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",197806,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",192579,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",205749,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",221063,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",204997,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",221716,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",195225,Not Applicable,Not Applicable
,"May, 2002","2002/05",195131,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",183000,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",188425,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",186250,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",183077,Not Applicable,Not Applicable
