"Notes","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"2018 Week 01 ending January 06, 2018","2018/01",21120,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02",24837,Not Applicable,Not Applicable
,"2018 Week 03 ending January 20, 2018","2018/03",23949,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04",22995,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05",22850,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06",22922,Not Applicable,Not Applicable
,"2018 Week 07 ending February 17, 2018","2018/07",22357,Not Applicable,Not Applicable
,"2018 Week 08 ending February 24, 2018","2018/08",21592,Not Applicable,Not Applicable
,"2018 Week 09 ending March 03, 2018","2018/09",21496,Not Applicable,Not Applicable
,"2018 Week 10 ending March 10, 2018","2018/10",21686,Not Applicable,Not Applicable
,"2018 Week 11 ending March 17, 2018","2018/11",21229,Not Applicable,Not Applicable
,"2018 Week 12 ending March 24, 2018","2018/12",20834,Not Applicable,Not Applicable
,"2018 Week 13 ending March 31, 2018","2018/13",20516,Not Applicable,Not Applicable
,"2018 Week 14 ending April 07, 2018","2018/14",21068,Not Applicable,Not Applicable
,"2018 Week 15 ending April 14, 2018","2018/15",20770,Not Applicable,Not Applicable
,"2018 Week 16 ending April 21, 2018","2018/16",20537,Not Applicable,Not Applicable
,"2018 Week 17 ending April 28, 2018","2018/17",20442,Not Applicable,Not Applicable
,"2018 Week 18 ending May 05, 2018","2018/18",20343,Not Applicable,Not Applicable
,"2018 Week 19 ending May 12, 2018","2018/19",19887,Not Applicable,Not Applicable
,"2018 Week 20 ending May 19, 2018","2018/20",19470,Not Applicable,Not Applicable
,"2018 Week 21 ending May 26, 2018","2018/21",19363,Not Applicable,Not Applicable
,"2018 Week 22 ending June 02, 2018","2018/22",19651,Not Applicable,Not Applicable
,"2018 Week 23 ending June 09, 2018","2018/23",19797,Not Applicable,Not Applicable
,"2018 Week 24 ending June 16, 2018","2018/24",19592,Not Applicable,Not Applicable
,"2018 Week 25 ending June 23, 2018","2018/25",19391,Not Applicable,Not Applicable
,"2018 Week 26 ending June 30, 2018","2018/26",19539,Not Applicable,Not Applicable
,"2018 Week 27 ending July 07, 2018","2018/27",19916,Not Applicable,Not Applicable
,"2018 Week 28 ending July 14, 2018","2018/28",19388,Not Applicable,Not Applicable
,"2018 Week 29 ending July 21, 2018","2018/29",19275,Not Applicable,Not Applicable
,"2018 Week 30 ending July 28, 2018","2018/30",19259,Not Applicable,Not Applicable
,"2018 Week 31 ending August 04, 2018","2018/31",19582,Not Applicable,Not Applicable
,"2018 Week 32 ending August 11, 2018","2018/32",19522,Not Applicable,Not Applicable
,"2018 Week 33 ending August 18, 2018","2018/33",19465,Not Applicable,Not Applicable
,"2018 Week 34 ending August 25, 2018","2018/34",19483,Not Applicable,Not Applicable
,"2018 Week 35 ending September 01, 2018","2018/35",19399,Not Applicable,Not Applicable
,"2018 Week 36 ending September 08, 2018","2018/36",19240,Not Applicable,Not Applicable
,"2018 Week 37 ending September 15, 2018","2018/37",19470,Not Applicable,Not Applicable
,"2018 Week 38 ending September 22, 2018","2018/38",19761,Not Applicable,Not Applicable
,"2018 Week 39 ending September 29, 2018","2018/39",19760,Not Applicable,Not Applicable
,"2018 Week 40 ending October 06, 2018","2018/40",20249,Not Applicable,Not Applicable
,"2018 Week 41 ending October 13, 2018","2018/41",19899,Not Applicable,Not Applicable
,"2018 Week 42 ending October 20, 2018","2018/42",20353,Not Applicable,Not Applicable
,"2018 Week 43 ending October 27, 2018","2018/43",20710,Not Applicable,Not Applicable
,"2018 Week 44 ending November 03, 2018","2018/44",20341,Not Applicable,Not Applicable
,"2018 Week 45 ending November 10, 2018","2018/45",20660,Not Applicable,Not Applicable
,"2018 Week 46 ending November 17, 2018","2018/46",21038,Not Applicable,Not Applicable
,"2018 Week 47 ending November 24, 2018","2018/47",20845,Not Applicable,Not Applicable
,"2018 Week 48 ending December 01, 2018","2018/48",21341,Not Applicable,Not Applicable
,"2018 Week 49 ending December 08, 2018","2018/49",21428,Not Applicable,Not Applicable
,"2018 Week 50 ending December 15, 2018","2018/50",21294,Not Applicable,Not Applicable
,"2018 Week 51 ending December 22, 2018","2018/51",21631,Not Applicable,Not Applicable
,"2018 Week 52 ending December 29, 2018","2018/52",21651,Not Applicable,Not Applicable
,"2018 Week Not Available","2018/99",73,Not Applicable,Not Applicable
,"2019 Week 01 ending January 05, 2019","2019/01",22162,Not Applicable,Not Applicable
,"2019 Week 02 ending January 12, 2019","2019/02",22508,Not Applicable,Not Applicable
,"2019 Week 03 ending January 19, 2019","2019/03",22367,Not Applicable,Not Applicable
,"2019 Week 04 ending January 26, 2019","2019/04",22335,Not Applicable,Not Applicable
,"2019 Week 05 ending February 02, 2019","2019/05",22344,Not Applicable,Not Applicable
,"2019 Week 06 ending February 09, 2019","2019/06",22694,Not Applicable,Not Applicable
,"2019 Week 07 ending February 16, 2019","2019/07",22375,Not Applicable,Not Applicable
,"2019 Week 08 ending February 23, 2019","2019/08",22321,Not Applicable,Not Applicable
,"2019 Week 09 ending March 02, 2019","2019/09",22499,Not Applicable,Not Applicable
,"2019 Week 10 ending March 09, 2019","2019/10",22571,Not Applicable,Not Applicable
,"2019 Week 11 ending March 16, 2019","2019/11",22226,Not Applicable,Not Applicable
,"2019 Week 12 ending March 23, 2019","2019/12",21931,Not Applicable,Not Applicable
,"2019 Week 13 ending March 30, 2019","2019/13",21653,Not Applicable,Not Applicable
,"2019 Week 14 ending April 06, 2019","2019/14",21670,Not Applicable,Not Applicable
,"2019 Week 15 ending April 13, 2019","2019/15",21364,Not Applicable,Not Applicable
