"Notes"	"MMWR Week"	"MMWR Week Code"	Deaths	Population	Crude Rate
	"2018 Week 01 ending January 06, 2018"	"2018/01"	49851	Not Applicable	Not Applicable
	"2018 Week 02 ending January 13, 2018"	"2018/02"	58929	Not Applicable	Not Applicable
	"2018 Week 03 ending January 20, 2018"	"2018/03"	56384	Not Applicable	Not Applicable
	"2018 Week 04 ending January 27, 2018"	"2018/04"	54747	Not Applicable	Not Applicable
	"2018 Week 05 ending February 03, 2018"	"2018/05"	53395	Not Applicable	Not Applicable
	"2018 Week 06 ending February 10, 2018"	"2018/06"	53348	Not Applicable	Not Applicable
	"2018 Week 07 ending February 17, 2018"	"2018/07"	52162	Not Applicable	Not Applicable
	"2018 Week 08 ending February 24, 2018"	"2018/08"	50556	Not Applicable	Not Applicable
	"2018 Week 09 ending March 03, 2018"	"2018/09"	49682	Not Applicable	Not Applicable
	"2018 Week 10 ending March 10, 2018"	"2018/10"	50005	Not Applicable	Not Applicable
	"2018 Week 11 ending March 17, 2018"	"2018/11"	49194	Not Applicable	Not Applicable
	"2018 Week 12 ending March 24, 2018"	"2018/12"	48768	Not Applicable	Not Applicable
	"2018 Week 13 ending March 31, 2018"	"2018/13"	47980	Not Applicable	Not Applicable
	"2018 Week 14 ending April 07, 2018"	"2018/14"	48477	Not Applicable	Not Applicable
	"2018 Week 15 ending April 14, 2018"	"2018/15"	48198	Not Applicable	Not Applicable
	"2018 Week 16 ending April 21, 2018"	"2018/16"	47346	Not Applicable	Not Applicable
	"2018 Week 17 ending April 28, 2018"	"2018/17"	46941	Not Applicable	Not Applicable
	"2018 Week 18 ending May 05, 2018"	"2018/18"	47055	Not Applicable	Not Applicable
	"2018 Week 19 ending May 12, 2018"	"2018/19"	45811	Not Applicable	Not Applicable
	"2018 Week 20 ending May 19, 2018"	"2018/20"	44329	Not Applicable	Not Applicable
	"2018 Week 21 ending May 26, 2018"	"2018/21"	44624	Not Applicable	Not Applicable
	"2018 Week 22 ending June 02, 2018"	"2018/22"	44802	Not Applicable	Not Applicable
	"2018 Week 23 ending June 09, 2018"	"2018/23"	45626	Not Applicable	Not Applicable
	"2018 Week 24 ending June 16, 2018"	"2018/24"	45163	Not Applicable	Not Applicable
	"2018 Week 25 ending June 23, 2018"	"2018/25"	44779	Not Applicable	Not Applicable
	"2018 Week 26 ending June 30, 2018"	"2018/26"	44653	Not Applicable	Not Applicable
	"2018 Week 27 ending July 07, 2018"	"2018/27"	45410	Not Applicable	Not Applicable
	"2018 Week 28 ending July 14, 2018"	"2018/28"	44762	Not Applicable	Not Applicable
	"2018 Week 29 ending July 21, 2018"	"2018/29"	44397	Not Applicable	Not Applicable
	"2018 Week 30 ending July 28, 2018"	"2018/30"	44175	Not Applicable	Not Applicable
	"2018 Week 31 ending August 04, 2018"	"2018/31"	44502	Not Applicable	Not Applicable
	"2018 Week 32 ending August 11, 2018"	"2018/32"	44876	Not Applicable	Not Applicable
	"2018 Week 33 ending August 18, 2018"	"2018/33"	44196	Not Applicable	Not Applicable
	"2018 Week 34 ending August 25, 2018"	"2018/34"	44109	Not Applicable	Not Applicable
	"2018 Week 35 ending September 01, 2018"	"2018/35"	44435	Not Applicable	Not Applicable
	"2018 Week 36 ending September 08, 2018"	"2018/36"	44138	Not Applicable	Not Applicable
	"2018 Week 37 ending September 15, 2018"	"2018/37"	44809	Not Applicable	Not Applicable
	"2018 Week 38 ending September 22, 2018"	"2018/38"	45196	Not Applicable	Not Applicable
	"2018 Week 39 ending September 29, 2018"	"2018/39"	44658	Not Applicable	Not Applicable
	"2018 Week 40 ending October 06, 2018"	"2018/40"	45832	Not Applicable	Not Applicable
	"2018 Week 41 ending October 13, 2018"	"2018/41"	45535	Not Applicable	Not Applicable
	"2018 Week 42 ending October 20, 2018"	"2018/42"	46339	Not Applicable	Not Applicable
	"2018 Week 43 ending October 27, 2018"	"2018/43"	47077	Not Applicable	Not Applicable
	"2018 Week 44 ending November 03, 2018"	"2018/44"	46985	Not Applicable	Not Applicable
	"2018 Week 45 ending November 10, 2018"	"2018/45"	46876	Not Applicable	Not Applicable
	"2018 Week 46 ending November 17, 2018"	"2018/46"	47825	Not Applicable	Not Applicable
	"2018 Week 47 ending November 24, 2018"	"2018/47"	47922	Not Applicable	Not Applicable
	"2018 Week 48 ending December 01, 2018"	"2018/48"	48222	Not Applicable	Not Applicable
	"2018 Week 49 ending December 08, 2018"	"2018/49"	48898	Not Applicable	Not Applicable
	"2018 Week 50 ending December 15, 2018"	"2018/50"	49276	Not Applicable	Not Applicable
	"2018 Week 51 ending December 22, 2018"	"2018/51"	49316	Not Applicable	Not Applicable
	"2018 Week 52 ending December 29, 2018"	"2018/52"	48711	Not Applicable	Not Applicable
	"2018 Week Not Available"	"2018/99"	155	Not Applicable	Not Applicable
	"2019 Week 01 ending January 05, 2019"	"2019/01"	50913	Not Applicable	Not Applicable
	"2019 Week 02 ending January 12, 2019"	"2019/02"	50926	Not Applicable	Not Applicable
	"2019 Week 03 ending January 19, 2019"	"2019/03"	50863	Not Applicable	Not Applicable
	"2019 Week 04 ending January 26, 2019"	"2019/04"	50535	Not Applicable	Not Applicable
	"2019 Week 05 ending February 02, 2019"	"2019/05"	50706	Not Applicable	Not Applicable
	"2019 Week 06 ending February 09, 2019"	"2019/06"	51062	Not Applicable	Not Applicable
	"2019 Week 07 ending February 16, 2019"	"2019/07"	50609	Not Applicable	Not Applicable
	"2019 Week 08 ending February 23, 2019"	"2019/08"	50597	Not Applicable	Not Applicable
	"2019 Week 09 ending March 02, 2019"	"2019/09"	50670	Not Applicable	Not Applicable
	"2019 Week 10 ending March 09, 2019"	"2019/10"	51182	Not Applicable	Not Applicable
	"2019 Week 11 ending March 16, 2019"	"2019/11"	50559	Not Applicable	Not Applicable
	"2019 Week 12 ending March 23, 2019"	"2019/12"	49964	Not Applicable	Not Applicable
	"2019 Week 13 ending March 30, 2019"	"2019/13"	49397	Not Applicable	Not Applicable
	"2019 Week 14 ending April 06, 2019"	"2019/14"	49271	Not Applicable	Not Applicable
	"2019 Week 15 ending April 13, 2019"	"2019/15"	48352	Not Applicable	Not Applicable
	"2019 Week 16 ending April 20, 2019"	"2019/16"	47586	Not Applicable	Not Applicable
	"2019 Week 17 ending April 27, 2019"	"2019/17"	46898	Not Applicable	Not Applicable
	"2019 Week 18 ending May 04, 2019"	"2019/18"	47242	Not Applicable	Not Applicable
	"2019 Week 19 ending May 11, 2019"	"2019/19"	46724	Not Applicable	Not Applicable
	"2019 Week 20 ending May 18, 2019"	"2019/20"	46894	Not Applicable	Not Applicable
	"2019 Week 21 ending May 25, 2019"	"2019/21"	46900	Not Applicable	Not Applicable
	"2019 Week 22 ending June 01, 2019"	"2019/22"	46226	Not Applicable	Not Applicable
	"2019 Week 23 ending June 08, 2019"	"2019/23"	46601	Not Applicable	Not Applicable
	"2019 Week 24 ending June 15, 2019"	"2019/24"	46118	Not Applicable	Not Applicable
	"2019 Week 25 ending June 22, 2019"	"2019/25"	45827	Not Applicable	Not Applicable
	"2019 Week 26 ending June 29, 2019"	"2019/26"	45796	Not Applicable	Not Applicable
	"2019 Week 27 ending July 06, 2019"	"2019/27"	45935	Not Applicable	Not Applicable
	"2019 Week 28 ending July 13, 2019"	"2019/28"	45482	Not Applicable	Not Applicable
	"2019 Week 29 ending July 20, 2019"	"2019/29"	45358	Not Applicable	Not Applicable
	"2019 Week 30 ending July 27, 2019"	"2019/30"	45261	Not Applicable	Not Applicable
	"2019 Week 31 ending August 03, 2019"	"2019/31"	44981	Not Applicable	Not Applicable
	"2019 Week 32 ending August 10, 2019"	"2019/32"	45366	Not Applicable	Not Applicable
	"2019 Week 33 ending August 17, 2019"	"2019/33"	44733	Not Applicable	Not Applicable
	"2019 Week 34 ending August 24, 2019"	"2019/34"	44716	Not Applicable	Not Applicable
	"2019 Week 35 ending August 31, 2019"	"2019/35"	44785	Not Applicable	Not Applicable
	"2019 Week 36 ending September 07, 2019"	"2019/36"	45443	Not Applicable	Not Applicable
	"2019 Week 37 ending September 14, 2019"	"2019/37"	45149	Not Applicable	Not Applicable
	"2019 Week 38 ending September 21, 2019"	"2019/38"	45424	Not Applicable	Not Applicable
	"2019 Week 39 ending September 28, 2019"	"2019/39"	46095	Not Applicable	Not Applicable
	"2019 Week 40 ending October 05, 2019"	"2019/40"	46034	Not Applicable	Not Applicable
	"2019 Week 41 ending October 12, 2019"	"2019/41"	46438	Not Applicable	Not Applicable
	"2019 Week 42 ending October 19, 2019"	"2019/42"	47642	Not Applicable	Not Applicable
	"2019 Week 43 ending October 26, 2019"	"2019/43"	47210	Not Applicable	Not Applicable
	"2019 Week 44 ending November 02, 2019"	"2019/44"	47183	Not Applicable	Not Applicable
	"2019 Week 45 ending November 09, 2019"	"2019/45"	48847	Not Applicable	Not Applicable
	"2019 Week 46 ending November 16, 2019"	"2019/46"	48838	Not Applicable	Not Applicable
	"2019 Week 47 ending November 23, 2019"	"2019/47"	49012	Not Applicable	Not Applicable
	"2019 Week 48 ending November 30, 2019"	"2019/48"	48460	Not Applicable	Not Applicable
	"2019 Week 49 ending December 07, 2019"	"2019/49"	49926	Not Applicable	Not Applicable
	"2019 Week 50 ending December 14, 2019"	"2019/50"	50309	Not Applicable	Not Applicable
	"2019 Week 51 ending December 21, 2019"	"2019/51"	50024	Not Applicable	Not Applicable
	"2019 Week 52 ending December 28, 2019"	"2019/52"	51142	Not Applicable	Not Applicable
	"2019 Week Not Available"	"2019/99"	137	Not Applicable	Not Applicable
	"2020 Week 01 ending January 04, 2020"	"2020/01"	52560	Not Applicable	Not Applicable
	"2020 Week 02 ending January 11, 2020"	"2020/02"	52957	Not Applicable	Not Applicable
	"2020 Week 03 ending January 18, 2020"	"2020/03"	51749	Not Applicable	Not Applicable
	"2020 Week 04 ending January 25, 2020"	"2020/04"	51548	Not Applicable	Not Applicable
	"2020 Week 05 ending February 01, 2020"	"2020/05"	51479	Not Applicable	Not Applicable
	"2020 Week 06 ending February 08, 2020"	"2020/06"	51927	Not Applicable	Not Applicable
	"2020 Week 07 ending February 15, 2020"	"2020/07"	51393	Not Applicable	Not Applicable
	"2020 Week 08 ending February 22, 2020"	"2020/08"	51368	Not Applicable	Not Applicable
