"Notes"	"MMWR Week"	"MMWR Week Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Pennsylvania"	"42"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Rhode Island"	"44"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"South Carolina"	"45"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"South Dakota"	"46"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Tennessee"	"47"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Texas"	"48"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Utah"	"49"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Vermont"	"50"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Virginia"	"51"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Washington"	"53"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"West Virginia"	"54"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Wisconsin"	"55"	0	Not Applicable	Not Applicable
	"2021 Week 31 ending August 07, 2021"	"2021/31"	"Wyoming"	"56"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Alabama"	"01"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Alaska"	"02"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Arizona"	"04"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Arkansas"	"05"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"California"	"06"	Suppressed	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Colorado"	"08"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Connecticut"	"09"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Delaware"	"10"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"District of Columbia"	"11"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Florida"	"12"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Georgia"	"13"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Hawaii"	"15"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Idaho"	"16"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Illinois"	"17"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Indiana"	"18"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Iowa"	"19"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Kansas"	"20"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Kentucky"	"21"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Louisiana"	"22"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Maine"	"23"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Maryland"	"24"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Massachusetts"	"25"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Michigan"	"26"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Minnesota"	"27"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Mississippi"	"28"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Missouri"	"29"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Montana"	"30"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Nebraska"	"31"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Nevada"	"32"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"New Hampshire"	"33"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"New Jersey"	"34"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"New Mexico"	"35"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"New York"	"36"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"North Carolina"	"37"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"North Dakota"	"38"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Ohio"	"39"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Oklahoma"	"40"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Oregon"	"41"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Pennsylvania"	"42"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"Rhode Island"	"44"	Suppressed	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"South Carolina"	"45"	0	Not Applicable	Not Applicable
	"2021 Week 32 ending August 14, 2021"	"2021/32"	"South Dakota"	"46"	0	Not Applicable	Not Applicable
