"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018","2018","Alabama","01",55,297900,18.5
,"2018","2018","Alaska","02",16,52056,Unreliable
,"2018","2018","Arizona","04",46,451726,10.2
,"2018","2018","Arkansas","05",35,193284,18.1
,"2018","2018","California","06",215,2488902,8.6
,"2018","2018","Colorado","08",38,347953,10.9
,"2018","2018","Connecticut","09",23,196011,11.7
,"2018","2018","Delaware","10",Suppressed,56247,Suppressed
,"2018","2018","District of Columbia","11",Suppressed,37622,Suppressed
,"2018","2018","Florida","12",147,1157587,12.7
,"2018","2018","Georgia","13",90,685904,13.1
,"2018","2018","Hawaii","15",Suppressed,86869,Suppressed
,"2018","2018","Idaho","16",11,122965,Unreliable
,"2018","2018","Illinois","17",82,778102,10.5
,"2018","2018","Indiana","18",58,430106,13.5
,"2018","2018","Iowa","19",28,201115,13.9
,"2018","2018","Kansas","20",27,197621,13.7
,"2018","2018","Kentucky","21",41,276726,14.8
,"2018","2018","Louisiana","22",51,301567,16.9
,"2018","2018","Maine","23",Suppressed,67596,Suppressed
,"2018","2018","Maryland","24",37,370444,10.0
,"2018","2018","Massachusetts","25",36,370010,9.7
,"2018","2018","Michigan","26",87,586648,14.8
,"2018","2018","Minnesota","27",40,360434,11.1
,"2018","2018","Mississippi","28",37,192967,19.2
,"2018","2018","Missouri","29",52,377947,13.8
,"2018","2018","Montana","30",Suppressed,63526,Suppressed
,"2018","2018","Nebraska","31",15,132340,Unreliable
,"2018","2018","Nevada","32",25,191607,13.0
,"2018","2018","New Hampshire","33",Suppressed,69360,Suppressed
,"2018","2018","New Jersey","34",68,533562,12.7
,"2018","2018","New Mexico","35",21,134822,15.6
,"2018","2018","New York","36",110,1119326,9.8
,"2018","2018","North Carolina","37",75,628094,11.9
,"2018","2018","North Dakota","38",10,50206,Unreliable
,"2018","2018","Ohio","39",76,708148,10.7
,"2018","2018","Oklahoma","40",35,267797,13.1
,"2018","2018","Oregon","41",21,242575,8.7
,"2018","2018","Pennsylvania","42",79,725614,10.9
,"2018","2018","Rhode Island","44",Suppressed,54840,Suppressed
