"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018","2018","South Carolina","45",42,306255,13.7
,"2018","2018","South Dakota","46",Suppressed,60762,Suppressed
,"2018","2018","Tennessee","47",56,412340,13.6
,"2018","2018","Texas","48",236,2047747,11.5
,"2018","2018","Utah","49",17,259078,Unreliable
,"2018","2018","Vermont","50",Suppressed,31272,Suppressed
,"2018","2018","Virginia","51",52,514457,10.1
,"2018","2018","Washington","53",44,466916,9.4
,"2018","2018","West Virginia","54",14,101043,Unreliable
,"2018","2018","Wisconsin","55",27,349799,7.7
,"2018","2018","Wyoming","56",Suppressed,37847,Suppressed
"Total","2018","2018",,,2330,20195642,11.5
,"2019","2019","Alabama","01",60,297968,20.1
,"2019","2019","Alaska","02",Suppressed,51596,Suppressed
,"2019","2019","Arizona","04",50,453692,11.0
,"2019","2019","Arkansas","05",28,192747,14.5
,"2019","2019","California","06",220,2478850,8.9
,"2019","2019","Colorado","08",40,346783,11.5
,"2019","2019","Connecticut","09",12,194738,Unreliable
,"2019","2019","Delaware","10",Suppressed,56312,Suppressed
,"2019","2019","District of Columbia","11",Suppressed,38177,Suppressed
,"2019","2019","Florida","12",141,1166350,12.1
,"2019","2019","Georgia","13",93,685587,13.6
,"2019","2019","Hawaii","15",Suppressed,86710,Suppressed
,"2019","2019","Idaho","16",33,123317,26.8
,"2019","2019","Illinois","17",72,769727,9.4
,"2019","2019","Indiana","18",52,431942,12.0
,"2019","2019","Iowa","19",21,200156,10.5
,"2019","2019","Kansas","20",26,196363,13.2
,"2019","2019","Kentucky","21",37,276417,13.4
,"2019","2019","Louisiana","22",43,301217,14.3
,"2019","2019","Maine","23",10,67424,Unreliable
,"2019","2019","Maryland","24",27,370555,7.3
,"2019","2019","Massachusetts","25",32,368450,8.7
,"2019","2019","Michigan","26",76,586325,13.0
,"2019","2019","Minnesota","27",33,362846,9.1
,"2019","2019","Mississippi","28",46,189377,24.3
,"2019","2019","Missouri","29",51,378425,13.5
,"2019","2019","Montana","30",12,63876,Unreliable
,"2019","2019","Nebraska","31",17,132357,Unreliable
,"2019","2019","Nevada","32",23,193050,11.9
,"2019","2019","New Hampshire","33",Suppressed,68738,Suppressed
,"2019","2019","New Jersey","34",46,532258,8.6
,"2019","2019","New Mexico","35",21,132779,15.8
,"2019","2019","New York","36",130,1117891,11.6
,"2019","2019","North Carolina","37",82,628866,13.0
,"2019","2019","North Dakota","38",Suppressed,51031,Suppressed
,"2019","2019","Ohio","39",69,708467,9.7
,"2019","2019","Oklahoma","40",41,267907,15.3
,"2019","2019","Oregon","41",20,242452,8.2
,"2019","2019","Pennsylvania","42",91,726053,12.5
,"2019","2019","Rhode Island","44",Suppressed,54899,Suppressed
,"2019","2019","South Carolina","45",36,306776,11.7
,"2019","2019","South Dakota","46",Suppressed,60934,Suppressed
,"2019","2019","Tennessee","47",69,413379,16.7
,"2019","2019","Texas","48",239,2063578,11.6
,"2019","2019","Utah","49",29,258976,11.2
,"2019","2019","Vermont","50",Suppressed,31098,Suppressed
,"2019","2019","Virginia","51",56,514886,10.9
,"2019","2019","Washington","53",38,468777,8.1
,"2019","2019","West Virginia","54",10,100280,Unreliable
,"2019","2019","Wisconsin","55",40,347240,11.5
,"2019","2019","Wyoming","56",Suppressed,37296,Suppressed
"Total","2019","2019",,,2333,20195895,11.6
,"2020","2020","Alabama","01",53,299404,17.7
,"2020","2020","Alaska","02",17,51643,Unreliable
,"2020","2020","Arizona","04",52,458844,11.3
,"2020","2020","Arkansas","05",25,193212,12.9
,"2020","2020","California","06",206,2468600,8.3
,"2020","2020","Colorado","08",20,344851,5.8
,"2020","2020","Connecticut","09",15,193731,Unreliable
,"2020","2020","Delaware","10",Suppressed,56799,Suppressed
,"2020","2020","District of Columbia","11",Suppressed,39363,Suppressed
,"2020","2020","Florida","12",147,1179044,12.5
,"2020","2020","Georgia","13",87,687297,12.7
,"2020","2020","Hawaii","15",Suppressed,87555,Suppressed
,"2020","2020","Idaho","16",14,125055,Unreliable
,"2020","2020","Illinois","17",84,762503,11.0
,"2020","2020","Indiana","18",62,434108,14.3
,"2020","2020","Iowa","19",26,200418,13.0
,"2020","2020","Kansas","20",20,194309,10.3
,"2020","2020","Kentucky","21",38,277704,13.7
,"2020","2020","Louisiana","22",47,301718,15.6
,"2020","2020","Maine","23",Suppressed,67233,Suppressed
,"2020","2020","Maryland","24",39,371372,10.5
,"2020","2020","Massachusetts","25",19,367853,Unreliable
,"2020","2020","Michigan","26",81,585009,13.8
,"2020","2020","Minnesota","27",34,363435,9.4
,"2020","2020","Mississippi","28",44,187645,23.4
,"2020","2020","Missouri","29",45,379136,11.9
,"2020","2020","Montana","30",11,64831,Unreliable
,"2020","2020","Nebraska","31",19,133064,Unreliable
,"2020","2020","Nevada","32",15,195109,Unreliable
,"2020","2020","New Hampshire","33",Suppressed,68591,Suppressed
,"2020","2020","New Jersey","34",27,532324,5.1
,"2020","2020","New Mexico","35",12,131348,Unreliable
,"2020","2020","New York","36",106,1114413,9.5
,"2020","2020","North Carolina","37",81,632113,12.8
,"2020","2020","North Dakota","38",Suppressed,52006,Suppressed
,"2020","2020","Ohio","39",70,710741,9.8
,"2020","2020","Oklahoma","40",45,269174,16.7
,"2020","2020","Oregon","41",21,241871,8.7
,"2020","2020","Pennsylvania","42",77,725467,10.6
,"2020","2020","Rhode Island","44",Suppressed,55021,Suppressed
,"2020","2020","South Carolina","45",50,308821,16.2
,"2020","2020","South Dakota","46",Suppressed,61387,Suppressed
,"2020","2020","Tennessee","47",57,416196,13.7
,"2020","2020","Texas","48",233,2086674,11.2
,"2020","2020","Utah","49",19,258247,Unreliable
,"2020","2020","Vermont","50",Suppressed,31177,Suppressed
,"2020","2020","Virginia","51",45,518139,8.7
,"2020","2020","Washington","53",41,471749,8.7
,"2020","2020","West Virginia","54",15,99916,Unreliable
,"2020","2020","Wisconsin","55",39,344504,11.3
,"2020","2020","Wyoming","56",Suppressed,36987,Suppressed
"Total","2020","2020",,,2210,20237711,10.9
,"2021","2021","Alabama","01",48,307465,15.6
,"2021","2021","Alaska","02",Suppressed,51285,Suppressed
,"2021","2021","Arizona","04",54,445488,12.1
,"2021","2021","Arkansas","05",32,193097,16.6
,"2021","2021","California","06",212,2431665,8.7
,"2021","2021","Colorado","08",32,339865,9.4
,"2021","2021","Connecticut","09",Suppressed,195153,Suppressed
,"2021","2021","Delaware","10",Suppressed,57292,Suppressed
,"2021","2021","District of Columbia","11",Suppressed,37809,Suppressed
,"2021","2021","Florida","12",143,1181269,12.1
,"2021","2021","Georgia","13",92,687507,13.4
,"2021","2021","Hawaii","15",Suppressed,88935,Suppressed
,"2021","2021","Idaho","16",Suppressed,129429,Suppressed
,"2021","2021","Illinois","17",104,765597,13.6
,"2021","2021","Indiana","18",64,437113,14.6
,"2021","2021","Iowa","19",25,202779,12.3
,"2021","2021","Kansas","20",25,194595,12.8
,"2021","2021","Kentucky","21",52,279964,18.6
,"2021","2021","Louisiana","22",54,301326,17.9
,"2021","2021","Maine","23",Suppressed,68152,Suppressed
,"2021","2021","Maryland","24",42,375916,11.2
,"2021","2021","Massachusetts","25",26,370123,7.0
,"2021","2021","Michigan","26",79,590004,13.4
,"2021","2021","Minnesota","27",49,366552,13.4
,"2021","2021","Mississippi","28",37,185447,20.0
,"2021","2021","Missouri","29",50,379721,13.2
,"2021","2021","Montana","30",Suppressed,66204,Suppressed
,"2021","2021","Nebraska","31",16,134800,Unreliable
,"2021","2021","Nevada","32",34,193363,17.6
,"2021","2021","New Hampshire","33",Suppressed,69102,Suppressed
,"2021","2021","New Jersey","34",47,552745,8.5
,"2021","2021","New Mexico","35",24,129577,18.5
,"2021","2021","New York","36",120,1139585,10.5
,"2021","2021","North Carolina","37",71,626224,11.3
,"2021","2021","North Dakota","38",Suppressed,53299,Suppressed
,"2021","2021","Ohio","39",94,718318,13.1
,"2021","2021","Oklahoma","40",47,269611,17.4
,"2021","2021","Oregon","41",25,239614,10.4
,"2021","2021","Pennsylvania","42",94,734804,12.8
,"2021","2021","Rhode Island","44",Suppressed,57096,Suppressed
,"2021","2021","South Carolina","45",56,305189,18.3
,"2021","2021","South Dakota","46",10,61519,Unreliable
,"2021","2021","Tennessee","47",60,422344,14.2
,"2021","2021","Texas","48",246,2087035,11.8
,"2021","2021","Utah","49",24,260885,9.2
,"2021","2021","Vermont","50",Suppressed,32115,Suppressed
,"2021","2021","Virginia","51",52,520261,10.0
,"2021","2021","Washington","53",43,471811,9.1
,"2021","2021","West Virginia","54",14,99221,Unreliable
,"2021","2021","Wisconsin","55",35,346824,10.1
,"2021","2021","Wyoming","56",Suppressed,36454,Suppressed
"Total","2021","2021",,,2406,20291548,11.9
"Total",,,,,9279,80920796,11.5
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Single-Year Ages: 5 years; 6 years; 7 years; 8 years; 9 years"
"Year/Month: 2018; 2019; 2020; 2021"
"Group By: Year; Residence State"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Oct 20, 2023 3:07:19 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2021,"
"and from provisional data for years 2022-2023, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Oct 20, 2023 3:07:19"
"PM"
"---"
Caveats:
"1. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Assurance of Confidentiality."
"2. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Unreliable."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"4. The population figures for years 2021 and later are single-race estimates of the July 1 resident population, based on the"
"Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021"
"postcensal series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates"
"of the July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census"
"Bureau on July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from"
"the Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Population Data."
"5. Deaths occurring through October 07, 2023 as of October 15, 2023."
