"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",41127,81982665,50.2
,"2019","2019",40352,81625416,49.4
,"2020","2020",41012,81254355,50.5
,"2021","2021",43118,82131336,52.5
"Total",,,165609,326993772,50.6
