"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018","2018","Alabama","01",51,310495,16.4
,"2018","2018","Alaska","02",10,49759,Unreliable
,"2018","2018","Arizona","04",85,476421,17.8
,"2018","2018","Arkansas","05",43,200786,21.4
,"2018","2018","California","06",263,2547973,10.3
,"2018","2018","Colorado","08",61,365378,16.7
,"2018","2018","Connecticut","09",20,217897,9.2
,"2018","2018","Delaware","10",Suppressed,57654,Suppressed
,"2018","2018","District of Columbia","11",Suppressed,28573,Suppressed
,"2018","2018","Florida","12",153,1206247,12.7
,"2018","2018","Georgia","13",118,727758,16.2
,"2018","2018","Hawaii","15",Suppressed,81954,Suppressed
,"2018","2018","Idaho","16",26,131036,19.8
,"2018","2018","Illinois","17",141,819148,17.2
,"2018","2018","Indiana","18",70,448590,15.6
,"2018","2018","Iowa","19",32,208564,15.3
,"2018","2018","Kansas","20",35,200446,17.5
,"2018","2018","Kentucky","21",37,285788,12.9
,"2018","2018","Louisiana","22",64,307358,20.8
,"2018","2018","Maine","23",12,73235,Unreliable
,"2018","2018","Maryland","24",37,378506,9.8
,"2018","2018","Massachusetts","25",27,389142,6.9
,"2018","2018","Michigan","26",117,619422,18.9
,"2018","2018","Minnesota","27",49,370652,13.2
,"2018","2018","Mississippi","28",49,206927,23.7
,"2018","2018","Missouri","29",61,391940,15.6
,"2018","2018","Montana","30",21,65281,32.2
,"2018","2018","Nebraska","31",24,133482,18.0
,"2018","2018","Nevada","32",23,197022,11.7
,"2018","2018","New Hampshire","33",12,76114,Unreliable
,"2018","2018","New Jersey","34",63,558614,11.3
,"2018","2018","New Mexico","35",38,139941,27.2
,"2018","2018","New York","36",149,1117870,13.3
,"2018","2018","North Carolina","37",113,664208,17.0
,"2018","2018","North Dakota","38",10,47648,Unreliable
,"2018","2018","Ohio","39",117,737787,15.9
,"2018","2018","Oklahoma","40",52,270110,19.3
,"2018","2018","Oregon","41",41,249214,16.5
,"2018","2018","Pennsylvania","42",122,755233,16.2
,"2018","2018","Rhode Island","44",Suppressed,58821,Suppressed
,"2018","2018","South Carolina","45",51,319554,16.0
,"2018","2018","South Dakota","46",14,60882,Unreliable
,"2018","2018","Tennessee","47",74,430114,17.2
,"2018","2018","Texas","48",322,2091419,15.4
,"2018","2018","Utah","49",43,266799,16.1
,"2018","2018","Vermont","50",Suppressed,33761,Suppressed
,"2018","2018","Virginia","51",86,528362,16.3
,"2018","2018","Washington","53",64,462802,13.8
,"2018","2018","West Virginia","54",25,104388,23.9
,"2018","2018","Wisconsin","55",60,369348,16.2
,"2018","2018","Wyoming","56",Suppressed,39104,Suppressed
"Total","2018","2018",,,3120,20879527,14.9
,"2019","2019","Alabama","01",66,310498,21.3
,"2019","2019","Alaska","02",17,49066,Unreliable
,"2019","2019","Arizona","04",93,477053,19.5
,"2019","2019","Arkansas","05",42,200466,21.0
,"2019","2019","California","06",270,2529137,10.7
,"2019","2019","Colorado","08",65,363539,17.9
,"2019","2019","Connecticut","09",23,214262,10.7
,"2019","2019","Delaware","10",Suppressed,57663,Suppressed
,"2019","2019","District of Columbia","11",Suppressed,29221,Suppressed
,"2019","2019","Florida","12",163,1206047,13.5
,"2019","2019","Georgia","13",130,727416,17.9
,"2019","2019","Hawaii","15",17,80876,Unreliable
,"2019","2019","Idaho","16",26,131471,19.8
,"2019","2019","Illinois","17",98,806018,12.2
,"2019","2019","Indiana","18",81,447039,18.1
,"2019","2019","Iowa","19",45,208339,21.6
,"2019","2019","Kansas","20",35,199903,17.5
,"2019","2019","Kentucky","21",60,284000,21.1
,"2019","2019","Louisiana","22",70,306719,22.8
,"2019","2019","Maine","23",Suppressed,72676,Suppressed
,"2019","2019","Maryland","24",50,377314,13.3
,"2019","2019","Massachusetts","25",34,382585,8.9
,"2019","2019","Michigan","26",114,610364,18.7
,"2019","2019","Minnesota","27",47,369747,12.7
,"2019","2019","Mississippi","28",52,206282,25.2
,"2019","2019","Missouri","29",72,391115,18.4
,"2019","2019","Montana","30",12,65429,Unreliable
,"2019","2019","Nebraska","31",24,133939,17.9
,"2019","2019","Nevada","32",24,199016,12.1
,"2019","2019","New Hampshire","33",13,74711,Unreliable
,"2019","2019","New Jersey","34",65,551709,11.8
