"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022","Alabama","01",2986,610215,489.3
,"2022 (provisional)","2022","Alaska","02",336,87102,385.8
,"2022 (provisional)","2022","Arizona","04",3238,863821,374.8
,"2022 (provisional)","2022","Arkansas","05",1695,363744,466.0
,"2022 (provisional)","2022","California","06",13032,5020392,259.6
,"2022 (provisional)","2022","Colorado","08",2175,752647,289.0
,"2022 (provisional)","2022","Connecticut","09",1136,432874,262.4
,"2022 (provisional)","2022","Delaware","10",455,112736,403.6
,"2022 (provisional)","2022","District of Columbia","11",291,83634,347.9
,"2022 (provisional)","2022","Florida","12",8688,2638016,329.3
,"2022 (provisional)","2022","Georgia","13",4897,1391944,351.8
,"2022 (provisional)","2022","Hawaii","15",469,174916,268.1
,"2022 (provisional)","2022","Idaho","16",626,231202,270.8
,"2022 (provisional)","2022","Illinois","17",4766,1596232,298.6
,"2022 (provisional)","2022","Indiana","18",3320,825141,402.4
,"2022 (provisional)","2022","Iowa","19",1098,373675,293.8
,"2022 (provisional)","2022","Kansas","20",1190,344109,345.8
,"2022 (provisional)","2022","Kentucky","21",2804,554088,506.1
,"2022 (provisional)","2022","Louisiana","22",2835,553230,512.4
,"2022 (provisional)","2022","Maine","23",605,159677,378.9
,"2022 (provisional)","2022","Maryland","24",2298,772992,297.3
,"2022 (provisional)","2022","Massachusetts","25",2050,838649,244.4
,"2022 (provisional)","2022","Michigan","26",4067,1173722,346.5
,"2022 (provisional)","2022","Minnesota","27",1719,688342,249.7
,"2022 (provisional)","2022","Mississippi","28",1915,357553,535.6
,"2022 (provisional)","2022","Missouri","29",2905,730308,397.8
,"2022 (provisional)","2022","Montana","30",422,127625,330.7
,"2022 (provisional)","2022","Nebraska","31",620,231924,267.3
,"2022 (provisional)","2022","Nevada","32",1417,401877,352.6
,"2022 (provisional)","2022","New Hampshire","33",442,160920,274.7
,"2022 (provisional)","2022","New Jersey","34",2908,1183464,245.7
