"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022","New Mexico","35",1343,244178,550.0
,"2022 (provisional)","2022","New York","36",6310,2391020,263.9
,"2022 (provisional)","2022","North Carolina","37",4943,1312013,376.7
,"2022 (provisional)","2022","North Dakota","38",318,84980,374.2
,"2022 (provisional)","2022","Ohio","39",5328,1392332,382.7
,"2022 (provisional)","2022","Oklahoma","40",2232,476396,468.5
,"2022 (provisional)","2022","Oregon","41",1631,547094,298.1
,"2022 (provisional)","2022","Pennsylvania","42",4884,1511737,323.1
,"2022 (provisional)","2022","Rhode Island","44",335,126641,264.5
,"2022 (provisional)","2022","South Carolina","45",2740,618677,442.9
,"2022 (provisional)","2022","South Dakota","46",353,99903,353.3
,"2022 (provisional)","2022","Tennessee","47",4170,858084,486.0
,"2022 (provisional)","2022","Texas","48",11515,3835750,300.2
,"2022 (provisional)","2022","Utah","49",1077,423604,254.2
,"2022 (provisional)","2022","Vermont","50",245,74051,330.9
,"2022 (provisional)","2022","Virginia","51",3186,1091119,292.0
,"2022 (provisional)","2022","Washington","53",2662,975418,272.9
,"2022 (provisional)","2022","West Virginia","54",1333,219506,607.3
,"2022 (provisional)","2022","Wisconsin","55",2026,697540,290.4
,"2022 (provisional)","2022","Wyoming","56",225,69232,325.0
"Total","2022 (provisional)","2022",,,134261,40886046,328.4
,"2023 (provisional and partial)","2023","Alabama","01",2165,610215,354.8
,"2023 (provisional and partial)","2023","Alaska","02",275,87102,315.7
,"2023 (provisional and partial)","2023","Arizona","04",2249,863821,260.4
,"2023 (provisional and partial)","2023","Arkansas","05",1200,363744,329.9
,"2023 (provisional and partial)","2023","California","06",9629,5020392,191.8
,"2023 (provisional and partial)","2023","Colorado","08",1601,752647,212.7
,"2023 (provisional and partial)","2023","Connecticut","09",845,432874,195.2
,"2023 (provisional and partial)","2023","Delaware","10",315,112736,279.4
,"2023 (provisional and partial)","2023","District of Columbia","11",227,83634,271.4
,"2023 (provisional and partial)","2023","Florida","12",6479,2638016,245.6
,"2023 (provisional and partial)","2023","Georgia","13",3447,1391944,247.6
,"2023 (provisional and partial)","2023","Hawaii","15",387,174916,221.2
,"2023 (provisional and partial)","2023","Idaho","16",498,231202,215.4
,"2023 (provisional and partial)","2023","Illinois","17",3407,1596232,213.4
,"2023 (provisional and partial)","2023","Indiana","18",2186,825141,264.9
,"2023 (provisional and partial)","2023","Iowa","19",738,373675,197.5
,"2023 (provisional and partial)","2023","Kansas","20",813,344109,236.3
,"2023 (provisional and partial)","2023","Kentucky","21",1920,554088,346.5
,"2023 (provisional and partial)","2023","Louisiana","22",1798,553230,325.0
,"2023 (provisional and partial)","2023","Maine","23",443,159677,277.4
,"2023 (provisional and partial)","2023","Maryland","24",1753,772992,226.8
,"2023 (provisional and partial)","2023","Massachusetts","25",1560,838649,186.0
,"2023 (provisional and partial)","2023","Michigan","26",2914,1173722,248.3
,"2023 (provisional and partial)","2023","Minnesota","27",1207,688342,175.3
,"2023 (provisional and partial)","2023","Mississippi","28",1303,357553,364.4
,"2023 (provisional and partial)","2023","Missouri","29",1948,730308,266.7
,"2023 (provisional and partial)","2023","Montana","30",302,127625,236.6
,"2023 (provisional and partial)","2023","Nebraska","31",450,231924,194.0
,"2023 (provisional and partial)","2023","Nevada","32",917,401877,228.2
,"2023 (provisional and partial)","2023","New Hampshire","33",324,160920,201.3
,"2023 (provisional and partial)","2023","New Jersey","34",2094,1183464,176.9
,"2023 (provisional and partial)","2023","New Mexico","35",979,244178,400.9
,"2023 (provisional and partial)","2023","New York","36",4662,2391020,195.0
,"2023 (provisional and partial)","2023","North Carolina","37",3612,1312013,275.3
,"2023 (provisional and partial)","2023","North Dakota","38",204,84980,240.1
,"2023 (provisional and partial)","2023","Ohio","39",3901,1392332,280.2
,"2023 (provisional and partial)","2023","Oklahoma","40",1574,476396,330.4
,"2023 (provisional and partial)","2023","Oregon","41",1239,547094,226.5
,"2023 (provisional and partial)","2023","Pennsylvania","42",3539,1511737,234.1
,"2023 (provisional and partial)","2023","Rhode Island","44",243,126641,191.9
,"2023 (provisional and partial)","2023","South Carolina","45",1948,618677,314.9
,"2023 (provisional and partial)","2023","South Dakota","46",260,99903,260.3
,"2023 (provisional and partial)","2023","Tennessee","47",3108,858084,362.2
,"2023 (provisional and partial)","2023","Texas","48",8238,3835750,214.8
,"2023 (provisional and partial)","2023","Utah","49",805,423604,190.0
,"2023 (provisional and partial)","2023","Vermont","50",174,74051,235.0
,"2023 (provisional and partial)","2023","Virginia","51",2350,1091119,215.4
,"2023 (provisional and partial)","2023","Washington","53",2200,975418,225.5
,"2023 (provisional and partial)","2023","West Virginia","54",939,219506,427.8
,"2023 (provisional and partial)","2023","Wisconsin","55",1470,697540,210.7
,"2023 (provisional and partial)","2023","Wyoming","56",165,69232,238.3
"Total","2023 (provisional and partial)","2023",,,97004,40886046,237.3
"Total",,,,,231265,81772092,282.8
