"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	195470	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	178407	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	194386	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	168573	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	164943	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	154380	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	160734	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	156656	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	154835	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	168110	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	165091	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	191109	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	212865	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	174506	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	173057	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	163487	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	166186	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	157318	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	162320	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	162228	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	160916	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	171721	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	171174	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	189517	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	194926	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	170846	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	184829	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	174174	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	172863	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	164830	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	165144	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	164846	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	163540	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	174841	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	169867	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	181620	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	195255	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	180791	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	195239	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	172561	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	172742	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	162301	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	167595	Not Applicable	Not Applicable
	"Aug., 2002"	"2002/08"	165262	Not Applicable	Not Applicable
	"Sep., 2002"	"2002/09"	162381	Not Applicable	Not Applicable
	"Oct., 2002"	"2002/10"	173174	Not Applicable	Not Applicable
	"Nov., 2002"	"2002/11"	174999	Not Applicable	Not Applicable
	"Dec., 2002"	"2002/12"	190590	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	194073	Not Applicable	Not Applicable
	"Feb., 2003"	"2003/02"	173680	Not Applicable	Not Applicable
	"Mar., 2003"	"2003/03"	184887	Not Applicable	Not Applicable
	"Apr., 2003"	"2003/04"	172584	Not Applicable	Not Applicable
	"May, 2003"	"2003/05"	172458	Not Applicable	Not Applicable
	"Jun., 2003"	"2003/06"	165973	Not Applicable	Not Applicable
	"Jul., 2003"	"2003/07"	168150	Not Applicable	Not Applicable
	"Aug., 2003"	"2003/08"	167209	Not Applicable	Not Applicable
	"Sep., 2003"	"2003/09"	163697	Not Applicable	Not Applicable
	"Oct., 2003"	"2003/10"	175897	Not Applicable	Not Applicable
	"Nov., 2003"	"2003/11"	174609	Not Applicable	Not Applicable
	"Dec., 2003"	"2003/12"	209544	Not Applicable	Not Applicable
	"Jan., 2004"	"2004/01"	206464	Not Applicable	Not Applicable
	"Feb., 2004"	"2004/02"	177061	Not Applicable	Not Applicable
	"Mar., 2004"	"2004/03"	182172	Not Applicable	Not Applicable
	"Apr., 2004"	"2004/04"	170170	Not Applicable	Not Applicable
	"May, 2004"	"2004/05"	169236	Not Applicable	Not Applicable
	"Jun., 2004"	"2004/06"	162187	Not Applicable	Not Applicable
	"Jul., 2004"	"2004/07"	166278	Not Applicable	Not Applicable
	"Aug., 2004"	"2004/08"	165109	Not Applicable	Not Applicable
	"Sep., 2004"	"2004/09"	160944	Not Applicable	Not Applicable
	"Oct., 2004"	"2004/10"	172870	Not Applicable	Not Applicable
	"Nov., 2004"	"2004/11"	169217	Not Applicable	Not Applicable
	"Dec., 2004"	"2004/12"	184815	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	197439	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	186095	Not Applicable	Not Applicable
	"Mar., 2005"	"2005/03"	201824	Not Applicable	Not Applicable
	"Apr., 2005"	"2005/04"	178889	Not Applicable	Not Applicable
	"May, 2005"	"2005/05"	175494	Not Applicable	Not Applicable
	"Jun., 2005"	"2005/06"	163628	Not Applicable	Not Applicable
	"Jul., 2005"	"2005/07"	167592	Not Applicable	Not Applicable
	"Aug., 2005"	"2005/08"	166720	Not Applicable	Not Applicable
	"Sep., 2005"	"2005/09"	162394	Not Applicable	Not Applicable
	"Oct., 2005"	"2005/10"	173391	Not Applicable	Not Applicable
	"Nov., 2005"	"2005/11"	173916	Not Applicable	Not Applicable
	"Dec., 2005"	"2005/12"	192492	Not Applicable	Not Applicable
	"Jan., 2006"	"2006/01"	192466	Not Applicable	Not Applicable
	"Feb., 2006"	"2006/02"	175902	Not Applicable	Not Applicable
	"Mar., 2006"	"2006/03"	194275	Not Applicable	Not Applicable
	"Apr., 2006"	"2006/04"	177037	Not Applicable	Not Applicable
	"May, 2006"	"2006/05"	176003	Not Applicable	Not Applicable
	"Jun., 2006"	"2006/06"	165431	Not Applicable	Not Applicable
	"Jul., 2006"	"2006/07"	171047	Not Applicable	Not Applicable
	"Aug., 2006"	"2006/08"	167756	Not Applicable	Not Applicable
	"Sep., 2006"	"2006/09"	165525	Not Applicable	Not Applicable
	"Oct., 2006"	"2006/10"	177743	Not Applicable	Not Applicable
	"Nov., 2006"	"2006/11"	175988	Not Applicable	Not Applicable
	"Dec., 2006"	"2006/12"	189161	Not Applicable	Not Applicable
	"Jan., 2007"	"2007/01"	195261	Not Applicable	Not Applicable
	"Feb., 2007"	"2007/02"	180049	Not Applicable	Not Applicable
	"Mar., 2007"	"2007/03"	191668	Not Applicable	Not Applicable
	"Apr., 2007"	"2007/04"	178620	Not Applicable	Not Applicable
	"May, 2007"	"2007/05"	175450	Not Applicable	Not Applicable
	"Jun., 2007"	"2007/06"	165817	Not Applicable	Not Applicable
	"Jul., 2007"	"2007/07"	169481	Not Applicable	Not Applicable
	"Aug., 2007"	"2007/08"	169237	Not Applicable	Not Applicable
	"Sep., 2007"	"2007/09"	166350	Not Applicable	Not Applicable
	"Oct., 2007"	"2007/10"	175067	Not Applicable	Not Applicable
	"Nov., 2007"	"2007/11"	176537	Not Applicable	Not Applicable
	"Dec., 2007"	"2007/12"	190945	Not Applicable	Not Applicable
	"Jan., 2008"	"2008/01"	197157	Not Applicable	Not Applicable
	"Feb., 2008"	"2008/02"	197158	Not Applicable	Not Applicable
	"Mar., 2008"	"2008/03"	205924	Not Applicable	Not Applicable
	"Apr., 2008"	"2008/04"	182694	Not Applicable	Not Applicable
	"May, 2008"	"2008/05"	178748	Not Applicable	Not Applicable
	"Jun., 2008"	"2008/06"	168616	Not Applicable	Not Applicable
	"Jul., 2008"	"2008/07"	169814	Not Applicable	Not Applicable
	"Aug., 2008"	"2008/08"	169619	Not Applicable	Not Applicable
	"Sep., 2008"	"2008/09"	166057	Not Applicable	Not Applicable
	"Oct., 2008"	"2008/10"	177249	Not Applicable	Not Applicable
	"Nov., 2008"	"2008/11"	178319	Not Applicable	Not Applicable
	"Dec., 2008"	"2008/12"	193112	Not Applicable	Not Applicable
	"Jan., 2009"	"2009/01"	197382	Not Applicable	Not Applicable
	"Feb., 2009"	"2009/02"	177337	Not Applicable	Not Applicable
	"Mar., 2009"	"2009/03"	191568	Not Applicable	Not Applicable
	"Apr., 2009"	"2009/04"	179830	Not Applicable	Not Applicable
	"May, 2009"	"2009/05"	177685	Not Applicable	Not Applicable
	"Jun., 2009"	"2009/06"	169249	Not Applicable	Not Applicable
	"Jul., 2009"	"2009/07"	172980	Not Applicable	Not Applicable
	"Aug., 2009"	"2009/08"	170916	Not Applicable	Not Applicable
	"Sep., 2009"	"2009/09"	168526	Not Applicable	Not Applicable
