"Notes"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	12587	Not Applicable	Not Applicable
	"Feb., 1999"	"1999/02"	11233	Not Applicable	Not Applicable
	"Mar., 1999"	"1999/03"	12415	Not Applicable	Not Applicable
	"Apr., 1999"	"1999/04"	11041	Not Applicable	Not Applicable
	"May, 1999"	"1999/05"	11070	Not Applicable	Not Applicable
	"Jun., 1999"	"1999/06"	10383	Not Applicable	Not Applicable
	"Jul., 1999"	"1999/07"	10691	Not Applicable	Not Applicable
	"Aug., 1999"	"1999/08"	10543	Not Applicable	Not Applicable
	"Sep., 1999"	"1999/09"	10084	Not Applicable	Not Applicable
	"Oct., 1999"	"1999/10"	11052	Not Applicable	Not Applicable
	"Nov., 1999"	"1999/11"	10724	Not Applicable	Not Applicable
	"Dec., 1999"	"1999/12"	12272	Not Applicable	Not Applicable
	"Jan., 2000"	"2000/01"	13107	Not Applicable	Not Applicable
	"Feb., 2000"	"2000/02"	11006	Not Applicable	Not Applicable
	"Mar., 2000"	"2000/03"	11069	Not Applicable	Not Applicable
	"Apr., 2000"	"2000/04"	10809	Not Applicable	Not Applicable
	"May, 2000"	"2000/05"	11155	Not Applicable	Not Applicable
	"Jun., 2000"	"2000/06"	10506	Not Applicable	Not Applicable
	"Jul., 2000"	"2000/07"	10912	Not Applicable	Not Applicable
	"Aug., 2000"	"2000/08"	10742	Not Applicable	Not Applicable
	"Sep., 2000"	"2000/09"	10505	Not Applicable	Not Applicable
	"Oct., 2000"	"2000/10"	11030	Not Applicable	Not Applicable
	"Nov., 2000"	"2000/11"	11014	Not Applicable	Not Applicable
	"Dec., 2000"	"2000/12"	12240	Not Applicable	Not Applicable
	"Jan., 2001"	"2001/01"	12472	Not Applicable	Not Applicable
	"Feb., 2001"	"2001/02"	10814	Not Applicable	Not Applicable
	"Mar., 2001"	"2001/03"	11843	Not Applicable	Not Applicable
	"Apr., 2001"	"2001/04"	11234	Not Applicable	Not Applicable
	"May, 2001"	"2001/05"	11058	Not Applicable	Not Applicable
	"Jun., 2001"	"2001/06"	10522	Not Applicable	Not Applicable
	"Jul., 2001"	"2001/07"	10773	Not Applicable	Not Applicable
	"Aug., 2001"	"2001/08"	10957	Not Applicable	Not Applicable
	"Sep., 2001"	"2001/09"	10576	Not Applicable	Not Applicable
	"Oct., 2001"	"2001/10"	11445	Not Applicable	Not Applicable
	"Nov., 2001"	"2001/11"	11183	Not Applicable	Not Applicable
	"Dec., 2001"	"2001/12"	11739	Not Applicable	Not Applicable
	"Jan., 2002"	"2002/01"	12482	Not Applicable	Not Applicable
	"Feb., 2002"	"2002/02"	11341	Not Applicable	Not Applicable
	"Mar., 2002"	"2002/03"	12245	Not Applicable	Not Applicable
	"Apr., 2002"	"2002/04"	11235	Not Applicable	Not Applicable
	"May, 2002"	"2002/05"	11373	Not Applicable	Not Applicable
	"Jun., 2002"	"2002/06"	10769	Not Applicable	Not Applicable
	"Jul., 2002"	"2002/07"	11188	Not Applicable	Not Applicable
	"Aug., 2002"	"2002/08"	10978	Not Applicable	Not Applicable
	"Sep., 2002"	"2002/09"	10790	Not Applicable	Not Applicable
	"Oct., 2002"	"2002/10"	11475	Not Applicable	Not Applicable
	"Nov., 2002"	"2002/11"	11620	Not Applicable	Not Applicable
	"Dec., 2002"	"2002/12"	12405	Not Applicable	Not Applicable
	"Jan., 2003"	"2003/01"	12789	Not Applicable	Not Applicable
	"Feb., 2003"	"2003/02"	11494	Not Applicable	Not Applicable
	"Mar., 2003"	"2003/03"	12390	Not Applicable	Not Applicable
	"Apr., 2003"	"2003/04"	11808	Not Applicable	Not Applicable
	"May, 2003"	"2003/05"	11800	Not Applicable	Not Applicable
	"Jun., 2003"	"2003/06"	11391	Not Applicable	Not Applicable
	"Jul., 2003"	"2003/07"	11496	Not Applicable	Not Applicable
	"Aug., 2003"	"2003/08"	11433	Not Applicable	Not Applicable
	"Sep., 2003"	"2003/09"	11259	Not Applicable	Not Applicable
	"Oct., 2003"	"2003/10"	11917	Not Applicable	Not Applicable
	"Nov., 2003"	"2003/11"	11639	Not Applicable	Not Applicable
	"Dec., 2003"	"2003/12"	13764	Not Applicable	Not Applicable
	"Jan., 2004"	"2004/01"	13452	Not Applicable	Not Applicable
	"Feb., 2004"	"2004/02"	11585	Not Applicable	Not Applicable
	"Mar., 2004"	"2004/03"	12401	Not Applicable	Not Applicable
	"Apr., 2004"	"2004/04"	11706	Not Applicable	Not Applicable
	"May, 2004"	"2004/05"	11869	Not Applicable	Not Applicable
	"Jun., 2004"	"2004/06"	11364	Not Applicable	Not Applicable
	"Jul., 2004"	"2004/07"	11710	Not Applicable	Not Applicable
	"Aug., 2004"	"2004/08"	11426	Not Applicable	Not Applicable
	"Sep., 2004"	"2004/09"	11480	Not Applicable	Not Applicable
	"Oct., 2004"	"2004/10"	11930	Not Applicable	Not Applicable
	"Nov., 2004"	"2004/11"	11632	Not Applicable	Not Applicable
	"Dec., 2004"	"2004/12"	12979	Not Applicable	Not Applicable
	"Jan., 2005"	"2005/01"	13349	Not Applicable	Not Applicable
	"Feb., 2005"	"2005/02"	12314	Not Applicable	Not Applicable
	"Mar., 2005"	"2005/03"	13234	Not Applicable	Not Applicable
	"Apr., 2005"	"2005/04"	12203	Not Applicable	Not Applicable
	"May, 2005"	"2005/05"	12471	Not Applicable	Not Applicable
	"Jun., 2005"	"2005/06"	11692	Not Applicable	Not Applicable
	"Jul., 2005"	"2005/07"	11944	Not Applicable	Not Applicable
	"Aug., 2005"	"2005/08"	11839	Not Applicable	Not Applicable
	"Sep., 2005"	"2005/09"	11420	Not Applicable	Not Applicable
	"Oct., 2005"	"2005/10"	12086	Not Applicable	Not Applicable
	"Nov., 2005"	"2005/11"	11943	Not Applicable	Not Applicable
	"Dec., 2005"	"2005/12"	13328	Not Applicable	Not Applicable
	"Jan., 2006"	"2006/01"	13123	Not Applicable	Not Applicable
	"Feb., 2006"	"2006/02"	12010	Not Applicable	Not Applicable
	"Mar., 2006"	"2006/03"	13296	Not Applicable	Not Applicable
	"Apr., 2006"	"2006/04"	12056	Not Applicable	Not Applicable
	"May, 2006"	"2006/05"	12435	Not Applicable	Not Applicable
	"Jun., 2006"	"2006/06"	11717	Not Applicable	Not Applicable
	"Jul., 2006"	"2006/07"	12172	Not Applicable	Not Applicable
