"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 2022 (provisional)","2022/01",21800,Not Applicable,Not Applicable
,"Feb., 2022 (provisional)","2022/02",16751,Not Applicable,Not Applicable
,"Mar., 2022 (provisional)","2022/03",15052,Not Applicable,Not Applicable
,"Apr., 2022 (provisional)","2022/04",14331,Not Applicable,Not Applicable
,"May, 2022 (provisional)","2022/05",14851,Not Applicable,Not Applicable
,"Jun., 2022 (provisional)","2022/06",14399,Not Applicable,Not Applicable
,"Jul., 2022 (provisional)","2022/07",14954,Not Applicable,Not Applicable
,"Aug., 2022 (provisional)","2022/08",15161,Not Applicable,Not Applicable
,"Sep., 2022 (provisional)","2022/09",14732,Not Applicable,Not Applicable
,"Oct., 2022 (provisional)","2022/10",15956,Not Applicable,Not Applicable
,"Nov., 2022 (provisional)","2022/11",16195,Not Applicable,Not Applicable
,"Dec., 2022 (provisional)","2022/12",18648,Not Applicable,Not Applicable
,"Jan., 2023 (provisional)","2023/01",18025,Not Applicable,Not Applicable
,"Feb., 2023 (provisional)","2023/02",15225,Not Applicable,Not Applicable
,"Mar., 2023 (provisional)","2023/03",16270,Not Applicable,Not Applicable
,"Apr., 2023 (provisional)","2023/04",14747,Not Applicable,Not Applicable
,"May, 2023 (provisional)","2023/05",14660,Not Applicable,Not Applicable
,"Jun., 2023 (provisional)","2023/06",13587,Not Applicable,Not Applicable
,"Jul., 2023 (provisional)","2023/07",13852,Not Applicable,Not Applicable
,"Aug., 2023 (provisional)","2023/08",14056,Not Applicable,Not Applicable
,"Sep., 2023 (provisional)","2023/09",14115,Not Applicable,Not Applicable
,"Oct., 2023 (provisional and partial)","2023/10",8709,Not Applicable,Not Applicable
"Total",,,336076,Not Applicable,Not Applicable
