"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2018","2018",213873,20331651,1051.9
,"2019","2019",216484,20571146,1052.4
,"2020","2020",257321,20800578,1237.1
,"2021","2021",280563,21235750,1321.2
"Total",,,968241,82939125,1167.4
