"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2019","2019","Hawaii","15",818,89179,917.3
,"2019","2019","Idaho","16",972,108819,893.2
,"2019","2019","Illinois","17",7975,803682,992.3
,"2019","2019","Indiana","18",5197,426416,1218.8
,"2019","2019","Iowa","19",2097,204862,1023.6
,"2019","2019","Kansas","20",2076,182873,1135.2
,"2019","2019","Kentucky","21",4285,291286,1471.1
,"2019","2019","Louisiana","22",4072,296324,1374.2
,"2019","2019","Maine","23",1098,105643,1039.3
,"2019","2019","Maryland","24",3865,386831,999.1
,"2019","2019","Massachusetts","25",3784,452229,836.7
,"2019","2019","Michigan","26",7611,691384,1100.8
,"2019","2019","Minnesota","27",2963,365456,810.8
,"2019","2019","Mississippi","28",3034,188597,1608.7
,"2019","2019","Missouri","29",4917,404287,1216.2
,"2019","2019","Montana","30",760,77040,986.5
,"2019","2019","Nebraska","31",1103,118704,929.2
,"2019","2019","Nevada","32",2124,185538,1144.8
,"2019","2019","New Hampshire","33",908,104069,872.5
,"2019","2019","New Jersey","34",4939,581047,850.0
,"2019","2019","New Mexico","35",1509,135391,1114.5
,"2019","2019","New York","36",10791,1248310,864.4
,"2019","2019","North Carolina","37",7517,658831,1141.0
,"2019","2019","North Dakota","38",441,46826,941.8
,"2019","2019","Ohio","39",9648,796454,1211.4
,"2019","2019","Oklahoma","40",3489,240745,1449.3
,"2019","2019","Oregon","41",2713,272237,996.6
,"2019","2019","Pennsylvania","42",9308,895186,1039.8
,"2019","2019","Rhode Island","44",638,73060,873.3
,"2019","2019","South Carolina","45",4314,339168,1271.9
,"2019","2019","South Dakota","46",559,58709,952.2
,"2019","2019","Tennessee","47",6181,434403,1422.9
,"2019","2019","Texas","48",16972,1553397,1092.6
,"2019","2019","Utah","49",1225,147626,829.8
,"2019","2019","Vermont","50",430,47834,898.9
,"2019","2019","Virginia","51",5357,530044,1010.7
,"2019","2019","Washington","53",4325,471180,917.9
,"2019","2019","West Virginia","54",1981,129699,1527.4
,"2019","2019","Wisconsin","55",3692,400778,921.2
,"2019","2019","Wyoming","56",410,40486,1012.7
"Total","2019","2019",,,216484,20571146,1052.4
,"2020","2020","Alabama","01",5656,324620,1742.3
,"2020","2020","Alaska","02",467,44960,1038.7
,"2020","2020","Arizona","04",5586,446003,1252.5
,"2020","2020","Arkansas","05",3170,189917,1669.2
,"2020","2020","California","06",23874,2296040,1039.8
,"2020","2020","Colorado","08",3392,351566,964.8
,"2020","2020","Connecticut","09",2481,248225,999.5
,"2020","2020","Delaware","10",816,70329,1160.3
,"2020","2020","District of Columbia","11",619,33325,1857.5
,"2020","2020","Florida","12",17185,1444996,1189.3
,"2020","2020","Georgia","13",9132,628527,1452.9
,"2020","2020","Hawaii","15",836,89001,939.3
,"2020","2020","Idaho","16",1121,111774,1002.9
,"2020","2020","Illinois","17",10258,805014,1274.3
,"2020","2020","Indiana","18",6160,429795,1433.2
,"2020","2020","Iowa","19",2456,206382,1190.0
,"2020","2020","Kansas","20",2285,183406,1245.9
,"2020","2020","Kentucky","21",4872,292519,1665.5
,"2020","2020","Louisiana","22",4990,297865,1675.3
,"2020","2020","Maine","23",1073,106443,1008.1
,"2020","2020","Maryland","24",4523,391665,1154.8
,"2020","2020","Massachusetts","25",4260,456940,932.3
,"2020","2020","Michigan","26",8873,692623,1281.1
,"2020","2020","Minnesota","27",3379,371199,910.3
,"2020","2020","Mississippi","28",3682,189199,1946.1
,"2020","2020","Missouri","29",5805,409888,1416.2
,"2020","2020","Montana","30",866,77252,1121.0
,"2020","2020","Nebraska","31",1313,119600,1097.8
,"2020","2020","Nevada","32",2416,189787,1273.0
,"2020","2020","New Hampshire","33",865,106235,814.2
,"2020","2020","New Jersey","34",6800,588001,1156.5
,"2020","2020","New Mexico","35",1842,136160,1352.8
,"2020","2020","New York","36",14470,1258087,1150.2
,"2020","2020","North Carolina","37",8401,670505,1252.9
,"2020","2020","North Dakota","38",498,46852,1062.9
,"2020","2020","Ohio","39",10866,796569,1364.1
,"2020","2020","Oklahoma","40",3965,243116,1630.9
,"2020","2020","Oregon","41",2866,271196,1056.8
,"2020","2020","Pennsylvania","42",10696,897332,1192.0
,"2020","2020","Rhode Island","44",767,73266,1046.9
,"2020","2020","South Carolina","45",5104,345773,1476.1
,"2020","2020","South Dakota","46",655,59823,1094.9
,"2020","2020","Tennessee","47",7130,440904,1617.1
,"2020","2020","Texas","48",21191,1585096,1336.9
,"2020","2020","Utah","49",1413,150215,940.7
,"2020","2020","Vermont","50",453,47579,952.1
,"2020","2020","Virginia","51",6139,536862,1143.5
,"2020","2020","Washington","53",4714,473823,994.9
,"2020","2020","West Virginia","54",2135,127947,1668.7
,"2020","2020","Wisconsin","55",4331,405806,1067.3
,"2020","2020","Wyoming","56",474,40571,1168.3
"Total","2020","2020",,,257321,20800578,1237.1
,"2021","2021","Alabama","01",6304,335619,1878.3
,"2021","2021","Alaska","02",582,45236,1286.6
,"2021","2021","Arizona","04",6258,443743,1410.3
,"2021","2021","Arkansas","05",3544,191949,1846.3
,"2021","2021","California","06",26305,2322720,1132.5
,"2021","2021","Colorado","08",3760,353338,1064.1
,"2021","2021","Connecticut","09",2471,254875,969.5
,"2021","2021","Delaware","10",901,73186,1231.1
,"2021","2021","District of Columbia","11",623,31914,1952.1
,"2021","2021","Florida","12",20101,1480962,1357.3
,"2021","2021","Georgia","13",10243,643278,1592.3
,"2021","2021","Hawaii","15",942,91482,1029.7
,"2021","2021","Idaho","16",1389,117316,1184.0
,"2021","2021","Illinois","17",9970,820867,1214.6
,"2021","2021","Indiana","18",6492,436953,1485.7
,"2021","2021","Iowa","19",2585,210704,1226.8
,"2021","2021","Kansas","20",2551,186398,1368.6
,"2021","2021","Kentucky","21",5487,297113,1846.8
,"2021","2021","Louisiana","22",5335,298805,1785.4
,"2021","2021","Maine","23",1284,109633,1171.2
,"2021","2021","Maryland","24",4731,405447,1166.9
,"2021","2021","Massachusetts","25",4305,472482,911.1
,"2021","2021","Michigan","26",9559,704159,1357.5
,"2021","2021","Minnesota","27",3711,380920,974.2
,"2021","2021","Mississippi","28",3847,190350,2021.0
,"2021","2021","Missouri","29",6351,417141,1522.5
,"2021","2021","Montana","30",1029,78676,1307.9
,"2021","2021","Nebraska","31",1399,122403,1142.9
,"2021","2021","Nevada","32",2811,192482,1460.4
,"2021","2021","New Hampshire","33",1029,110307,932.9
,"2021","2021","New Jersey","34",6085,623555,975.9
,"2021","2021","New Mexico","35",2013,138112,1457.5
,"2021","2021","New York","36",13284,1320663,1005.9
,"2021","2021","North Carolina","37",9785,676803,1445.8
,"2021","2021","North Dakota","38",562,47717,1177.8
,"2021","2021","Ohio","39",12279,807221,1521.1
,"2021","2021","Oklahoma","40",4703,245513,1915.6
,"2021","2021","Oregon","41",3386,271087,1249.0
,"2021","2021","Pennsylvania","42",11597,917204,1264.4
,"2021","2021","Rhode Island","44",775,77027,1006.1
,"2021","2021","South Carolina","45",5603,349399,1603.6
,"2021","2021","South Dakota","46",672,60473,1111.2
,"2021","2021","Tennessee","47",8096,450992,1795.2
,"2021","2021","Texas","48",23902,1611004,1483.7
,"2021","2021","Utah","49",1584,155492,1018.7
,"2021","2021","Vermont","50",497,49709,999.8
,"2021","2021","Virginia","51",6846,548027,1249.2
,"2021","2021","Washington","53",5347,478957,1116.4
,"2021","2021","West Virginia","54",2603,127674,2038.8
,"2021","2021","Wisconsin","55",4452,418336,1064.2
,"2021","2021","Wyoming","56",593,40327,1470.5
"Total","2021","2021",,,280563,21235750,1321.2
"Total",,,,,968241,82939125,1167.4
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Single-Year Ages: 60 years; 61 years; 62 years; 63 years; 64 years"
"Year/Month: 2018; 2019; 2020; 2021"
"Group By: Year; Residence State"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Oct 20, 2023 3:08:36 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2021,"
"and from provisional data for years 2022-2023, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Oct 20, 2023 3:08:36"
"PM"
"---"
Caveats:
"1. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Not Stated."
"2. The population figures for years 2021 and later are single-race estimates of the July 1 resident population, based on the"
"Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count, from the Vintage 2021"
"postcensal series released by the Census Bureau on June 30, 2022. The population figures for year 2020 are single-race estimates"
"of the July 1 resident population, from the Vintage 2020 postcensal series based on April 2010 Census, released by the Census"
"Bureau on July 27, 2021. The population figures for year 2019 are single-race estimates of the July 1 resident population, from"
"the Vintage 2019 postcensal series based on April 2010 Census, released by the Census Bureau on June 25, 2020. The population"
"figures for year 2018 are single-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series based"
"on April 2010 Census, released by the Census Bureau on June 20, 2019. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Population Data."
"3. Deaths occurring through October 07, 2023 as of October 15, 2023."
