"Notes","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"2018 Week 01 ending January 06, 2018","2018/01",7199,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02",8393,Not Applicable,Not Applicable
,"2018 Week 03 ending January 20, 2018","2018/03",7749,Not Applicable,Not Applicable
,"2018 Week 04 ending January 27, 2018","2018/04",7571,Not Applicable,Not Applicable
,"2018 Week 05 ending February 03, 2018","2018/05",7506,Not Applicable,Not Applicable
,"2018 Week 06 ending February 10, 2018","2018/06",7688,Not Applicable,Not Applicable
,"2018 Week 07 ending February 17, 2018","2018/07",7470,Not Applicable,Not Applicable
,"2018 Week 08 ending February 24, 2018","2018/08",7314,Not Applicable,Not Applicable
,"2018 Week 09 ending March 03, 2018","2018/09",7320,Not Applicable,Not Applicable
,"2018 Week 10 ending March 10, 2018","2018/10",7343,Not Applicable,Not Applicable
,"2018 Week 11 ending March 17, 2018","2018/11",7224,Not Applicable,Not Applicable
,"2018 Week 12 ending March 24, 2018","2018/12",7012,Not Applicable,Not Applicable
,"2018 Week 13 ending March 31, 2018","2018/13",7013,Not Applicable,Not Applicable
,"2018 Week 14 ending April 07, 2018","2018/14",7153,Not Applicable,Not Applicable
,"2018 Week 15 ending April 14, 2018","2018/15",7168,Not Applicable,Not Applicable
,"2018 Week 16 ending April 21, 2018","2018/16",6958,Not Applicable,Not Applicable
,"2018 Week 17 ending April 28, 2018","2018/17",6685,Not Applicable,Not Applicable
,"2018 Week 18 ending May 05, 2018","2018/18",7047,Not Applicable,Not Applicable
,"2018 Week 19 ending May 12, 2018","2018/19",6958,Not Applicable,Not Applicable
,"2018 Week 20 ending May 19, 2018","2018/20",6596,Not Applicable,Not Applicable
,"2018 Week 21 ending May 26, 2018","2018/21",6752,Not Applicable,Not Applicable
,"2018 Week 22 ending June 02, 2018","2018/22",6808,Not Applicable,Not Applicable
,"2018 Week 23 ending June 09, 2018","2018/23",7078,Not Applicable,Not Applicable
,"2018 Week 24 ending June 16, 2018","2018/24",6938,Not Applicable,Not Applicable
,"2018 Week 25 ending June 23, 2018","2018/25",6922,Not Applicable,Not Applicable
,"2018 Week 26 ending June 30, 2018","2018/26",6868,Not Applicable,Not Applicable
,"2018 Week 27 ending July 07, 2018","2018/27",7009,Not Applicable,Not Applicable
,"2018 Week 28 ending July 14, 2018","2018/28",7020,Not Applicable,Not Applicable
,"2018 Week 29 ending July 21, 2018","2018/29",6793,Not Applicable,Not Applicable
,"2018 Week 30 ending July 28, 2018","2018/30",6828,Not Applicable,Not Applicable
,"2018 Week 31 ending August 04, 2018","2018/31",7033,Not Applicable,Not Applicable
,"2018 Week 32 ending August 11, 2018","2018/32",7227,Not Applicable,Not Applicable
,"2018 Week 33 ending August 18, 2018","2018/33",6748,Not Applicable,Not Applicable
,"2018 Week 34 ending August 25, 2018","2018/34",6706,Not Applicable,Not Applicable
,"2018 Week 35 ending September 01, 2018","2018/35",6719,Not Applicable,Not Applicable
,"2018 Week 36 ending September 08, 2018","2018/36",6895,Not Applicable,Not Applicable
,"2018 Week 37 ending September 15, 2018","2018/37",6981,Not Applicable,Not Applicable
,"2018 Week 38 ending September 22, 2018","2018/38",6900,Not Applicable,Not Applicable
,"2018 Week 39 ending September 29, 2018","2018/39",6521,Not Applicable,Not Applicable
,"2018 Week 40 ending October 06, 2018","2018/40",6823,Not Applicable,Not Applicable
,"2018 Week 41 ending October 13, 2018","2018/41",6849,Not Applicable,Not Applicable
,"2018 Week 42 ending October 20, 2018","2018/42",6830,Not Applicable,Not Applicable
,"2018 Week 43 ending October 27, 2018","2018/43",6916,Not Applicable,Not Applicable
,"2018 Week 44 ending November 03, 2018","2018/44",6782,Not Applicable,Not Applicable
,"2018 Week 45 ending November 10, 2018","2018/45",6817,Not Applicable,Not Applicable
,"2018 Week 46 ending November 17, 2018","2018/46",6968,Not Applicable,Not Applicable
,"2018 Week 47 ending November 24, 2018","2018/47",6969,Not Applicable,Not Applicable
,"2018 Week 48 ending December 01, 2018","2018/48",6916,Not Applicable,Not Applicable
,"2018 Week 49 ending December 08, 2018","2018/49",7109,Not Applicable,Not Applicable
,"2018 Week 50 ending December 15, 2018","2018/50",7222,Not Applicable,Not Applicable
,"2018 Week 51 ending December 22, 2018","2018/51",7035,Not Applicable,Not Applicable
,"2018 Week 52 ending December 29, 2018","2018/52",7055,Not Applicable,Not Applicable
,"2018 Week Not Available","2018/99",52,Not Applicable,Not Applicable
,"2019 Week 01 ending January 05, 2019","2019/01",7516,Not Applicable,Not Applicable
,"2019 Week 02 ending January 12, 2019","2019/02",7343,Not Applicable,Not Applicable
,"2019 Week 03 ending January 19, 2019","2019/03",7147,Not Applicable,Not Applicable
,"2019 Week 04 ending January 26, 2019","2019/04",7306,Not Applicable,Not Applicable
,"2019 Week 05 ending February 02, 2019","2019/05",7341,Not Applicable,Not Applicable
,"2019 Week 06 ending February 09, 2019","2019/06",7198,Not Applicable,Not Applicable
,"2019 Week 07 ending February 16, 2019","2019/07",7298,Not Applicable,Not Applicable
,"2019 Week 08 ending February 23, 2019","2019/08",7244,Not Applicable,Not Applicable
,"2019 Week 09 ending March 02, 2019","2019/09",7269,Not Applicable,Not Applicable
,"2019 Week 10 ending March 09, 2019","2019/10",7377,Not Applicable,Not Applicable
,"2019 Week 11 ending March 16, 2019","2019/11",7209,Not Applicable,Not Applicable
,"2019 Week 12 ending March 23, 2019","2019/12",7141,Not Applicable,Not Applicable
,"2019 Week 13 ending March 30, 2019","2019/13",6960,Not Applicable,Not Applicable
,"2019 Week 14 ending April 06, 2019","2019/14",7170,Not Applicable,Not Applicable
,"2019 Week 15 ending April 13, 2019","2019/15",6916,Not Applicable,Not Applicable
,"2019 Week 16 ending April 20, 2019","2019/16",6948,Not Applicable,Not Applicable
,"2019 Week 17 ending April 27, 2019","2019/17",6812,Not Applicable,Not Applicable
,"2019 Week 18 ending May 04, 2019","2019/18",6826,Not Applicable,Not Applicable
,"2019 Week 19 ending May 11, 2019","2019/19",6916,Not Applicable,Not Applicable
,"2019 Week 20 ending May 18, 2019","2019/20",6775,Not Applicable,Not Applicable
,"2019 Week 21 ending May 25, 2019","2019/21",6815,Not Applicable,Not Applicable
,"2019 Week 22 ending June 01, 2019","2019/22",6885,Not Applicable,Not Applicable
,"2019 Week 23 ending June 08, 2019","2019/23",7014,Not Applicable,Not Applicable
,"2019 Week 24 ending June 15, 2019","2019/24",6707,Not Applicable,Not Applicable
,"2019 Week 25 ending June 22, 2019","2019/25",6783,Not Applicable,Not Applicable
,"2019 Week 26 ending June 29, 2019","2019/26",6766,Not Applicable,Not Applicable
,"2019 Week 27 ending July 06, 2019","2019/27",7122,Not Applicable,Not Applicable
,"2019 Week 28 ending July 13, 2019","2019/28",6921,Not Applicable,Not Applicable
,"2019 Week 29 ending July 20, 2019","2019/29",6897,Not Applicable,Not Applicable
,"2019 Week 30 ending July 27, 2019","2019/30",6869,Not Applicable,Not Applicable
,"2019 Week 31 ending August 03, 2019","2019/31",6620,Not Applicable,Not Applicable
,"2019 Week 32 ending August 10, 2019","2019/32",6742,Not Applicable,Not Applicable
,"2019 Week 33 ending August 17, 2019","2019/33",6544,Not Applicable,Not Applicable
,"2019 Week 34 ending August 24, 2019","2019/34",6672,Not Applicable,Not Applicable
,"2019 Week 35 ending August 31, 2019","2019/35",6709,Not Applicable,Not Applicable
,"2019 Week 36 ending September 07, 2019","2019/36",6936,Not Applicable,Not Applicable
,"2019 Week 37 ending September 14, 2019","2019/37",6694,Not Applicable,Not Applicable
,"2019 Week 38 ending September 21, 2019","2019/38",6692,Not Applicable,Not Applicable
,"2019 Week 39 ending September 28, 2019","2019/39",6716,Not Applicable,Not Applicable
,"2019 Week 40 ending October 05, 2019","2019/40",6811,Not Applicable,Not Applicable
,"2019 Week 41 ending October 12, 2019","2019/41",6636,Not Applicable,Not Applicable
,"2019 Week 42 ending October 19, 2019","2019/42",6772,Not Applicable,Not Applicable
,"2019 Week 43 ending October 26, 2019","2019/43",6681,Not Applicable,Not Applicable
,"2019 Week 44 ending November 02, 2019","2019/44",6758,Not Applicable,Not Applicable
,"2019 Week 45 ending November 09, 2019","2019/45",7142,Not Applicable,Not Applicable
,"2019 Week 46 ending November 16, 2019","2019/46",6961,Not Applicable,Not Applicable
,"2019 Week 47 ending November 23, 2019","2019/47",7031,Not Applicable,Not Applicable
,"2019 Week 48 ending November 30, 2019","2019/48",6909,Not Applicable,Not Applicable
,"2019 Week 49 ending December 07, 2019","2019/49",7187,Not Applicable,Not Applicable
,"2019 Week 50 ending December 14, 2019","2019/50",7207,Not Applicable,Not Applicable
,"2019 Week 51 ending December 21, 2019","2019/51",6958,Not Applicable,Not Applicable
,"2019 Week 52 ending December 28, 2019","2019/52",7232,Not Applicable,Not Applicable
,"2019 Week Not Available","2019/99",40,Not Applicable,Not Applicable
,"2020 Week 01 ending January 04, 2020","2020/01",7494,Not Applicable,Not Applicable
,"2020 Week 02 ending January 11, 2020","2020/02",7485,Not Applicable,Not Applicable
,"2020 Week 03 ending January 18, 2020","2020/03",7283,Not Applicable,Not Applicable
,"2020 Week 04 ending January 25, 2020","2020/04",7213,Not Applicable,Not Applicable
,"2020 Week 05 ending February 01, 2020","2020/05",7340,Not Applicable,Not Applicable
,"2020 Week 06 ending February 08, 2020","2020/06",7345,Not Applicable,Not Applicable
,"2020 Week 07 ending February 15, 2020","2020/07",7173,Not Applicable,Not Applicable
,"2020 Week 08 ending February 22, 2020","2020/08",7277,Not Applicable,Not Applicable
,"2020 Week 09 ending February 29, 2020","2020/09",7379,Not Applicable,Not Applicable
,"2020 Week 10 ending March 07, 2020","2020/10",7434,Not Applicable,Not Applicable
,"2020 Week 11 ending March 14, 2020","2020/11",7184,Not Applicable,Not Applicable
,"2020 Week 12 ending March 21, 2020","2020/12",7380,Not Applicable,Not Applicable
,"2020 Week 13 ending March 28, 2020","2020/13",7713,Not Applicable,Not Applicable
,"2020 Week 14 ending April 04, 2020","2020/14",9094,Not Applicable,Not Applicable
,"2020 Week 15 ending April 11, 2020","2020/15",9731,Not Applicable,Not Applicable
,"2020 Week 16 ending April 18, 2020","2020/16",9045,Not Applicable,Not Applicable
,"2020 Week 17 ending April 25, 2020","2020/17",8883,Not Applicable,Not Applicable
,"2020 Week 18 ending May 02, 2020","2020/18",8490,Not Applicable,Not Applicable
,"2020 Week 19 ending May 09, 2020","2020/19",8652,Not Applicable,Not Applicable
,"2020 Week 20 ending May 16, 2020","2020/20",8329,Not Applicable,Not Applicable
,"2020 Week 21 ending May 23, 2020","2020/21",8119,Not Applicable,Not Applicable
,"2020 Week 22 ending May 30, 2020","2020/22",7970,Not Applicable,Not Applicable
,"2020 Week 23 ending June 06, 2020","2020/23",8184,Not Applicable,Not Applicable
,"2020 Week 24 ending June 13, 2020","2020/24",7990,Not Applicable,Not Applicable
,"2020 Week 25 ending June 20, 2020","2020/25",7941,Not Applicable,Not Applicable
,"2020 Week 26 ending June 27, 2020","2020/26",8000,Not Applicable,Not Applicable
,"2020 Week 27 ending July 04, 2020","2020/27",8402,Not Applicable,Not Applicable
,"2020 Week 28 ending July 11, 2020","2020/28",8782,Not Applicable,Not Applicable
,"2020 Week 29 ending July 18, 2020","2020/29",8700,Not Applicable,Not Applicable
,"2020 Week 30 ending July 25, 2020","2020/30",8659,Not Applicable,Not Applicable
,"2020 Week 31 ending August 01, 2020","2020/31",8803,Not Applicable,Not Applicable
,"2020 Week 32 ending August 08, 2020","2020/32",8705,Not Applicable,Not Applicable
,"2020 Week 33 ending August 15, 2020","2020/33",8509,Not Applicable,Not Applicable
,"2020 Week 34 ending August 22, 2020","2020/34",8329,Not Applicable,Not Applicable
,"2020 Week 35 ending August 29, 2020","2020/35",8132,Not Applicable,Not Applicable
,"2020 Week 36 ending September 05, 2020","2020/36",8158,Not Applicable,Not Applicable
,"2020 Week 37 ending September 12, 2020","2020/37",8159,Not Applicable,Not Applicable
,"2020 Week 38 ending September 19, 2020","2020/38",7719,Not Applicable,Not Applicable
,"2020 Week 39 ending September 26, 2020","2020/39",7826,Not Applicable,Not Applicable
,"2020 Week 40 ending October 03, 2020","2020/40",7826,Not Applicable,Not Applicable
,"2020 Week 41 ending October 10, 2020","2020/41",8161,Not Applicable,Not Applicable
,"2020 Week 42 ending October 17, 2020","2020/42",7726,Not Applicable,Not Applicable
,"2020 Week 43 ending October 24, 2020","2020/43",7780,Not Applicable,Not Applicable
,"2020 Week 44 ending October 31, 2020","2020/44",7879,Not Applicable,Not Applicable
,"2020 Week 45 ending November 07, 2020","2020/45",8392,Not Applicable,Not Applicable
,"2020 Week 46 ending November 14, 2020","2020/46",8422,Not Applicable,Not Applicable
,"2020 Week 47 ending November 21, 2020","2020/47",8450,Not Applicable,Not Applicable
,"2020 Week 48 ending November 28, 2020","2020/48",8582,Not Applicable,Not Applicable
,"2020 Week 49 ending December 05, 2020","2020/49",9107,Not Applicable,Not Applicable
,"2020 Week 50 ending December 12, 2020","2020/50",9409,Not Applicable,Not Applicable
,"2020 Week 51 ending December 19, 2020","2020/51",9892,Not Applicable,Not Applicable
,"2020 Week 52 ending December 26, 2020","2020/52",10024,Not Applicable,Not Applicable
,"2020 Week 53 ending January 02, 2021","2020/53",10265,Not Applicable,Not Applicable
,"2020 Week Not Available","2020/99",57,Not Applicable,Not Applicable
,"2021 Week 01 ending January 09, 2021","2021/01",10625,Not Applicable,Not Applicable
,"2021 Week 02 ending January 16, 2021","2021/02",10461,Not Applicable,Not Applicable
,"2021 Week 03 ending January 23, 2021","2021/03",9966,Not Applicable,Not Applicable
,"2021 Week 04 ending January 30, 2021","2021/04",9807,Not Applicable,Not Applicable
,"2021 Week 05 ending February 06, 2021","2021/05",9394,Not Applicable,Not Applicable
,"2021 Week 06 ending February 13, 2021","2021/06",9387,Not Applicable,Not Applicable
,"2021 Week 07 ending February 20, 2021","2021/07",8851,Not Applicable,Not Applicable
,"2021 Week 08 ending February 27, 2021","2021/08",8627,Not Applicable,Not Applicable
,"2021 Week 09 ending March 06, 2021","2021/09",8454,Not Applicable,Not Applicable
,"2021 Week 10 ending March 13, 2021","2021/10",8245,Not Applicable,Not Applicable
,"2021 Week 11 ending March 20, 2021","2021/11",8153,Not Applicable,Not Applicable
,"2021 Week 12 ending March 27, 2021","2021/12",8356,Not Applicable,Not Applicable
,"2021 Week 13 ending April 03, 2021","2021/13",8062,Not Applicable,Not Applicable
,"2021 Week 14 ending April 10, 2021","2021/14",8516,Not Applicable,Not Applicable
,"2021 Week 15 ending April 17, 2021","2021/15",8349,Not Applicable,Not Applicable
,"2021 Week 16 ending April 24, 2021","2021/16",8461,Not Applicable,Not Applicable
,"2021 Week 17 ending May 01, 2021","2021/17",8239,Not Applicable,Not Applicable
,"2021 Week 18 ending May 08, 2021","2021/18",8303,Not Applicable,Not Applicable
,"2021 Week 19 ending May 15, 2021","2021/19",8230,Not Applicable,Not Applicable
,"2021 Week 20 ending May 22, 2021","2021/20",8099,Not Applicable,Not Applicable
,"2021 Week 21 ending May 29, 2021","2021/21",7909,Not Applicable,Not Applicable
,"2021 Week 22 ending June 05, 2021","2021/22",8094,Not Applicable,Not Applicable
,"2021 Week 23 ending June 12, 2021","2021/23",8114,Not Applicable,Not Applicable
,"2021 Week 24 ending June 19, 2021","2021/24",7985,Not Applicable,Not Applicable
,"2021 Week 25 ending June 26, 2021","2021/25",7815,Not Applicable,Not Applicable
,"2021 Week 26 ending July 03, 2021","2021/26",7937,Not Applicable,Not Applicable
,"2021 Week 27 ending July 10, 2021","2021/27",8017,Not Applicable,Not Applicable
,"2021 Week 28 ending July 17, 2021","2021/28",7980,Not Applicable,Not Applicable
,"2021 Week 29 ending July 24, 2021","2021/29",8169,Not Applicable,Not Applicable
,"2021 Week 30 ending July 31, 2021","2021/30",8651,Not Applicable,Not Applicable
,"2021 Week 31 ending August 07, 2021","2021/31",9479,Not Applicable,Not Applicable
,"2021 Week 32 ending August 14, 2021","2021/32",10080,Not Applicable,Not Applicable
,"2021 Week 33 ending August 21, 2021","2021/33",10829,Not Applicable,Not Applicable
,"2021 Week 34 ending August 28, 2021","2021/34",11509,Not Applicable,Not Applicable
,"2021 Week 35 ending September 04, 2021","2021/35",11790,Not Applicable,Not Applicable
,"2021 Week 36 ending September 11, 2021","2021/36",11845,Not Applicable,Not Applicable
,"2021 Week 37 ending September 18, 2021","2021/37",11516,Not Applicable,Not Applicable
,"2021 Week 38 ending September 25, 2021","2021/38",11249,Not Applicable,Not Applicable
,"2021 Week 39 ending October 02, 2021","2021/39",11078,Not Applicable,Not Applicable
,"2021 Week 40 ending October 09, 2021","2021/40",10431,Not Applicable,Not Applicable
,"2021 Week 41 ending October 16, 2021","2021/41",9938,Not Applicable,Not Applicable
,"2021 Week 42 ending October 23, 2021","2021/42",9489,Not Applicable,Not Applicable
,"2021 Week 43 ending October 30, 2021","2021/43",9254,Not Applicable,Not Applicable
,"2021 Week 44 ending November 06, 2021","2021/44",9150,Not Applicable,Not Applicable
,"2021 Week 45 ending November 13, 2021","2021/45",8977,Not Applicable,Not Applicable
,"2021 Week 46 ending November 20, 2021","2021/46",8847,Not Applicable,Not Applicable
,"2021 Week 47 ending November 27, 2021","2021/47",9104,Not Applicable,Not Applicable
,"2021 Week 48 ending December 04, 2021","2021/48",9352,Not Applicable,Not Applicable
,"2021 Week 49 ending December 11, 2021","2021/49",9709,Not Applicable,Not Applicable
,"2021 Week 50 ending December 18, 2021","2021/50",9687,Not Applicable,Not Applicable
,"2021 Week 51 ending December 25, 2021","2021/51",9810,Not Applicable,Not Applicable
,"2021 Week 52 ending January 01, 2022","2021/52",10123,Not Applicable,Not Applicable
,"2021 Week Not Available","2021/99",91,Not Applicable,Not Applicable
,"2022 Week 01 ending January 08, 2022 (provisional)","2022/01",10897,Not Applicable,Not Applicable
,"2022 Week 02 ending January 15, 2022 (provisional)","2022/02",10951,Not Applicable,Not Applicable
,"2022 Week 03 ending January 22, 2022 (provisional)","2022/03",10713,Not Applicable,Not Applicable
,"2022 Week 04 ending January 29, 2022 (provisional)","2022/04",10424,Not Applicable,Not Applicable
,"2022 Week 05 ending February 05, 2022 (provisional)","2022/05",10068,Not Applicable,Not Applicable
,"2022 Week 06 ending February 12, 2022 (provisional)","2022/06",9606,Not Applicable,Not Applicable
,"2022 Week 07 ending February 19, 2022 (provisional)","2022/07",8802,Not Applicable,Not Applicable
,"2022 Week 08 ending February 26, 2022 (provisional)","2022/08",8229,Not Applicable,Not Applicable
,"2022 Week 09 ending March 05, 2022 (provisional)","2022/09",8253,Not Applicable,Not Applicable
,"2022 Week 10 ending March 12, 2022 (provisional)","2022/10",7979,Not Applicable,Not Applicable
