"Notes"	"Month"	"Month Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Jan., 1999"	"1999/01"	"Alabama"	"01"	3803	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Alaska"	"02"	212	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arizona"	"04"	3581	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Arkansas"	"05"	2460	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"California"	"06"	19569	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Colorado"	"08"	2148	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Connecticut"	"09"	2644	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Delaware"	"10"	589	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"District of Columbia"	"11"	544	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Florida"	"12"	13619	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Georgia"	"13"	5430	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Hawaii"	"15"	705	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Idaho"	"16"	715	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Illinois"	"17"	9523	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Indiana"	"18"	4829	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Iowa"	"19"	2322	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kansas"	"20"	1986	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Kentucky"	"21"	3315	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Louisiana"	"22"	3539	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maine"	"23"	1029	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Maryland"	"24"	3585	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Massachusetts"	"25"	4808	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Michigan"	"26"	7395	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Minnesota"	"27"	3202	Not Applicable	Not Applicable
	"Jan., 1999"	"1999/01"	"Mississippi"	"28"	2283	Not Applicable	Not Applicable
