"Notes","Year","Year Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022","Alabama","01",15743,407928,3859.3
,"2022 (provisional)","2022","Alaska","02",1336,44042,3033.5
,"2022 (provisional)","2022","Arizona","04",18331,629943,2909.9
,"2022 (provisional)","2022","Arkansas","05",9677,241831,4001.6
,"2022 (provisional)","2022","California","06",68034,2642817,2574.3
,"2022 (provisional)","2022","Colorado","08",10495,399765,2625.3
,"2022 (provisional)","2022","Connecticut","09",7238,285568,2534.6
,"2022 (provisional)","2022","Delaware","10",2855,93762,3044.9
,"2022 (provisional)","2022","District of Columbia","11",1172,37627,3114.8
,"2022 (provisional)","2022","Florida","12",56539,2126878,2658.3
,"2022 (provisional)","2022","Georgia","13",25211,732808,3440.3
,"2022 (provisional)","2022","Hawaii","15",2919,126329,2310.6
,"2022 (provisional)","2022","Idaho","16",4299,146004,2944.4
,"2022 (provisional)","2022","Illinois","17",28256,926203,3050.7
,"2022 (provisional)","2022","Indiana","18",18156,497068,3652.6
,"2022 (provisional)","2022","Iowa","19",7753,244909,3165.7
,"2022 (provisional)","2022","Kansas","20",7288,213634,3411.4
,"2022 (provisional)","2022","Kentucky","21",14390,351335,4095.8
,"2022 (provisional)","2022","Louisiana","22",12486,342528,3645.2
,"2022 (provisional)","2022","Maine","23",4190,136110,3078.4
,"2022 (provisional)","2022","Maryland","24",12857,449798,2858.4
,"2022 (provisional)","2022","Massachusetts","25",14133,540700,2613.8
,"2022 (provisional)","2022","Michigan","26",26461,818318,3233.6
,"2022 (provisional)","2022","Minnesota","27",11382,416997,2729.5
,"2022 (provisional)","2022","Mississippi","28",9327,224597,4152.8
,"2022 (provisional)","2022","Missouri","29",16976,483689,3509.7
,"2022 (provisional)","2022","Montana","30",2833,98095,2888.0
,"2022 (provisional)","2022","Nebraska","31",4242,140775,3013.3
,"2022 (provisional)","2022","Nevada","32",8295,246453,3365.8
,"2022 (provisional)","2022","New Hampshire","33",3445,120598,2856.6
,"2022 (provisional)","2022","New Jersey","34",18090,690855,2618.5
,"2022 (provisional)","2022","New Mexico","35",5438,181777,2991.6
,"2022 (provisional)","2022","New York","36",38274,1530584,2500.6
,"2022 (provisional)","2022","North Carolina","37",27440,829523,3307.9
,"2022 (provisional)","2022","North Dakota","38",1435,52197,2749.2
,"2022 (provisional)","2022","Ohio","39",32634,934119,3493.6
,"2022 (provisional)","2022","Oklahoma","40",11978,290557,4122.4
,"2022 (provisional)","2022","Oregon","41",11097,366935,3024.2
,"2022 (provisional)","2022","Pennsylvania","42",33770,1085662,3110.5
,"2022 (provisional)","2022","Rhode Island","44",2421,86994,2783.0
,"2022 (provisional)","2022","South Carolina","45",15389,458613,3355.6
,"2022 (provisional)","2022","South Dakota","46",2033,67051,3032.0
,"2022 (provisional)","2022","Tennessee","47",21013,546530,3844.8
,"2022 (provisional)","2022","Texas","48",57184,1746733,3273.8
,"2022 (provisional)","2022","Utah","49",4991,175865,2838.0
,"2022 (provisional)","2022","Vermont","50",1666,61050,2728.9
,"2022 (provisional)","2022","Virginia","51",19854,644055,3082.7
,"2022 (provisional)","2022","Washington","53",16462,574114,2867.4
,"2022 (provisional)","2022","West Virginia","54",7057,171626,4111.8
,"2022 (provisional)","2022","Wisconsin","55",13955,468213,2980.5
,"2022 (provisional)","2022","Wyoming","56",1437,46409,3096.4
"Total","2022 (provisional)","2022",,,769937,25176571,3058.1
,"2023 (provisional and partial)","2023","Alabama","01",11249,407928,2757.6
,"2023 (provisional and partial)","2023","Alaska","02",922,44042,2093.5
,"2023 (provisional and partial)","2023","Arizona","04",13475,629943,2139.1
,"2023 (provisional and partial)","2023","Arkansas","05",7226,241831,2988.0
,"2023 (provisional and partial)","2023","California","06",50703,2642817,1918.5
,"2023 (provisional and partial)","2023","Colorado","08",7986,399765,1997.7
,"2023 (provisional and partial)","2023","Connecticut","09",5271,285568,1845.8
,"2023 (provisional and partial)","2023","Delaware","10",1994,93762,2126.7
,"2023 (provisional and partial)","2023","District of Columbia","11",756,37627,2009.2
,"2023 (provisional and partial)","2023","Florida","12",43268,2126878,2034.3
,"2023 (provisional and partial)","2023","Georgia","13",18191,732808,2482.4
,"2023 (provisional and partial)","2023","Hawaii","15",2270,126329,1796.9
,"2023 (provisional and partial)","2023","Idaho","16",3176,146004,2175.3
,"2023 (provisional and partial)","2023","Illinois","17",20362,926203,2198.4
,"2023 (provisional and partial)","2023","Indiana","18",12815,497068,2578.1
,"2023 (provisional and partial)","2023","Iowa","19",6033,244909,2463.4
,"2023 (provisional and partial)","2023","Kansas","20",5502,213634,2575.4
,"2023 (provisional and partial)","2023","Kentucky","21",10183,351335,2898.4
,"2023 (provisional and partial)","2023","Louisiana","22",8937,342528,2609.1
,"2023 (provisional and partial)","2023","Maine","23",3181,136110,2337.1
,"2023 (provisional and partial)","2023","Maryland","24",9610,449798,2136.5
,"2023 (provisional and partial)","2023","Massachusetts","25",10713,540700,1981.3
,"2023 (provisional and partial)","2023","Michigan","26",19470,818318,2379.3
,"2023 (provisional and partial)","2023","Minnesota","27",8627,416997,2068.8
,"2023 (provisional and partial)","2023","Mississippi","28",6776,224597,3017.0
,"2023 (provisional and partial)","2023","Missouri","29",12332,483689,2549.6
,"2023 (provisional and partial)","2023","Montana","30",2110,98095,2151.0
,"2023 (provisional and partial)","2023","Nebraska","31",3344,140775,2375.4
,"2023 (provisional and partial)","2023","Nevada","32",5286,246453,2144.8
,"2023 (provisional and partial)","2023","New Hampshire","33",2658,120598,2204.0
,"2023 (provisional and partial)","2023","New Jersey","34",12881,690855,1864.5
,"2023 (provisional and partial)","2023","New Mexico","35",3900,181777,2145.5
,"2023 (provisional and partial)","2023","New York","36",28533,1530584,1864.2
,"2023 (provisional and partial)","2023","North Carolina","37",20437,829523,2463.7
,"2023 (provisional and partial)","2023","North Dakota","38",1112,52197,2130.4
,"2023 (provisional and partial)","2023","Ohio","39",23331,934119,2497.6
,"2023 (provisional and partial)","2023","Oklahoma","40",8365,290557,2879.0
,"2023 (provisional and partial)","2023","Oregon","41",8192,366935,2232.5
,"2023 (provisional and partial)","2023","Pennsylvania","42",25354,1085662,2335.3
,"2023 (provisional and partial)","2023","Rhode Island","44",1802,86994,2071.4
,"2023 (provisional and partial)","2023","South Carolina","45",11552,458613,2518.9
,"2023 (provisional and partial)","2023","South Dakota","46",1456,67051,2171.5
,"2023 (provisional and partial)","2023","Tennessee","47",15279,546530,2795.6
,"2023 (provisional and partial)","2023","Texas","48",42667,1746733,2442.7
,"2023 (provisional and partial)","2023","Utah","49",3621,175865,2059.0
,"2023 (provisional and partial)","2023","Vermont","50",1265,61050,2072.1
,"2023 (provisional and partial)","2023","Virginia","51",14527,644055,2255.6
,"2023 (provisional and partial)","2023","Washington","53",12192,574114,2123.6
,"2023 (provisional and partial)","2023","West Virginia","54",4954,171626,2886.5
,"2023 (provisional and partial)","2023","Wisconsin","55",10209,468213,2180.4
,"2023 (provisional and partial)","2023","Wyoming","56",1092,46409,2353.0
"Total","2023 (provisional and partial)","2023",,,567147,25176571,2252.7
"Total",,,,,1337084,50353142,2655.4
