"Notes","Month","Month Code",Deaths,Population,Crude Rate
,"Jan., 1999","1999/01",21714,Not Applicable,Not Applicable
,"Feb., 1999","1999/02",19801,Not Applicable,Not Applicable
,"Mar., 1999","1999/03",21281,Not Applicable,Not Applicable
,"Apr., 1999","1999/04",17509,Not Applicable,Not Applicable
,"May, 1999","1999/05",16522,Not Applicable,Not Applicable
,"Jun., 1999","1999/06",15094,Not Applicable,Not Applicable
,"Jul., 1999","1999/07",15658,Not Applicable,Not Applicable
,"Aug., 1999","1999/08",15390,Not Applicable,Not Applicable
,"Sep., 1999","1999/09",15576,Not Applicable,Not Applicable
,"Oct., 1999","1999/10",17296,Not Applicable,Not Applicable
,"Nov., 1999","1999/11",17466,Not Applicable,Not Applicable
,"Dec., 1999","1999/12",20684,Not Applicable,Not Applicable
,"Jan., 2000","2000/01",24726,Not Applicable,Not Applicable
,"Feb., 2000","2000/02",19183,Not Applicable,Not Applicable
,"Mar., 2000","2000/03",18092,Not Applicable,Not Applicable
,"Apr., 2000","2000/04",16822,Not Applicable,Not Applicable
,"May, 2000","2000/05",17103,Not Applicable,Not Applicable
,"Jun., 2000","2000/06",15768,Not Applicable,Not Applicable
,"Jul., 2000","2000/07",16413,Not Applicable,Not Applicable
,"Aug., 2000","2000/08",16400,Not Applicable,Not Applicable
,"Sep., 2000","2000/09",16649,Not Applicable,Not Applicable
,"Oct., 2000","2000/10",18579,Not Applicable,Not Applicable
,"Nov., 2000","2000/11",18386,Not Applicable,Not Applicable
,"Dec., 2000","2000/12",21162,Not Applicable,Not Applicable
,"Jan., 2001","2001/01",21761,Not Applicable,Not Applicable
,"Feb., 2001","2001/02",18812,Not Applicable,Not Applicable
,"Mar., 2001","2001/03",20388,Not Applicable,Not Applicable
,"Apr., 2001","2001/04",18471,Not Applicable,Not Applicable
,"May, 2001","2001/05",18088,Not Applicable,Not Applicable
,"Jun., 2001","2001/06",17155,Not Applicable,Not Applicable
,"Jul., 2001","2001/07",16994,Not Applicable,Not Applicable
,"Aug., 2001","2001/08",16567,Not Applicable,Not Applicable
,"Sep., 2001","2001/09",16747,Not Applicable,Not Applicable
,"Oct., 2001","2001/10",18631,Not Applicable,Not Applicable
,"Nov., 2001","2001/11",18230,Not Applicable,Not Applicable
,"Dec., 2001","2001/12",19470,Not Applicable,Not Applicable
,"Jan., 2002","2002/01",22031,Not Applicable,Not Applicable
,"Feb., 2002","2002/02",20601,Not Applicable,Not Applicable
,"Mar., 2002","2002/03",22167,Not Applicable,Not Applicable
,"Apr., 2002","2002/04",18643,Not Applicable,Not Applicable
,"May, 2002","2002/05",17988,Not Applicable,Not Applicable
,"Jun., 2002","2002/06",16749,Not Applicable,Not Applicable
,"Jul., 2002","2002/07",16914,Not Applicable,Not Applicable
,"Aug., 2002","2002/08",17170,Not Applicable,Not Applicable
,"Sep., 2002","2002/09",17001,Not Applicable,Not Applicable
,"Oct., 2002","2002/10",18721,Not Applicable,Not Applicable
,"Nov., 2002","2002/11",19013,Not Applicable,Not Applicable
,"Dec., 2002","2002/12",21589,Not Applicable,Not Applicable
,"Jan., 2003","2003/01",22208,Not Applicable,Not Applicable
,"Feb., 2003","2003/02",19520,Not Applicable,Not Applicable
,"Mar., 2003","2003/03",20332,Not Applicable,Not Applicable
,"Apr., 2003","2003/04",18720,Not Applicable,Not Applicable
,"May, 2003","2003/05",18318,Not Applicable,Not Applicable
,"Jun., 2003","2003/06",17524,Not Applicable,Not Applicable
,"Jul., 2003","2003/07",17258,Not Applicable,Not Applicable
,"Aug., 2003","2003/08",17344,Not Applicable,Not Applicable
,"Sep., 2003","2003/09",17247,Not Applicable,Not Applicable
,"Oct., 2003","2003/10",19182,Not Applicable,Not Applicable
,"Nov., 2003","2003/11",19124,Not Applicable,Not Applicable
,"Dec., 2003","2003/12",24626,Not Applicable,Not Applicable
,"Jan., 2004","2004/01",24655,Not Applicable,Not Applicable
,"Feb., 2004","2004/02",19884,Not Applicable,Not Applicable
,"Mar., 2004","2004/03",19781,Not Applicable,Not Applicable
,"Apr., 2004","2004/04",18464,Not Applicable,Not Applicable
,"May, 2004","2004/05",17961,Not Applicable,Not Applicable
,"Jun., 2004","2004/06",16900,Not Applicable,Not Applicable
,"Jul., 2004","2004/07",17259,Not Applicable,Not Applicable
,"Aug., 2004","2004/08",17172,Not Applicable,Not Applicable
,"Sep., 2004","2004/09",17210,Not Applicable,Not Applicable
,"Oct., 2004","2004/10",18748,Not Applicable,Not Applicable
,"Nov., 2004","2004/11",18705,Not Applicable,Not Applicable
,"Dec., 2004","2004/12",20922,Not Applicable,Not Applicable
,"Jan., 2005","2005/01",23290,Not Applicable,Not Applicable
,"Feb., 2005","2005/02",22474,Not Applicable,Not Applicable
,"Mar., 2005","2005/03",24043,Not Applicable,Not Applicable
,"Apr., 2005","2005/04",20158,Not Applicable,Not Applicable
,"May, 2005","2005/05",19209,Not Applicable,Not Applicable
,"Jun., 2005","2005/06",17218,Not Applicable,Not Applicable
,"Jul., 2005","2005/07",17752,Not Applicable,Not Applicable
,"Aug., 2005","2005/08",17690,Not Applicable,Not Applicable
,"Sep., 2005","2005/09",17438,Not Applicable,Not Applicable
,"Oct., 2005","2005/10",19137,Not Applicable,Not Applicable
,"Nov., 2005","2005/11",19303,Not Applicable,Not Applicable
,"Dec., 2005","2005/12",21994,Not Applicable,Not Applicable
,"Jan., 2006","2006/01",22258,Not Applicable,Not Applicable
,"Feb., 2006","2006/02",20285,Not Applicable,Not Applicable
