"Notes","MMWR Week","MMWR Week Code","Residence State","Residence State Code",Deaths,Population,Crude Rate
,"2018 Week 01 ending January 06, 2018","2018/01","Alabama","01",939,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Alaska","02",64,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Arizona","04",1138,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Arkansas","05",565,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","California","06",5296,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Colorado","08",644,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Connecticut","09",531,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Delaware","10",161,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","District of Columbia","11",94,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Florida","12",3300,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Georgia","13",1462,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Hawaii","15",211,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Idaho","16",240,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Illinois","17",2035,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Indiana","18",1142,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Iowa","19",484,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Kansas","20",471,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Kentucky","21",796,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Louisiana","22",894,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Maine","23",228,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Maryland","24",838,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Massachusetts","25",1025,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Michigan","26",1702,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Minnesota","27",756,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Mississippi","28",611,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Missouri","29",1142,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Montana","30",137,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Nebraska","31",317,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Nevada","32",456,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","New Hampshire","33",207,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","New Jersey","34",1298,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","New Mexico","35",299,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","New York","36",2771,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","North Carolina","37",1574,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","North Dakota","38",120,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Ohio","39",2214,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Oklahoma","40",715,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Oregon","41",614,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Pennsylvania","42",2242,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Rhode Island","44",175,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","South Carolina","45",803,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","South Dakota","46",119,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Tennessee","47",1239,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Texas","48",3772,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Utah","49",305,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Vermont","50",98,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Virginia","51",1223,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Washington","53",908,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","West Virginia","54",467,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Wisconsin","55",923,Not Applicable,Not Applicable
,"2018 Week 01 ending January 06, 2018","2018/01","Wyoming","56",86,Not Applicable,Not Applicable
"Total","2018 Week 01 ending January 06, 2018","2018/01",,,49851,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Alabama","01",1174,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Alaska","02",94,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Arizona","04",1273,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Arkansas","05",657,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","California","06",5941,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Colorado","08",774,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Connecticut","09",694,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Delaware","10",171,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","District of Columbia","11",117,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Florida","12",3984,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Georgia","13",1794,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Hawaii","15",222,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Idaho","16",282,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Illinois","17",2393,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Indiana","18",1365,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Iowa","19",606,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Kansas","20",556,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Kentucky","21",1048,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Louisiana","22",983,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Maine","23",275,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Maryland","24",1050,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Massachusetts","25",1247,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Michigan","26",1922,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Minnesota","27",889,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Mississippi","28",691,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Missouri","29",1348,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Montana","30",180,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Nebraska","31",307,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Nevada","32",521,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","New Hampshire","33",240,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","New Jersey","34",1542,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","New Mexico","35",348,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","New York","36",3362,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","North Carolina","37",1911,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","North Dakota","38",110,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Ohio","39",2715,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Oklahoma","40",858,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Oregon","41",725,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Pennsylvania","42",2804,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Rhode Island","44",210,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","South Carolina","45",993,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","South Dakota","46",124,Not Applicable,Not Applicable
,"2018 Week 02 ending January 13, 2018","2018/02","Tennessee","47",1488,Not Applicable,Not Applicable
