"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"2008"	"2008"	"Oct., 2008"	"2008/10"	29763	Not Applicable	Not Applicable
	"2008"	"2008"	"Nov., 2008"	"2008/11"	30394	Not Applicable	Not Applicable
	"2008"	"2008"	"Dec., 2008"	"2008/12"	33493	Not Applicable	Not Applicable
"Total"	"2008"	"2008"			372139	Not Applicable	Not Applicable
	"2009"	"2009"	"Jan., 2009"	"2009/01"	34472	Not Applicable	Not Applicable
	"2009"	"2009"	"Feb., 2009"	"2009/02"	30798	Not Applicable	Not Applicable
	"2009"	"2009"	"Mar., 2009"	"2009/03"	33333	Not Applicable	Not Applicable
	"2009"	"2009"	"Apr., 2009"	"2009/04"	30532	Not Applicable	Not Applicable
	"2009"	"2009"	"May, 2009"	"2009/05"	29323	Not Applicable	Not Applicable
	"2009"	"2009"	"Jun., 2009"	"2009/06"	27693	Not Applicable	Not Applicable
	"2009"	"2009"	"Jul., 2009"	"2009/07"	28151	Not Applicable	Not Applicable
	"2009"	"2009"	"Aug., 2009"	"2009/08"	27674	Not Applicable	Not Applicable
	"2009"	"2009"	"Sep., 2009"	"2009/09"	27608	Not Applicable	Not Applicable
	"2009"	"2009"	"Oct., 2009"	"2009/10"	30977	Not Applicable	Not Applicable
	"2009"	"2009"	"Nov., 2009"	"2009/11"	30061	Not Applicable	Not Applicable
	"2009"	"2009"	"Dec., 2009"	"2009/12"	33424	Not Applicable	Not Applicable
"Total"	"2009"	"2009"			364046	Not Applicable	Not Applicable
	"2010"	"2010"	"Jan., 2010"	"2010/01"	35390	Not Applicable	Not Applicable
	"2010"	"2010"	"Feb., 2010"	"2010/02"	31725	Not Applicable	Not Applicable
	"2010"	"2010"	"Mar., 2010"	"2010/03"	34730	Not Applicable	Not Applicable
	"2010"	"2010"	"Apr., 2010"	"2010/04"	31211	Not Applicable	Not Applicable
	"2010"	"2010"	"May, 2010"	"2010/05"	30884	Not Applicable	Not Applicable
	"2010"	"2010"	"Jun., 2010"	"2010/06"	28871	Not Applicable	Not Applicable
	"2010"	"2010"	"Jul., 2010"	"2010/07"	29915	Not Applicable	Not Applicable
	"2010"	"2010"	"Aug., 2010"	"2010/08"	29881	Not Applicable	Not Applicable
	"2010"	"2010"	"Sep., 2010"	"2010/09"	30098	Not Applicable	Not Applicable
	"2010"	"2010"	"Oct., 2010"	"2010/10"	32701	Not Applicable	Not Applicable
	"2010"	"2010"	"Nov., 2010"	"2010/11"	33233	Not Applicable	Not Applicable
	"2010"	"2010"	"Dec., 2010"	"2010/12"	37398	Not Applicable	Not Applicable
"Total"	"2010"	"2010"			386037	Not Applicable	Not Applicable
	"2011"	"2011"	"Jan., 2011"	"2011/01"	39728	Not Applicable	Not Applicable
	"2011"	"2011"	"Feb., 2011"	"2011/02"	35485	Not Applicable	Not Applicable
	"2011"	"2011"	"Mar., 2011"	"2011/03"	37118	Not Applicable	Not Applicable
	"2011"	"2011"	"Apr., 2011"	"2011/04"	33704	Not Applicable	Not Applicable
	"2011"	"2011"	"May, 2011"	"2011/05"	33021	Not Applicable	Not Applicable
	"2011"	"2011"	"Jun., 2011"	"2011/06"	30923	Not Applicable	Not Applicable
	"2011"	"2011"	"Jul., 2011"	"2011/07"	31133	Not Applicable	Not Applicable
	"2011"	"2011"	"Aug., 2011"	"2011/08"	31017	Not Applicable	Not Applicable
	"2011"	"2011"	"Sep., 2011"	"2011/09"	30552	Not Applicable	Not Applicable
	"2011"	"2011"	"Oct., 2011"	"2011/10"	33585	Not Applicable	Not Applicable
	"2011"	"2011"	"Nov., 2011"	"2011/11"	33963	Not Applicable	Not Applicable
	"2011"	"2011"	"Dec., 2011"	"2011/12"	36404	Not Applicable	Not Applicable
"Total"	"2011"	"2011"			406633	Not Applicable	Not Applicable
	"2012"	"2012"	"Jan., 2012"	"2012/01"	38451	Not Applicable	Not Applicable
	"2012"	"2012"	"Feb., 2012"	"2012/02"	35554	Not Applicable	Not Applicable
	"2012"	"2012"	"Mar., 2012"	"2012/03"	37198	Not Applicable	Not Applicable
	"2012"	"2012"	"Apr., 2012"	"2012/04"	34450	Not Applicable	Not Applicable
	"2012"	"2012"	"May, 2012"	"2012/05"	33579	Not Applicable	Not Applicable
	"2012"	"2012"	"Jun., 2012"	"2012/06"	31610	Not Applicable	Not Applicable
	"2012"	"2012"	"Jul., 2012"	"2012/07"	32141	Not Applicable	Not Applicable
	"2012"	"2012"	"Aug., 2012"	"2012/08"	32841	Not Applicable	Not Applicable
	"2012"	"2012"	"Sep., 2012"	"2012/09"	32610	Not Applicable	Not Applicable
	"2012"	"2012"	"Oct., 2012"	"2012/10"	35760	Not Applicable	Not Applicable
	"2012"	"2012"	"Nov., 2012"	"2012/11"	36098	Not Applicable	Not Applicable
	"2012"	"2012"	"Dec., 2012"	"2012/12"	40753	Not Applicable	Not Applicable
"Total"	"2012"	"2012"			421045	Not Applicable	Not Applicable
	"2013"	"2013"	"Jan., 2013"	"2013/01"	48989	Not Applicable	Not Applicable
	"2013"	"2013"	"Feb., 2013"	"2013/02"	38548	Not Applicable	Not Applicable
	"2013"	"2013"	"Mar., 2013"	"2013/03"	40041	Not Applicable	Not Applicable
	"2013"	"2013"	"Apr., 2013"	"2013/04"	35785	Not Applicable	Not Applicable
	"2013"	"2013"	"May, 2013"	"2013/05"	33962	Not Applicable	Not Applicable
	"2013"	"2013"	"Jun., 2013"	"2013/06"	32024	Not Applicable	Not Applicable
	"2013"	"2013"	"Jul., 2013"	"2013/07"	32641	Not Applicable	Not Applicable
	"2013"	"2013"	"Aug., 2013"	"2013/08"	32703	Not Applicable	Not Applicable
	"2013"	"2013"	"Sep., 2013"	"2013/09"	32434	Not Applicable	Not Applicable
	"2013"	"2013"	"Oct., 2013"	"2013/10"	35276	Not Applicable	Not Applicable
	"2013"	"2013"	"Nov., 2013"	"2013/11"	35326	Not Applicable	Not Applicable
	"2013"	"2013"	"Dec., 2013"	"2013/12"	38211	Not Applicable	Not Applicable
"Total"	"2013"	"2013"			435940	Not Applicable	Not Applicable
	"2014"	"2014"	"Jan., 2014"	"2014/01"	40399	Not Applicable	Not Applicable
	"2014"	"2014"	"Feb., 2014"	"2014/02"	35586	Not Applicable	Not Applicable
	"2014"	"2014"	"Mar., 2014"	"2014/03"	39059	Not Applicable	Not Applicable
	"2014"	"2014"	"Apr., 2014"	"2014/04"	36970	Not Applicable	Not Applicable
	"2014"	"2014"	"May, 2014"	"2014/05"	36599	Not Applicable	Not Applicable
	"2014"	"2014"	"Jun., 2014"	"2014/06"	33853	Not Applicable	Not Applicable
	"2014"	"2014"	"Jul., 2014"	"2014/07"	34371	Not Applicable	Not Applicable
	"2014"	"2014"	"Aug., 2014"	"2014/08"	34359	Not Applicable	Not Applicable
	"2014"	"2014"	"Sep., 2014"	"2014/09"	34738	Not Applicable	Not Applicable
	"2014"	"2014"	"Oct., 2014"	"2014/10"	36889	Not Applicable	Not Applicable
	"2014"	"2014"	"Nov., 2014"	"2014/11"	38203	Not Applicable	Not Applicable
	"2014"	"2014"	"Dec., 2014"	"2014/12"	43661	Not Applicable	Not Applicable
"Total"	"2014"	"2014"			444687	Not Applicable	Not Applicable
	"2015"	"2015"	"Jan., 2015"	"2015/01"	50590	Not Applicable	Not Applicable
	"2015"	"2015"	"Feb., 2015"	"2015/02"	41490	Not Applicable	Not Applicable
	"2015"	"2015"	"Mar., 2015"	"2015/03"	42886	Not Applicable	Not Applicable
	"2015"	"2015"	"Apr., 2015"	"2015/04"	39003	Not Applicable	Not Applicable
	"2015"	"2015"	"May, 2015"	"2015/05"	37860	Not Applicable	Not Applicable
	"2015"	"2015"	"Jun., 2015"	"2015/06"	35169	Not Applicable	Not Applicable
	"2015"	"2015"	"Jul., 2015"	"2015/07"	35888	Not Applicable	Not Applicable
	"2015"	"2015"	"Aug., 2015"	"2015/08"	35421	Not Applicable	Not Applicable
	"2015"	"2015"	"Sep., 2015"	"2015/09"	34958	Not Applicable	Not Applicable
	"2015"	"2015"	"Oct., 2015"	"2015/10"	37749	Not Applicable	Not Applicable
	"2015"	"2015"	"Nov., 2015"	"2015/11"	37692	Not Applicable	Not Applicable
	"2015"	"2015"	"Dec., 2015"	"2015/12"	40248	Not Applicable	Not Applicable
"Total"	"2015"	"2015"			468954	Not Applicable	Not Applicable
	"2016"	"2016"	"Jan., 2016"	"2016/01"	43649	Not Applicable	Not Applicable
	"2016"	"2016"	"Feb., 2016"	"2016/02"	39615	Not Applicable	Not Applicable
	"2016"	"2016"	"Mar., 2016"	"2016/03"	41916	Not Applicable	Not Applicable
	"2016"	"2016"	"Apr., 2016"	"2016/04"	38677	Not Applicable	Not Applicable
	"2016"	"2016"	"May, 2016"	"2016/05"	38491	Not Applicable	Not Applicable
	"2016"	"2016"	"Jun., 2016"	"2016/06"	35547	Not Applicable	Not Applicable
	"2016"	"2016"	"Jul., 2016"	"2016/07"	36160	Not Applicable	Not Applicable
	"2016"	"2016"	"Aug., 2016"	"2016/08"	36304	Not Applicable	Not Applicable
	"2016"	"2016"	"Sep., 2016"	"2016/09"	36295	Not Applicable	Not Applicable
	"2016"	"2016"	"Oct., 2016"	"2016/10"	39512	Not Applicable	Not Applicable
	"2016"	"2016"	"Nov., 2016"	"2016/11"	39717	Not Applicable	Not Applicable
	"2016"	"2016"	"Dec., 2016"	"2016/12"	44100	Not Applicable	Not Applicable
"Total"	"2016"	"2016"			469983	Not Applicable	Not Applicable
	"2017"	"2017"	"Jan., 2017"	"2017/01"	48371	Not Applicable	Not Applicable
	"2017"	"2017"	"Feb., 2017"	"2017/02"	42846	Not Applicable	Not Applicable
	"2017"	"2017"	"Mar., 2017"	"2017/03"	45358	Not Applicable	Not Applicable
	"2017"	"2017"	"Apr., 2017"	"2017/04"	40454	Not Applicable	Not Applicable
	"2017"	"2017"	"May, 2017"	"2017/05"	38968	Not Applicable	Not Applicable
	"2017"	"2017"	"Jun., 2017"	"2017/06"	36330	Not Applicable	Not Applicable
	"2017"	"2017"	"Jul., 2017"	"2017/07"	36721	Not Applicable	Not Applicable
	"2017"	"2017"	"Aug., 2017"	"2017/08"	37098	Not Applicable	Not Applicable
	"2017"	"2017"	"Sep., 2017"	"2017/09"	37477	Not Applicable	Not Applicable
	"2017"	"2017"	"Oct., 2017"	"2017/10"	39795	Not Applicable	Not Applicable
	"2017"	"2017"	"Nov., 2017"	"2017/11"	40143	Not Applicable	Not Applicable
	"2017"	"2017"	"Dec., 2017"	"2017/12"	46353	Not Applicable	Not Applicable
"Total"	"2017"	"2017"			489914	Not Applicable	Not Applicable
	"2018"	"2018"	"Jan., 2018"	"2018/01"	54373	Not Applicable	Not Applicable
	"2018"	"2018"	"Feb., 2018"	"2018/02"	43014	Not Applicable	Not Applicable
	"2018"	"2018"	"Mar., 2018"	"2018/03"	44594	Not Applicable	Not Applicable
	"2018"	"2018"	"Apr., 2018"	"2018/04"	41001	Not Applicable	Not Applicable
	"2018"	"2018"	"May, 2018"	"2018/05"	38783	Not Applicable	Not Applicable
	"2018"	"2018"	"Jun., 2018"	"2018/06"	36820	Not Applicable	Not Applicable
	"2018"	"2018"	"Jul., 2018"	"2018/07"	37401	Not Applicable	Not Applicable
	"2018"	"2018"	"Aug., 2018"	"2018/08"	37377	Not Applicable	Not Applicable
	"2018"	"2018"	"Sep., 2018"	"2018/09"	36767	Not Applicable	Not Applicable
	"2018"	"2018"	"Oct., 2018"	"2018/10"	40313	Not Applicable	Not Applicable
	"2018"	"2018"	"Nov., 2018"	"2018/11"	40597	Not Applicable	Not Applicable
	"2018"	"2018"	"Dec., 2018"	"2018/12"	44124	Not Applicable	Not Applicable
"Total"	"2018"	"2018"			495164	Not Applicable	Not Applicable
	"2019"	"2019"	"Jan., 2019"	"2019/01"	46064	Not Applicable	Not Applicable
	"2019"	"2019"	"Feb., 2019"	"2019/02"	41056	Not Applicable	Not Applicable
	"2019"	"2019"	"Mar., 2019"	"2019/03"	45178	Not Applicable	Not Applicable
	"2019"	"2019"	"Apr., 2019"	"2019/04"	40919	Not Applicable	Not Applicable
	"2019"	"2019"	"May, 2019"	"2019/05"	40359	Not Applicable	Not Applicable
	"2019"	"2019"	"Jun., 2019"	"2019/06"	38241	Not Applicable	Not Applicable
	"2019"	"2019"	"Jul., 2019"	"2019/07"	38413	Not Applicable	Not Applicable
	"2019"	"2019"	"Aug., 2019"	"2019/08"	38285	Not Applicable	Not Applicable
	"2019"	"2019"	"Sep., 2019"	"2019/09"	38030	Not Applicable	Not Applicable
	"2019"	"2019"	"Oct., 2019"	"2019/10"	41300	Not Applicable	Not Applicable
	"2019"	"2019"	"Nov., 2019"	"2019/11"	41893	Not Applicable	Not Applicable
	"2019"	"2019"	"Dec., 2019"	"2019/12"	45092	Not Applicable	Not Applicable
"Total"	"2019"	"2019"			494830	Not Applicable	Not Applicable
	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	46442	Not Applicable	Not Applicable
	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	42374	Not Applicable	Not Applicable
	"2020 "	"2020"	"Mar., 2020 "	"2020/03"	46458	Not Applicable	Not Applicable
	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	57852	Not Applicable	Not Applicable
	"2020 "	"2020"	"May, 2020 "	"2020/05"	48266	Not Applicable	Not Applicable
	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	40431	Not Applicable	Not Applicable
	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	43866	Not Applicable	Not Applicable
	"2020 "	"2020"	"Aug., 2020 "	"2020/08"	44153	Not Applicable	Not Applicable
	"2020 "	"2020"	"Sep., 2020 "	"2020/09"	42113	Not Applicable	Not Applicable
	"2020 "	"2020"	"Oct., 2020 "	"2020/10"	45973	Not Applicable	Not Applicable
	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	51990	Not Applicable	Not Applicable
	"2020 "	"2020"	"Dec., 2020 "	"2020/12"	63636	Not Applicable	Not Applicable
"Total"	"2020 "	"2020"			573554	Not Applicable	Not Applicable
"Total"					8852681	Not Applicable	Not Applicable
"---"
"Dataset: Multiple Cause of Death, 1999-2020"
"Query Parameters:"
"Single-Year Ages: 90 years; 91 years; 92 years; 93 years; 94 years; 95 years; 96 years; 97 years; 98 years; 99 years; 100+ years"
"Group By: Year; Month"
"Show Totals: True"
"Show Zero Values: True"
"Show Suppressed: True"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd.html for more information."
"---"
"Query Date: Oct 19, 2023 3:52:07 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10.html on Oct 19, 2023 3:52:07 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when Autopsy, Place of Death, Weekday or Month are grouped by or limited,"
"due to lack of a valid population. More information: http://wonder.cdc.gov/wonder/help/mcd.html#NotApplicableRates."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#2014-Revision."
"3. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd.html#Not Stated."
