"Notes","Year","Year Code",Deaths,Population,Crude Rate
,"2022 (provisional)","2022",769937,25176571,3058.1
,"2023 (provisional and partial)","2023",567147,25176571,2252.7
"Total",,,1337084,50353142,2655.4
